"geneId"	"seqnames"	"start"	"end"	"geneStrand"	"annotation"	"group"	"gene_name"
"ENSMUSG00000105806.1"	"chr3"	27304734	27304892	2	"Distal Intergenic"	"sidd"	"Gm43345"
"ENSMUSG00000105807.1"	"chr5"	88137001	88137184	1	"Distal Intergenic"	"sidd"	"Gm42622"
"ENSMUSG00000105808.1"	"chr5"	108910704	108910856	1	"Intron (ENSMUST00000176157.1/ENSMUSG00000093479.1, intron 1 of 3)"	"sidd"	"Gm42627"
"ENSMUSG00000105809.1"	"chr5"	132596938	132597164	1	"Distal Intergenic"	"sidd"	"Gm42626"
"ENSMUSG00000105811.1"	"chr3"	144030099	144030295	2	"Distal Intergenic"	"sidd"	"Gm42707"
"ENSMUSG00000105819.1"	"chr3"	90710929	90711058	2	"Promoter (1-2kb)"	"sidd"	"Gm42579"
"ENSMUSG00000105822.1"	"chr3"	127354693	127354843	2	"Intron (ENSMUST00000182078.8/ENSMUSG00000032826.19, intron 1 of 45)"	"sidd"	"Gm42969"
"ENSMUSG00000105825.1"	"chr8"	110552492	110552624	2	"Intron (ENSMUST00000043141.6/ENSMUSG00000059854.8, intron 55 of 86)"	"sidd"	"Gm44489"
"ENSMUSG00000105829.1"	"chr3"	115506323	115506451	1	"Distal Intergenic"	"sidd"	"Gm43669"
"ENSMUSG00000105836.1"	"chr3"	113643348	113643506	2	"Distal Intergenic"	"sidd"	"Gm17954"
"ENSMUSG00000105838.1"	"chr3"	138728339	138728490	2	"Promoter (1-2kb)"	"sidd"	"4930425O10Rik"
"ENSMUSG00000105844.1"	"chr2"	42981963	42982165	1	"Distal Intergenic"	"sidd"	"Gm24350"
"ENSMUSG00000105854.1"	"chr5"	12480728	12480971	2	"Promoter (1-2kb)"	"sidd"	"Gm8925"
"ENSMUSG00000105855.1"	"chr3"	102784323	102784452	2	"Promoter (<=1kb)"	"sidd"	"Gm42681"
"ENSMUSG00000105859.1"	"chr3"	110373017	110373124	1	"Distal Intergenic"	"sidd"	"Gm19185"
"ENSMUSG00000105880.1"	"chr3"	139799435	139799599	2	"Distal Intergenic"	"sidd"	"Gm43678"
"ENSMUSG00000105882.1"	"chr3"	111577800	111577926	1	"Distal Intergenic"	"sidd"	"Gm42905"
"ENSMUSG00000105885.1"	"chr17"	53811065	53811187	1	"Distal Intergenic"	"sidd"	"Sult1c2-ps2"
"ENSMUSG00000105892.1"	"chr3"	90758418	90758632	1	"Promoter (<=1kb)"	"sidd"	"Gm35013"
"ENSMUSG00000105893.1"	"chr5"	4002765	4002933	1	"Intron (ENSMUST00000044492.9/ENSMUSG00000040407.18, intron 16 of 47)"	"sidd"	"Wdr46-ps"
"ENSMUSG00000105901.1"	"chr5"	143157614	143157753	2	"Promoter (<=1kb)"	"sidd"	"Gm7291"
"ENSMUSG00000105903.1"	"chr5"	60893230	60893434	2	"Distal Intergenic"	"sidd"	"1700014F14Rik"
"ENSMUSG00000105912.1"	"chr5"	54317066	54317201	1	"Distal Intergenic"	"sidd"	"Gm10440"
"ENSMUSG00000105914.1"	"chr3"	117209186	117209321	2	"Distal Intergenic"	"sidd"	"Gm19243"
"ENSMUSG00000105915.1"	"chr6"	69838831	69838982	2	"Distal Intergenic"	"sidd"	"Igkv12-42"
"ENSMUSG00000105927.1"	"chr2"	19893760	19893886	1	"Distal Intergenic"	"sidd"	"Gm44457"
"ENSMUSG00000105930.1"	"chr5"	18734596	18734731	1	"Distal Intergenic"	"sidd"	"Gm17889"
"ENSMUSG00000105942.1"	"chr5"	51984317	51984427	2	"Distal Intergenic"	"sidd"	"Gm43175"
"ENSMUSG00000105943.1"	"chr3"	38225014	38225142	1	"Promoter (1-2kb)"	"sidd"	"Gm2965"
"ENSMUSG00000105946.1"	"chr5"	27134173	27134394	1	"Intron (ENSMUST00000071500.12/ENSMUSG00000061576.15, intron 1 of 25)"	"sidd"	"Gm43776"
"ENSMUSG00000105949.1"	"chr3"	156104935	156105105	1	"Distal Intergenic"	"sidd"	"Gm6510"
"ENSMUSG00000105952.1"	"chr3"	133700383	133700503	2	"Distal Intergenic"	"sidd"	"Gm40153"
"ENSMUSG00000105957.1"	"chr3"	133273617	133273756	2	"Distal Intergenic"	"sidd"	"Gm43254"
"ENSMUSG00000105959.1"	"chr3"	145446667	145446817	1	"Intron (ENSMUST00000029848.4/ENSMUSG00000028197.4, intron 31 of 59)"	"sidd"	"D530037P16Rik"
"ENSMUSG00000105965.1"	"chr5"	101142505	101142627	1	"Distal Intergenic"	"sidd"	"Cycs-ps2"
"ENSMUSG00000105974.1"	"chr5"	48948773	48948932	2	"Promoter (1-2kb)"	"sidd"	"Gm43318"
"ENSMUSG00000105983.1"	"chr5"	49139875	49140077	2	"Intron (ENSMUST00000087395.10/ENSMUSG00000029088.16, intron 1 of 8)"	"sidd"	"Gm42770"
"ENSMUSG00000106002.1"	"chr3"	38182526	38182768	2	"Distal Intergenic"	"sidd"	"5430434I15Rik"
"ENSMUSG00000106007.1"	"chr8"	38993190	38993350	2	"Distal Intergenic"	"sidd"	"Gm23128"
"ENSMUSG00000106009.1"	"chr3"	124669132	124669315	2	"Distal Intergenic"	"sidd"	"Gm9379"
"ENSMUSG00000106011.1"	"chr3"	153749814	153749936	1	"Promoter (<=1kb)"	"sidd"	"Gm43833"
"ENSMUSG00000106029.1"	"chr3"	128788664	128788822	1	"Intron (ENSMUST00000199042.1/ENSMUSG00000106245.1, intron 4 of 4)"	"sidd"	"Gm4410"
"ENSMUSG00000106040.1"	"chr5"	145664336	145664454	2	"Distal Intergenic"	"sidd"	"Cyp3a63-ps"
"ENSMUSG00000106051.1"	"chr3"	21133955	21134071	2	"Distal Intergenic"	"sidd"	"Gm43160"
"ENSMUSG00000106052.1"	"chr3"	143101227	143101378	1	"Distal Intergenic"	"sidd"	"Gm43614"
"ENSMUSG00000106053.1"	"chr3"	159187630	159187762	1	"Intron (ENSMUST00000197341.1/ENSMUSG00000106053.1, intron 2 of 4)"	"sidd"	"Gm20752"
"ENSMUSG00000106060.1"	"chr5"	111881046	111881171	2	"Distal Intergenic"	"sidd"	"Gm42488"
"ENSMUSG00000106065.1"	"chr5"	88201946	88202087	1	"Distal Intergenic"	"sidd"	"Gm42621"
"ENSMUSG00000106067.1"	"chr5"	133784773	133784908	2	"Distal Intergenic"	"sidd"	"Gm7902"
"ENSMUSG00000106070.1"	"chr3"	101691172	101691317	1	"Promoter (<=1kb)"	"sidd"	"Gm43135"
"ENSMUSG00000106072.1"	"chr3"	130097356	130097489	1	"Distal Intergenic"	"sidd"	"Gm42663"
"ENSMUSG00000106078.1"	"chr3"	129224445	129224529	2	"Promoter (<=1kb)"	"sidd"	"Gm43697"
"ENSMUSG00000106084.1"	"chr3"	113855567	113855715	1	"Promoter (<=1kb)"	"sidd"	"Gm18163"
"ENSMUSG00000106090.1"	"chr5"	139944848	139944953	2	"Intron (ENSMUST00000050519.7/ENSMUSG00000048988.8, intron 1 of 1)"	"sidd"	"Gm43704"
"ENSMUSG00000106091.1"	"chr12"	91110909	91111059	1	"Intron (ENSMUST00000143415.7/ENSMUSG00000061533.16, intron 6 of 12)"	"sidd"	"Gm44370"
"ENSMUSG00000106095.2"	"chr3"	130946498	130946601	2	"Distal Intergenic"	"sidd"	"2010110G14Rik"
"ENSMUSG00000106097.1"	"chr5"	133169255	133169381	1	"Distal Intergenic"	"sidd"	"Gm42625"
"ENSMUSG00000106100.1"	"chr3"	111242921	111243100	2	"Distal Intergenic"	"sidd"	"Gm9314"
"ENSMUSG00000106106.3"	"chr17"	39842722	39842860	1	"Distal Intergenic"	"sidd"	"CT010467.1"
"ENSMUSG00000106113.1"	"chr5"	54979398	54979596	1	"Distal Intergenic"	"sidd"	"Gm43779"
"ENSMUSG00000106119.1"	"chr3"	128397630	128397759	2	"Distal Intergenic"	"sidd"	"Gm43656"
"ENSMUSG00000106139.1"	"chr3"	134215227	134215353	1	"Intron (ENSMUST00000181952.1/ENSMUSG00000097911.2, intron 1 of 2)"	"sidd"	"Gm30648"
"ENSMUSG00000106143.1"	"chr3"	92115637	92115790	1	"Promoter (2-3kb)"	"sidd"	"Gm43735"
"ENSMUSG00000106153.1"	"chr5"	111144972	111145120	1	"Intron (ENSMUST00000040111.9/ENSMUSG00000033209.17, intron 5 of 23)"	"sidd"	"Gm43677"
"ENSMUSG00000106159.1"	"chr3"	140675615	140675751	2	"Distal Intergenic"	"sidd"	"Gm31211"
"ENSMUSG00000106168.1"	"chr3"	38686712	38686876	1	"Distal Intergenic"	"sidd"	"Gm43538"
"ENSMUSG00000106174.1"	"chr3"	90822333	90822507	2	"Distal Intergenic"	"sidd"	"Gm43235"
"ENSMUSG00000106176.1"	"chr3"	58311884	58312056	2	"Distal Intergenic"	"sidd"	"Gm43730"
"ENSMUSG00000106179.1"	"chr11"	75263300	75263424	2	"Intron (ENSMUST00000102514.3/ENSMUSG00000045287.6, intron 1 of 1)"	"sidd"	"Gm47300"
"ENSMUSG00000106182.1"	"chr3"	19782148	19782291	1	"Distal Intergenic"	"sidd"	"Gm7442"
"ENSMUSG00000106183.1"	"chr9"	3055875	3056093	2	"Distal Intergenic"	"sidd"	"Mir101c"
"ENSMUSG00000106185.1"	"chr5"	86972874	86973054	1	"Distal Intergenic"	"sidd"	"Gm7631"
"ENSMUSG00000106189.1"	"chr5"	102176971	102177125	1	"Distal Intergenic"	"sidd"	"Gm42933"
"ENSMUSG00000106196.1"	"chr2"	94515246	94515386	2	"Distal Intergenic"	"sidd"	"Gm44461"
"ENSMUSG00000106201.1"	"chr3"	38435689	38435856	2	"Intron (ENSMUST00000199408.4/ENSMUSG00000105516.4, intron 1 of 2)"	"sidd"	"Gm7815"
"ENSMUSG00000106210.1"	"chr3"	143450322	143450438	1	"Distal Intergenic"	"sidd"	"1700001N15Rik"
"ENSMUSG00000106211.1"	"chr3"	56114135	56114269	2	"Intron (ENSMUST00000029374.7/ENSMUSG00000027799.12, intron 1 of 57)"	"sidd"	"Gm42842"
"ENSMUSG00000106223.1"	"chr3"	41528258	41528415	2	"Promoter (<=1kb)"	"sidd"	"2400006E01Rik"
"ENSMUSG00000106225.1"	"chr5"	85977465	85977602	2	"Distal Intergenic"	"sidd"	"Gm43564"
"ENSMUSG00000106234.1"	"chr9"	110971488	110971718	1	"Promoter (2-3kb)"	"sidd"	"Gm43535"
"ENSMUSG00000106239.1"	"chr12"	115993793	115993951	2	"Promoter (<=1kb)"	"sidd"	"Gm9260"
"ENSMUSG00000106245.1"	"chr3"	128618657	128618814	1	"Intron (ENSMUST00000199042.1/ENSMUSG00000106245.1, intron 1 of 4)"	"sidd"	"Gm43824"
"ENSMUSG00000106255.1"	"chr5"	101043785	101043902	2	"Distal Intergenic"	"sidd"	"Gm36793"
"ENSMUSG00000106257.1"	"chr3"	90980246	90980372	2	"Distal Intergenic"	"sidd"	"Gm9023"
"ENSMUSG00000106258.1"	"chr3"	129457043	129457191	1	"Distal Intergenic"	"sidd"	"Rpl7a-ps7"
"ENSMUSG00000106265.1"	"chr5"	8340604	8340748	2	"Intron (ENSMUST00000050166.13/ENSMUSG00000040537.17, intron 2 of 29)"	"sidd"	"Gm42490"
"ENSMUSG00000106267.1"	"chr5"	51014437	51014583	1	"Distal Intergenic"	"sidd"	"Gm40319"
"ENSMUSG00000106270.1"	"chr3"	53759610	53759758	1	"Promoter (2-3kb)"	"sidd"	"C820005J03Rik"
"ENSMUSG00000106273.1"	"chr5"	98439557	98439741	1	"Intron (ENSMUST00000080333.7/ENSMUSG00000057816.7, intron 2 of 5)"	"sidd"	"Gm43767"
"ENSMUSG00000106280.1"	"chr3"	132299599	132299749	2	"Distal Intergenic"	"sidd"	"Gm42880"
"ENSMUSG00000106284.1"	"chr5"	69942104	69942283	2	"Distal Intergenic"	"sidd"	"Gm43139"
"ENSMUSG00000106285.1"	"chr3"	148073951	148074078	1	"Distal Intergenic"	"sidd"	"Gm43574"
"ENSMUSG00000106286.1"	"chr3"	57206917	57207090	1	"Distal Intergenic"	"sidd"	"Gm43424"
"ENSMUSG00000106292.1"	"chr5"	52018023	52018179	2	"Distal Intergenic"	"sidd"	"Gm43174"
"ENSMUSG00000106305.1"	"chr5"	88818745	88818890	2	"Distal Intergenic"	"sidd"	"Gm42911"
"ENSMUSG00000106314.1"	"chr3"	117191360	117191493	1	"Distal Intergenic"	"sidd"	"Gm9632"
"ENSMUSG00000106315.1"	"chr6"	70489908	70490021	2	"Distal Intergenic"	"sidd"	"Gm42720"
"ENSMUSG00000106326.1"	"chr5"	56389363	56389546	1	"Distal Intergenic"	"sidd"	"Gm42977"
"ENSMUSG00000106327.1"	"chr17"	53740379	53740571	1	"Distal Intergenic"	"sidd"	"Ckb-ps2"
"ENSMUSG00000106335.1"	"chr5"	55725782	55725908	2	"Promoter (2-3kb)"	"sidd"	"Gm20223"
"ENSMUSG00000106345.1"	"chr5"	50406316	50406559	1	"Distal Intergenic"	"sidd"	"Gm42459"
"ENSMUSG00000106360.1"	"chr13"	90751045	90751183	1	"Distal Intergenic"	"sidd"	"Gm44338"
"ENSMUSG00000106363.1"	"chr3"	136367813	136367969	1	"Distal Intergenic"	"sidd"	"Gm43402"
"ENSMUSG00000106367.1"	"chr3"	144136032	144136176	2	"Promoter (<=1kb)"	"sidd"	"Gm34078"
"ENSMUSG00000106370.2"	"chr5"	61282296	61282445	2	"Distal Intergenic"	"sidd"	"Gm43382"
"ENSMUSG00000106373.1"	"chr3"	106247764	106247898	1	"Distal Intergenic"	"sidd"	"Gm6522"
"ENSMUSG00000106379.1"	"chr5"	23112960	23113082	1	"Intron (ENSMUST00000197992.1/ENSMUSG00000106379.1, intron 2 of 3)"	"sidd"	"Lhfpl3"
"ENSMUSG00000106382.1"	"chr14"	52596454	52596581	1	"Distal Intergenic"	"sidd"	"Trav4-1"
"ENSMUSG00000106386.1"	"chr5"	131975708	131975866	2	"Promoter (<=1kb)"	"sidd"	"Gm42991"
"ENSMUSG00000106387.1"	"chr6"	69206576	69206753	2	"Distal Intergenic"	"sidd"	"Igkv4-73"
"ENSMUSG00000106389.1"	"chr5"	84884735	84884888	2	"Distal Intergenic"	"sidd"	"Gm21006"
"ENSMUSG00000106394.1"	"chr5"	44380277	44380424	2	"Distal Intergenic"	"sidd"	"Gm42698"
"ENSMUSG00000106410.1"	"chr5"	11859434	11859635	1	"Distal Intergenic"	"sidd"	"Gm29755"
"ENSMUSG00000106411.1"	"chr5"	14619099	14619238	1	"Intron (ENSMUST00000182407.7/ENSMUSG00000061601.15, intron 3 of 19)"	"sidd"	"Gm42445"
"ENSMUSG00000106422.1"	"chr3"	85542643	85542797	2	"Intron (ENSMUST00000154148.7/ENSMUSG00000102805.5, intron 3 of 9)"	"sidd"	"Gm42812"
"ENSMUSG00000106442.1"	"chr3"	20447123	20447272	1	"Distal Intergenic"	"sidd"	"Gm42594"
"ENSMUSG00000106444.1"	"chr16"	19161082	19161330	2	"Distal Intergenic"	"sidd"	"Gm18748"
"ENSMUSG00000106448.1"	"chr3"	158305457	158305679	1	"Intron (ENSMUST00000200196.4/ENSMUSG00000028176.13, intron 2 of 24)"	"sidd"	"Gm43486"
"ENSMUSG00000106452.1"	"chr3"	114450943	114451083	2	"Distal Intergenic"	"sidd"	"Gm43749"
"ENSMUSG00000106454.1"	"chr3"	113712681	113712912	1	"Distal Intergenic"	"sidd"	"Gm17775"
"ENSMUSG00000106483.1"	"chr5"	106127633	106127785	1	"Distal Intergenic"	"sidd"	"Gm32736"
"ENSMUSG00000106485.1"	"chr3"	38426568	38426760	2	"Exon (ENSMUST00000199408.4/ENSMUSG00000105516.4, exon 3 of 3)"	"sidd"	"3830422I06Rik"
"ENSMUSG00000106486.1"	"chr3"	98176235	98176470	2	"Distal Intergenic"	"sidd"	"Gm9771"
"ENSMUSG00000106498.1"	"chr5"	19105645	19105799	2	"Distal Intergenic"	"sidd"	"Gm43032"
"ENSMUSG00000106499.1"	"chr3"	132829104	132829260	1	"Intron (ENSMUST00000169172.4/ENSMUSG00000028030.12, intron 25 of 25)"	"sidd"	"Gm9403"
"ENSMUSG00000106503.1"	"chr3"	126201675	126201782	1	"Distal Intergenic"	"sidd"	"Gm42827"
"ENSMUSG00000106505.1"	"chr3"	139771913	139772090	2	"Distal Intergenic"	"sidd"	"Gm32693"
"ENSMUSG00000106509.1"	"chr5"	58898444	58898596	2	"Distal Intergenic"	"sidd"	"Gm43394"
"ENSMUSG00000106510.1"	"chr3"	115226247	115226388	2	"Distal Intergenic"	"sidd"	"Gm18429"
"ENSMUSG00000106522.1"	"chr5"	128781630	128781735	2	"Intron (ENSMUST00000199537.4/ENSMUSG00000029420.14, intron 11 of 16)"	"sidd"	"Gm42871"
"ENSMUSG00000106523.1"	"chr4"	67582340	67582495	1	"Distal Intergenic"	"sidd"	"Gm44497"
"ENSMUSG00000106532.1"	"chr5"	6762567	6762763	2	"Distal Intergenic"	"sidd"	"Gm5714"
"ENSMUSG00000106539.1"	"chr5"	49468176	49468300	1	"Intron (ENSMUST00000087395.10/ENSMUSG00000029088.16, intron 1 of 8)"	"sidd"	"Gm43670"
"ENSMUSG00000106540.1"	"chr3"	140966627	140966747	1	"Distal Intergenic"	"sidd"	"4930590L14Rik"
"ENSMUSG00000106541.1"	"chr5"	113100912	113101080	1	"Promoter (<=1kb)"	"sidd"	"Gm43246"
"ENSMUSG00000106542.1"	"chr3"	118936896	118937034	1	"Intron (ENSMUST00000039177.11/ENSMUSG00000033308.16, intron 11 of 22)"	"sidd"	"Gm43410"
"ENSMUSG00000106548.1"	"chr5"	60546612	60546777	1	"Distal Intergenic"	"sidd"	"Gm43390"
"ENSMUSG00000106552.1"	"chr7"	14821087	14821195	2	"Distal Intergenic"	"sidd"	"Obox4-ps5"
"ENSMUSG00000106556.1"	"chr13"	69407568	69407666	2	"Distal Intergenic"	"sidd"	"Gm44375"
"ENSMUSG00000106560.1"	"chr5"	111454831	111454951	1	"3' UTR"	"sidd"	"Gm43119"
"ENSMUSG00000106562.1"	"chr3"	122673647	122673806	2	"Distal Intergenic"	"sidd"	"Gm5981"
"ENSMUSG00000106569.1"	"chr3"	134965564	134965726	1	"Promoter (<=1kb)"	"sidd"	"Gm43036"
"ENSMUSG00000106574.1"	"chr3"	139692381	139692458	1	"Intron (ENSMUST00000106239.7/ENSMUSG00000047940.13, intron 12 of 13)"	"sidd"	"Gm2451"
"ENSMUSG00000106576.1"	"chr5"	83811851	83811993	1	"Distal Intergenic"	"sidd"	"Gm4866"
"ENSMUSG00000106577.1"	"chr3"	53969735	53969870	1	"Distal Intergenic"	"sidd"	"Gm31026"
"ENSMUSG00000106579.1"	"chr5"	49240947	49241097	2	"Intron (ENSMUST00000087395.10/ENSMUSG00000029088.16, intron 1 of 8)"	"sidd"	"Gm42771"
"ENSMUSG00000106586.1"	"chr5"	102530358	102530525	2	"Intron (ENSMUST00000073302.11/ENSMUSG00000057315.14, intron 1 of 8)"	"sidd"	"1700013M08Rik"
"ENSMUSG00000106588.1"	"chr5"	3480398	3480527	2	"Promoter (<=1kb)"	"sidd"	"Gm17590"
"ENSMUSG00000106591.1"	"chr6"	87983291	87983452	2	"Promoter (1-2kb)"	"sidd"	"Gm47286"
"ENSMUSG00000106593.1"	"chr5"	88224284	88224444	1	"Distal Intergenic"	"sidd"	"Gm7048"
"ENSMUSG00000106598.1"	"chr5"	84459493	84459639	1	"Distal Intergenic"	"sidd"	"Gm43532"
"ENSMUSG00000106609.1"	"chr5"	43785614	43785739	2	"Promoter (<=1kb)"	"sidd"	"Gm43181"
"ENSMUSG00000106610.1"	"chr5"	101407011	101407141	2	"Distal Intergenic"	"sidd"	"Gm43103"
"ENSMUSG00000106622.2"	"chr5"	42739236	42739378	2	"Distal Intergenic"	"sidd"	"Gm5554"
"ENSMUSG00000106632.1"	"chr3"	157674405	157674528	2	"Distal Intergenic"	"sidd"	"Gm33466"
"ENSMUSG00000106637.1"	"chr5"	9562350	9562500	2	"Intron (ENSMUST00000004076.4/ENSMUSG00000003974.6, intron 3 of 5)"	"sidd"	"Gm42455"
"ENSMUSG00000106647.1"	"chr9"	111543732	111543855	2	"Distal Intergenic"	"sidd"	"Gm42523"
"ENSMUSG00000106650.1"	"chr3"	110757201	110757319	1	"Distal Intergenic"	"sidd"	"Gm43404"
"ENSMUSG00000106655.1"	"chr13"	82553246	82553377	2	"Distal Intergenic"	"sidd"	"Mir3961"
"ENSMUSG00000106656.1"	"chr5"	44884057	44884186	1	"Distal Intergenic"	"sidd"	"Gm42750"
"ENSMUSG00000106661.1"	"chr5"	9928132	9928266	1	"Distal Intergenic"	"sidd"	"Gm42832"
"ENSMUSG00000106666.1"	"chr3"	112887410	112887558	2	"Distal Intergenic"	"sidd"	"Gm43587"
"ENSMUSG00000106704.1"	"chr5"	75233095	75233193	1	"Distal Intergenic"	"sidd"	"Gm42799"
"ENSMUSG00000106710.1"	"chr5"	131216119	131216274	2	"Intron (ENSMUST00000086023.11/ENSMUSG00000034040.16, intron 1 of 10)"	"sidd"	"Gm43166"
"ENSMUSG00000106725.1"	"chr5"	90428132	90428300	1	"Distal Intergenic"	"sidd"	"Gm43363"
"ENSMUSG00000106730.1"	"chr1"	173007591	173007747	2	"Distal Intergenic"	"sidd"	"Gm42472"
"ENSMUSG00000106733.1"	"chr5"	148679143	148679292	1	"Distal Intergenic"	"sidd"	"Gm36186"
"ENSMUSG00000106739.1"	"chr5"	72819284	72819450	2	"Intron (ENSMUST00000071944.12/ENSMUSG00000029217.16, intron 3 of 18)"	"sidd"	"Gm43499"
"ENSMUSG00000106742.1"	"chr6"	26725663	26725797	1	"Distal Intergenic"	"sidd"	"Gm42474"
"ENSMUSG00000106746.1"	"chr5"	81925664	81925802	1	"Distal Intergenic"	"sidd"	"2900064F13Rik"
"ENSMUSG00000106747.1"	"chr5"	68099479	68099630	2	"Intron (ENSMUST00000094715.7/ENSMUSG00000068082.12, intron 1 of 3)"	"sidd"	"Gm43025"
"ENSMUSG00000106762.3"	"chr5"	35342390	35342543	1	"Distal Intergenic"	"sidd"	"4930478P22Rik"
"ENSMUSG00000106763.1"	"chr6"	20398273	20398459	2	"Distal Intergenic"	"sidd"	"Gm19102"
"ENSMUSG00000106766.1"	"chr5"	116378059	116378179	2	"Distal Intergenic"	"sidd"	"4933424N20Rik"
"ENSMUSG00000106786.1"	"chr3"	39569549	39569678	1	"Distal Intergenic"	"sidd"	"Gm42781"
"ENSMUSG00000106794.1"	"chr5"	39166911	39167088	2	"Distal Intergenic"	"sidd"	"Gm40293"
"ENSMUSG00000106799.1"	"chr6"	25882589	25882695	1	"Distal Intergenic"	"sidd"	"Gm20756"
"ENSMUSG00000106808.1"	"chr5"	53382702	53382826	2	"Distal Intergenic"	"sidd"	"Gm42745"
"ENSMUSG00000106813.1"	"chr5"	42300782	42301020	2	"Distal Intergenic"	"sidd"	"Gm7181"
"ENSMUSG00000106819.1"	"chr6"	18882547	18882672	1	"Promoter (<=1kb)"	"sidd"	"Gm43498"
"ENSMUSG00000106845.1"	"chr5"	147779398	147779564	1	"Distal Intergenic"	"sidd"	"Gm43156"
"ENSMUSG00000106847.1"	"chr15"	72785939	72786104	2	"Intron (ENSMUST00000023276.15/ENSMUSG00000047921.17, intron 16 of 21)"	"sidd"	"Peg13"
"ENSMUSG00000106854.1"	"chr5"	68695682	68695873	2	"Distal Intergenic"	"sidd"	"Gm42850"
"ENSMUSG00000106855.1"	"chr6"	21681309	21681464	1	"Promoter (<=1kb)"	"sidd"	"5330437M03Rik"
"ENSMUSG00000106865.1"	"chr5"	40872635	40872825	1	"Distal Intergenic"	"sidd"	"4930519E07Rik"
"ENSMUSG00000106873.1"	"chr6"	32701740	32701915	2	"Distal Intergenic"	"sidd"	"BC049739"
"ENSMUSG00000106894.1"	"chr5"	31969234	31969398	2	"Intron (ENSMUST00000201352.3/ENSMUSG00000052139.18, intron 7 of 11)"	"sidd"	"Gm17130"
"ENSMUSG00000106896.1"	"chr5"	33723510	33723604	2	"Promoter (<=1kb)"	"sidd"	"G630022F23Rik"
"ENSMUSG00000106909.1"	"chr5"	116916895	116917014	2	"Distal Intergenic"	"sidd"	"Gm43122"
"ENSMUSG00000106910.1"	"chr5"	66356600	66356728	1	"Promoter (<=1kb)"	"sidd"	"Gm16273"
"ENSMUSG00000106913.1"	"chr5"	135258600	135258693	1	"Distal Intergenic"	"sidd"	"9430007M09Rik"
"ENSMUSG00000106915.1"	"chr5"	120252001	120252145	1	"Distal Intergenic"	"sidd"	"Gm42655"
"ENSMUSG00000106924.1"	"chr5"	39030840	39030976	2	"Distal Intergenic"	"sidd"	"Gm42857"
"ENSMUSG00000106926.1"	"chr5"	82494014	82494169	1	"Distal Intergenic"	"sidd"	"Rpl7-ps7"
"ENSMUSG00000106928.1"	"chr5"	35546830	35546992	2	"Distal Intergenic"	"sidd"	"Gm43860"
"ENSMUSG00000106947.1"	"chr5"	67601713	67601851	2	"Distal Intergenic"	"sidd"	"1700025A08Rik"
"ENSMUSG00000106954.1"	"chr5"	93712393	93712526	1	"Distal Intergenic"	"sidd"	"Gm43226"
"ENSMUSG00000106955.1"	"chr6"	3230612	3230714	1	"Promoter (<=1kb)"	"sidd"	"Gm42960"
"ENSMUSG00000106956.1"	"chr5"	148461824	148461958	1	"Distal Intergenic"	"sidd"	"Gm19617"
"ENSMUSG00000106960.1"	"chr5"	77843227	77843388	2	"Distal Intergenic"	"sidd"	"Gm42673"
"ENSMUSG00000106971.1"	"chr5"	33696149	33696329	2	"Distal Intergenic"	"sidd"	"Gm42965"
"ENSMUSG00000106985.1"	"chr5"	77493712	77493837	1	"Intron (ENSMUST00000201899.1/ENSMUSG00000106985.1, intron 1 of 1)"	"sidd"	"Gm42761"
"ENSMUSG00000106988.1"	"chr15"	62975689	62975846	1	"Distal Intergenic"	"sidd"	"Tsg101-ps"
"ENSMUSG00000106990.1"	"chr6"	28175345	28175509	2	"Distal Intergenic"	"sidd"	"Gm42547"
"ENSMUSG00000106996.1"	"chr5"	77695246	77695409	1	"Distal Intergenic"	"sidd"	"Gm31049"
"ENSMUSG00000107008.3"	"chr13"	53387030	53387207	1	"Distal Intergenic"	"sidd"	"Gm2762"
"ENSMUSG00000107014.1"	"chr5"	66191405	66191536	2	"Promoter (<=1kb)"	"sidd"	"1700126H18Rik"
"ENSMUSG00000107020.1"	"chr5"	76068755	76068980	2	"Distal Intergenic"	"sidd"	"Gm6051"
"ENSMUSG00000107022.1"	"chr6"	16747841	16747985	1	"Distal Intergenic"	"sidd"	"Gm36669"
"ENSMUSG00000107027.1"	"chr5"	73836484	73836597	1	"Distal Intergenic"	"sidd"	"1700019F05Rik"
"ENSMUSG00000107028.1"	"chr15"	8898841	8899012	1	"Distal Intergenic"	"sidd"	"Gm5043"
"ENSMUSG00000107035.1"	"chr6"	37716591	37716760	2	"Distal Intergenic"	"sidd"	"Ybx1-ps2"
"ENSMUSG00000107053.1"	"chr5"	119804964	119805064	2	"Promoter (2-3kb)"	"sidd"	"1700021F13Rik"
"ENSMUSG00000107065.1"	"chr5"	147785306	147785504	1	"Distal Intergenic"	"sidd"	"Gm43155"
"ENSMUSG00000107067.1"	"chr6"	19879039	19879188	1	"Distal Intergenic"	"sidd"	"Gm42581"
"ENSMUSG00000107070.1"	"chr5"	39985769	39985897	2	"Promoter (<=1kb)"	"sidd"	"Gm35191"
"ENSMUSG00000107072.1"	"chr5"	90701716	90701867	1	"Distal Intergenic"	"sidd"	"Gm43090"
"ENSMUSG00000107073.1"	"chr16"	69710097	69710239	2	"Distal Intergenic"	"sidd"	"4930428D20Rik"
"ENSMUSG00000107084.1"	"chr5"	119888609	119888783	1	"Distal Intergenic"	"sidd"	"Gm43269"
