"geneId"	"annotation"	"group"	"gene_name"
"ENSMUSG00000031925.17"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Maml2"
"ENSMUSG00000031972.5"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Acta1"
"ENSMUSG00000032012.9"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Nectin1"
"ENSMUSG00000032017.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Grik4"
"ENSMUSG00000032128.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Robo3"
"ENSMUSG00000032278.11"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Paqr5"
"ENSMUSG00000032346.7"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Ooep"
"ENSMUSG00000032356.12"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Rasgrf1"
"ENSMUSG00000032363.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Adamts7"
"ENSMUSG00000032531.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Amotl2"
"ENSMUSG00000032532.7"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Cck"
"ENSMUSG00000032537.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Ephb1"
"ENSMUSG00000032554.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Trf"
"ENSMUSG00000032589.14"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Bsn"
"ENSMUSG00000032717.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Mdfi"
"ENSMUSG00000033006.10"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Sox10"
"ENSMUSG00000033295.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Ptprf"
"ENSMUSG00000033510.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Otud7a"
"ENSMUSG00000033773.14"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Rpap2"
"ENSMUSG00000033788.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Dysf"
"ENSMUSG00000034000.15"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Neu4"
"ENSMUSG00000034656.18"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Cacna1a"
"ENSMUSG00000034684.12"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Sema3f"
"ENSMUSG00000034730.17"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Adgrb1"
"ENSMUSG00000034799.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Unc13a"
"ENSMUSG00000035279.8"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Ssc5d"
"ENSMUSG00000035735.10"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Dagla"
"ENSMUSG00000036061.10"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Smug1"
"ENSMUSG00000036062.13"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Phf24"
"ENSMUSG00000036139.6"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Hoxc9"
"ENSMUSG00000036206.12"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Sh3bp4"
"ENSMUSG00000036466.17"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Megf11"
"ENSMUSG00000036620.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Mgat4b"
"ENSMUSG00000036867.7"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Smad6"
"ENSMUSG00000037095.8"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Lrg1"
"ENSMUSG00000037335.13"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Hand1"
"ENSMUSG00000037541.22"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Shank2"
"ENSMUSG00000037605.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Adgrl3"
"ENSMUSG00000037621.8"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Atoh8"
"ENSMUSG00000037624.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Kcnk2"
"ENSMUSG00000037692.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Ahdc1"
"ENSMUSG00000037813.13"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"D630003M21Rik"
"ENSMUSG00000037887.11"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Dusp8"
"ENSMUSG00000037990.18"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Sh3rf3"
"ENSMUSG00000038143.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Stox2"
"ENSMUSG00000038145.17"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Snrk"
"ENSMUSG00000038146.8"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Notch3"
"ENSMUSG00000038280.12"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Ostm1"
"ENSMUSG00000038319.14"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Kcnh2"
"ENSMUSG00000038453.17"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Srcin1"
"ENSMUSG00000039081.10"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Zfp503"
"ENSMUSG00000039252.11"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Lgi2"
"ENSMUSG00000039385.5"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Cdh6"
"ENSMUSG00000039410.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Prdm16"
"ENSMUSG00000039477.16"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Tnrc18"
"ENSMUSG00000039542.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Ncam1"
"ENSMUSG00000039633.7"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Lonrf1"
"ENSMUSG00000039676.4"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Capsl"
"ENSMUSG00000039728.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Slc6a5"
"ENSMUSG00000039735.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Fnbp1l"
"ENSMUSG00000039741.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Bahcc1"
"ENSMUSG00000039781.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Cep131"
"ENSMUSG00000039976.4"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Tbc1d16"
"ENSMUSG00000040289.8"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Hey1"
"ENSMUSG00000040412.17"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"5330417C22Rik"
"ENSMUSG00000040502.5"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Marchf9"
"ENSMUSG00000040610.7"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Tlx3"
"ENSMUSG00000040612.13"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Ildr2"
"ENSMUSG00000040855.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Reps2"
"ENSMUSG00000040978.4"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Gm11992"
"ENSMUSG00000041272.11"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Tox"
"ENSMUSG00000041309.17"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Nkx6-2"
"ENSMUSG00000041852.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Tcf20"
"ENSMUSG00000042258.13"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Isl1"
"ENSMUSG00000042331.13"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Specc1"
"ENSMUSG00000042417.5"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Ccno"
"ENSMUSG00000042589.18"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Cux2"
"ENSMUSG00000043013.10"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Onecut1"
"ENSMUSG00000043456.17"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Zfp536"
"ENSMUSG00000043913.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Ccdc60"
"ENSMUSG00000044071.9"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Tafa2"
"ENSMUSG00000044220.13"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Nkx2-3"
"ENSMUSG00000044268.4"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm4895"
"ENSMUSG00000044337.5"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Ackr3"
"ENSMUSG00000044365.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Cxxc4"
"ENSMUSG00000045095.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Magi1"
"ENSMUSG00000045333.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Zfp423"
"ENSMUSG00000045584.4"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Olfr610"
"ENSMUSG00000045672.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Col27a1"
"ENSMUSG00000045991.19"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Onecut2"
"ENSMUSG00000046352.7"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gjb2"
"ENSMUSG00000046413.14"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Irx3os"
"ENSMUSG00000046714.7"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Foxc2"
"ENSMUSG00000046719.7"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Nxph3"
"ENSMUSG00000047104.5"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Pbp2"
"ENSMUSG00000047171.8"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Helt"
"ENSMUSG00000047591.5"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Mafa"
"ENSMUSG00000047907.11"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Tshz2"
"ENSMUSG00000047935.17"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Sox1ot"
"ENSMUSG00000048216.13"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gpr85"
"ENSMUSG00000048349.9"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Pou4f1"
"ENSMUSG00000048583.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Igf2"
"ENSMUSG00000048915.12"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Efna5"
"ENSMUSG00000049556.5"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Lingo1"
"ENSMUSG00000049577.15"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Zfpm1"
"ENSMUSG00000050100.14"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Hmx2"
"ENSMUSG00000050222.11"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Il17d"
"ENSMUSG00000050295.4"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Foxc1"
"ENSMUSG00000050587.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Lrrc4c"
"ENSMUSG00000050645.3"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Defb19"
"ENSMUSG00000051339.10"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"2900026A02Rik"
"ENSMUSG00000051367.8"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Six1"
"ENSMUSG00000051910.13"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Sox6"
"ENSMUSG00000052188.6"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm14964"
"ENSMUSG00000052951.5"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"C130021I20Rik"
"ENSMUSG00000053519.17"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Kcnip1"
"ENSMUSG00000053593.10"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Fate1"
"ENSMUSG00000053646.13"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Plxnb1"
"ENSMUSG00000054005.4"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Mill1"
"ENSMUSG00000054252.18"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Fgfr3"
"ENSMUSG00000054477.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Kcnn2"
"ENSMUSG00000054640.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Slc8a1"
"ENSMUSG00000054641.10"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Mmrn1"
"ENSMUSG00000054764.9"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Mtnr1a"
"ENSMUSG00000054871.5"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Tmem158"
"ENSMUSG00000055013.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Agap1"
"ENSMUSG00000055134.5"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"9130017K11Rik"
"ENSMUSG00000056856.13"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Jakmip3"
"ENSMUSG00000057654.6"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Olfr328"
"ENSMUSG00000057716.7"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Tmem178b"
"ENSMUSG00000057751.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Megf6"
"ENSMUSG00000058248.12"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Kcnh1"
"ENSMUSG00000058441.7"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Panx2"
"ENSMUSG00000058589.14"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Anks1b"
"ENSMUSG00000058806.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Col13a1"
"ENSMUSG00000058975.7"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Kcnc1"
"ENSMUSG00000059146.12"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Ntrk3"
"ENSMUSG00000059857.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Ntng1"
"ENSMUSG00000059974.10"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Ntm"
"ENSMUSG00000060260.13"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Pwwp2b"
"ENSMUSG00000060924.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Csmd1"
"ENSMUSG00000061411.12"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Nol4l"
"ENSMUSG00000061462.18"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Obscn"
"ENSMUSG00000061878.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Sphk1"
"ENSMUSG00000062866.16"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Phactr2"
"ENSMUSG00000063415.12"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Cyp26b1"
"ENSMUSG00000064202.15"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"4430402I18Rik"
"ENSMUSG00000064429.1"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Gm22747"
"ENSMUSG00000064724.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm25852"
"ENSMUSG00000066235.7"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Pomgnt2"
"ENSMUSG00000066687.5"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Zbtb16"
"ENSMUSG00000067261.4"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Foxd3"
"ENSMUSG00000067430.7"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Zfp763"
"ENSMUSG00000068373.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"D430041D05Rik"
"ENSMUSG00000068859.5"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Sp9"
"ENSMUSG00000070348.5"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Ccnd1"
"ENSMUSG00000070509.15"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Rgma"
"ENSMUSG00000070880.10"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gad1"
"ENSMUSG00000071151.3"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm4799"
"ENSMUSG00000072812.4"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Ahnak2"
"ENSMUSG00000073433.11"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Arhgdig"
"ENSMUSG00000074555.5"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Gm10714"
"ENSMUSG00000074607.11"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Tox2"
"ENSMUSG00000074818.13"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Pdzd7"
"ENSMUSG00000074912.10"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Gm14207"
"ENSMUSG00000075020.6"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Mir670hg"
"ENSMUSG00000075335.3"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"4930588K23Rik"
"ENSMUSG00000077366.1"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Gm23484"
"ENSMUSG00000078796.4"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Zfp541"
"ENSMUSG00000079330.9"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Lemd1"
"ENSMUSG00000079884.6"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm10698"
"ENSMUSG00000080845.1"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Gm9115"
"ENSMUSG00000081000.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm11200"
"ENSMUSG00000081014.1"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Gm13714"
"ENSMUSG00000081151.1"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Gm11448"
"ENSMUSG00000081962.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm12773"
"ENSMUSG00000082195.3"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm13034"
"ENSMUSG00000082722.1"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Gm11393"
"ENSMUSG00000082897.1"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Gm11982"
"ENSMUSG00000083397.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm5466"
"ENSMUSG00000084384.3"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm12251"
"ENSMUSG00000085059.1"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Gm11750"
"ENSMUSG00000085069.2"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Prdm16os"
"ENSMUSG00000085141.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm13429"
"ENSMUSG00000085184.9"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"4933439K11Rik"
"ENSMUSG00000085322.2"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm14261"
"ENSMUSG00000085549.7"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"1700047F07Rik"
"ENSMUSG00000085645.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Hoxb5os"
"ENSMUSG00000085678.1"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Gm16349"
"ENSMUSG00000085830.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Grin1os"
"ENSMUSG00000085837.8"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Kcnmb4os2"
"ENSMUSG00000085923.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm12781"
"ENSMUSG00000086017.1"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Gm11872"
"ENSMUSG00000086141.7"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"9030622O22Rik"
"ENSMUSG00000086266.1"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Igf2os"
"ENSMUSG00000086741.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm15816"
"ENSMUSG00000086949.1"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Gm13066"
"ENSMUSG00000087059.7"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm12339"
"ENSMUSG00000087241.1"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Gm11844"
"ENSMUSG00000087571.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm15202"
"ENSMUSG00000089266.1"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Gm22891"
"ENSMUSG00000089762.3"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Ier5l"
"ENSMUSG00000089804.2"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm16136"
"ENSMUSG00000090589.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm17180"
"ENSMUSG00000091017.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Fam71a"
"ENSMUSG00000091277.2"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm1818"
"ENSMUSG00000091577.2"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm6211"
"ENSMUSG00000094452.1"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Gm22623"
"ENSMUSG00000097097.2"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"5033426O07Rik"
"ENSMUSG00000097216.3"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"4932441J04Rik"
"ENSMUSG00000097623.7"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"B230323A14Rik"
"ENSMUSG00000097726.7"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"9530036O11Rik"
"ENSMUSG00000097745.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"AI115009"
"ENSMUSG00000097907.2"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Raxos1"
"ENSMUSG00000098323.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm27275"
"ENSMUSG00000098476.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm27852"
"ENSMUSG00000098667.1"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Gm27585"
"ENSMUSG00000098678.1"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Mroh6"
"ENSMUSG00000098760.1"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Gm2164"
"ENSMUSG00000099874.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm29629"
"ENSMUSG00000100209.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm28793"
"ENSMUSG00000100320.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm29417"
"ENSMUSG00000100420.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm28616"
"ENSMUSG00000100510.7"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Hand2os1"
"ENSMUSG00000100690.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm4322"
"ENSMUSG00000100801.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm15459"
"ENSMUSG00000101800.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Rnf170-ps"
"ENSMUSG00000102126.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm29143"
"ENSMUSG00000102140.1"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Gm38058"
"ENSMUSG00000102399.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm5049"
"ENSMUSG00000102661.1"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Gm34816"
"ENSMUSG00000102757.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm2756"
"ENSMUSG00000103015.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm37549"
"ENSMUSG00000103137.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm37981"
"ENSMUSG00000103262.1"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Ighv5-8"
"ENSMUSG00000103608.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"4930442P19Rik"
"ENSMUSG00000103830.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm37609"
"ENSMUSG00000103961.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm36388"
"ENSMUSG00000104330.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm38285"
"ENSMUSG00000104507.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"A430027H14Rik"
"ENSMUSG00000104847.1"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Gm43177"
"ENSMUSG00000105265.4"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Sox2ot"
"ENSMUSG00000105270.1"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Gm42863"
"ENSMUSG00000105901.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm7291"
"ENSMUSG00000106078.1"	"Promoter (1-2kb)"	"z-dna_and_sidd_slop500"	"Gm43697"
"ENSMUSG00000106106.3"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"CT010467.1"
"ENSMUSG00000106588.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm17590"
"ENSMUSG00000106896.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"G630022F23Rik"
"ENSMUSG00000107053.1"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"1700021F13Rik"
"ENSMUSG00000107287.1"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Gm43458"
"ENSMUSG00000108367.2"	"Promoter (<=1kb)"	"z-dna_and_sidd_slop500"	"Erfl"
"ENSMUSG00000108636.1"	"Promoter (2-3kb)"	"z-dna_and_sidd_slop500"	"Gm44650"
