group	coordinates	miRNA (+ strand)	miRNA (- strand)	miRNA (intersection)	annotation	gene_info	cCRE (+-200bp slop)	LINE/LTR repeats (+-200bp slop)
quadruplex	chr2:165157218-165157245		miR-744		Promoter (2-3kb)	Gm14397 (+)		
quadruplex	chr2:165181229-165181257	miR-378a	miR-324, miR-455		Promoter (<=1kb)	Cdh22 (-)		
quadruplex	chr2:165504004-165504027		miR-330, miR-760		Promoter (<=1kb)	Slc2a10 (+)	PLS@EM10E0718403, pELS@EM10E0718404	
quadruplex	chr2:165504076-165504097	miR-331			Promoter (<=1kb)	Slc2a10 (+)	PLS@EM10E0718403, pELS@EM10E0718404, pELS@EM10E0718405	
quadruplex	chr2:166154774-166154798	miR-744			Promoter (<=1kb)	Sulf2 (-)	pELS@EM10E0718833	
quadruplex	chr2:166364732-166364821		miR-423 (2), miR-744 (3)		Distal Intergenic	Gm14268 (-)		LTR@MER21C (-)
quadruplex	chr2:166441978-166442024	miR-495	miR-296		Distal Intergenic	5031425F14Rik (+)	CTCF-only (CTCF-bound)@EM10E0719014	LTR@MLT1A1 (+)
quadruplex	chr2:166467771-166467810	let-7/miR-98			Distal Intergenic	5031425F14Rik (+)		LTR@MT2B1 (-), LTR@MT2B1 (-)
quadruplex	chr2:166549699-166549722	miR-124			Distal Intergenic	Prex1 (-)		
quadruplex	chr2:167105207-167105231	miR-423			Exon	Kcnb1 (-)		
quadruplex	chr2:167206590-167206617	miR-10	miR-744		Promoter (1-2kb)	Ptgis (-)		
quadruplex	chr2:167206676-167206725	miR-331	miR-138, miR-744		Promoter (1-2kb)	Ptgis (-)		
quadruplex	chr2:167597808-167597863		miR-10, miR-339		Intron	Gm11475 (+)	dELS@EM10E0719743, dELS (CTCF-bound)@EM10E0719744	
quadruplex	chr2:167721821-167721849	miR-423	miR-532		Intron	A530013C23Rik (+)		
quadruplex	chr2:167722040-167722067	miR-125	miR-24		Intron	A530013C23Rik (+)		
quadruplex	chr2:167747612-167747655		miR-331, miR-532		Distal Intergenic	Gm14321 (+)	dELS@EM10E0719876, dELS@EM10E0719877	
quadruplex	chr2:167761586-167761611		miR-10, miR-339		Distal Intergenic	Gm14321 (+)		
quadruplex	chr2:167769771-167769803		miR-339, miR-874		Distal Intergenic	Gm14321 (+)		
quadruplex	chr2:167833349-167833391	miR-423	miR-133, miR-331		Promoter (<=1kb)	1200007C13Rik (-)	pELS@EM10E0719939	LINE@L2a (-)
quadruplex	chr2:167992748-167992769	miR-504			Promoter (1-2kb)	Ripor3 (-)		
quadruplex	chr2:167993101-167993129		miR-331, miR-486		Promoter (1-2kb)	Ripor3 (-)		
quadruplex	chr2:168081369-168081400	miR-744			Promoter (<=1kb)	Pard6b (+)	pELS@EM10E0720118	
quadruplex	chr2:168117719-168117788	miR-150	miR-296, miR-491		Promoter (2-3kb)	AL831766.1 (+)		
quadruplex	chr2:168117803-168117823	miR-133			Promoter (2-3kb)	AL831766.1 (+)		
quadruplex	chr2:168281181-168281212	miR-423			Promoter (<=1kb)	Kcng1 (-)	PLS (CTCF-bound)@EM10E0720224, pELS@EM10E0720225	
quadruplex	chr2:168364613-168364641		miR-133 (2)		Distal Intergenic	Gm22704 (+)		
quadruplex	chr2:168524873-168524903		miR-330		Intron	Nfatc2 (-)	dELS@EM10E0720289	
quadruplex	chr2:168635040-168635074	miR-204/211			Intron	Mir7004 (-)	dELS@EM10E0720369, dELS@EM10E0720370	
quadruplex	chr2:168766087-168766119	miR-296			Promoter (<=1kb)	Gm14261 (+)	PLS@EM10E0720424, pELS@EM10E0720425	
quadruplex	chr2:168912445-168912469		miR-744		Promoter (<=1kb)	Zfp64 (-)	dELS@EM10E0720489, dELS@EM10E0720490	
quadruplex	chr2:16911614-16911642		miR-874		Distal Intergenic	Gm24933 (-)		LINE@L1_Mus2 (+), LTR@RLTR45-int (+)
quadruplex	chr2:169218127-169218149	miR-379	miR-339		Distal Intergenic	9430093N23Rik (+)		LTR@MTD (+)
quadruplex	chr2:170731540-170731563		miR-188		Promoter (<=1kb)	Dok5 (+)	pELS@EM10E0721106, PLS (CTCF-bound)@EM10E0721107	LINE@L2b (-)
quadruplex	chr2:171731766-171731805	miR-296	miR-296	miR-296	Distal Intergenic	1700028P15Rik (-)		LTR@RMER17B (+)
quadruplex	chr2:172289798-172289832		miR-185		Promoter (1-2kb)	Gm14275 (+)	pELS@EM10E0721274	LTR@RMER17C (+)
quadruplex	chr2:17254529-17254570		miR-122		Distal Intergenic	Gm13322 (-)		LTR@ORR1A2 (+), LINE@L1Md_F2 (-)
quadruplex	chr2:172547403-172547428		miR-1306		Promoter (2-3kb)	Tfap2c (+)	dELS (CTCF-bound)@EM10E0721393, dELS (CTCF-bound)@EM10E0721394	
quadruplex	chr2:172728347-172728371	miR-744			Distal Intergenic	Gm22773 (-)	dELS@EM10E0721447	
quadruplex	chr2:172846172-172846196		miR-491		Distal Intergenic	Gm22773 (-)	dELS@EM10E0721500	
quadruplex	chr2:172897969-172897995		miR-296		Intron	Gm22773 (-)		LTR@MTC (+)
quadruplex	chr2:172939174-172939218		miR-324		Promoter (<=1kb)	Bmp7 (-)	pELS (CTCF-bound)@EM10E0721561, pELS@EM10E0721562	
quadruplex	chr2:172940617-172940646		miR-423		Promoter (<=1kb)	Bmp7 (-)	PLS@EM10E0721565, pELS@EM10E0721566, pELS@EM10E0721567	LINE@L2b (-)
quadruplex	chr2:173186787-173186809	miR-339, miR-874			Distal Intergenic	Zbp1 (-)	CTCF-only (CTCF-bound)@EM10E0721736	
quadruplex	chr2:173333376-173333398		miR-330		Distal Intergenic	Pmepa1os (+)		LINE@Lx2 (+)
quadruplex	chr2:173950016-173950047		miR-532		Distal Intergenic	Gm14336 (-)		
quadruplex	chr2:174025762-174025789	miR-34/449			Distal Intergenic	Vamp7-ps (-)	dELS@EM10E0722053	
quadruplex	chr2:174487921-174487967	miR-185			Promoter (2-3kb)	Gm14385 (-)		LTR@ORR1C2 (-), LTR@ORR1C2 (-)
quadruplex	chr2:174645088-174645115	miR-125	miR-24		Promoter (1-2kb)	Zfp831 (+)		
quadruplex	chr2:17484454-17484477		miR-330		Intron	Nebl (-)		LINE@Lx (+)
quadruplex	chr2:17496321-17496343	miR-491			Intron	Nebl (-)		LINE@Plat_L3 (-), LINE@Lx3C (+)
quadruplex	chr2:17731259-17731280	miR-7			Promoter (<=1kb)	Nebl (-)	PLS (CTCF-bound)@EM10E0686833, pELS (CTCF-bound)@EM10E0686834	
quadruplex	chr2:17766434-17766460	miR-331			Distal Intergenic	Gm13323 (-)		LINE@Lx (+)
quadruplex	chr2:178407138-178407161	miR-331	miR-744		Promoter (<=1kb)	Sycp2 (-)	pELS@EM10E0722433	
quadruplex	chr2:178414494-178414523		miR-744		Promoter (<=1kb)	Fam217b (+)	PLS (CTCF-bound)@EM10E0722444, pELS (CTCF-bound)@EM10E0722445	
quadruplex	chr2:178414559-178414600		miR-744 (2)		Promoter (<=1kb)	Fam217b (+)	PLS (CTCF-bound)@EM10E0722444, pELS (CTCF-bound)@EM10E0722445	
quadruplex	chr2:178415015-178415049		miR-1306		Promoter (<=1kb)	Fam217b (+)	pELS (CTCF-bound)@EM10E0722445, pELS (CTCF-bound)@EM10E0722446	
quadruplex	chr2:17900370-17900403		miR-101		Distal Intergenic	H2al2a (-)		LTR@RMER17B (-)
quadruplex	chr2:179443502-179443520	miR-551			Promoter (<=1kb)	Cdh4 (+)	pELS (CTCF-bound)@EM10E0722569, pELS@EM10E0722570	
quadruplex	chr2:180057718-180057743	miR-652			Exon	Mtg2 (+)		
quadruplex	chr2:180104168-180104197		miR-199, miR-615, miR-874		Promoter (<=1kb)	Hrh3 (-)	PLS@EM10E0722752, PLS@EM10E0722753	
quadruplex	chr2:180104735-180104773	miR-331			Promoter (<=1kb)	Hrh3 (-)	PLS@EM10E0722753	
quadruplex	chr2:180193623-180193659	miR-874	miR-330, miR-760		Intron	Mir7005 (-)		
quadruplex	chr2:180195114-180195143	miR-140			Intron	Mir7005 (-)		
quadruplex	chr2:180195515-180195534		miR-330, miR-760		Intron	Mir7005 (-)		
quadruplex	chr2:180214734-180214784		miR-296		Intron	Lama5 (-)	dELS@EM10E0722808, dELS@EM10E0722809	
quadruplex	chr2:180385376-180385401	miR-423			Promoter (<=1kb)	B230312C02Rik (-)	pELS@EM10E0722915	
quadruplex	chr2:180385939-180385966		miR-185		Promoter (<=1kb)	B230312C02Rik (-)	PLS@EM10E0722916, PLS@EM10E0722917	LTR@RLTR31D_MM (-)
quadruplex	chr2:180386470-180386491	miR-296	miR-150		Promoter (<=1kb)	B230312C02Rik (-)	pELS@EM10E0722918	
quadruplex	chr2:180500448-180500479	miR-129			Promoter (<=1kb)	Ntsr1 (+)	PLS@EM10E0722998	
quadruplex	chr2:180642314-180642338	miR-615			Promoter (<=1kb)	Tcfl5 (-)		
quadruplex	chr2:180642504-180642530		miR-296		Promoter (<=1kb)	Tcfl5 (-)		
quadruplex	chr2:180893906-180893928		miR-744		Promoter (<=1kb)	Mir124a-3 (+)	pELS@EM10E0723174, PLS@EM10E0723175	
quadruplex	chr2:180894436-180894478	miR-423 (2)			Promoter (<=1kb)	Gm27032 (+)	PLS@EM10E0723175, pELS (CTCF-bound)@EM10E0723176	
quadruplex	chr2:181039295-181039365	miR-185, miR-296			Promoter (<=1kb)	Chrna4 (-)	PLS (CTCF-bound)@EM10E0723218, PLS@EM10E0723219	
quadruplex	chr2:181091407-181091435		miR-874		Intron	Kcnq2 (-)		
quadruplex	chr2:181134443-181134484	miR-423, miR-491			Promoter (<=1kb)	Kcnq2 (-)	pELS@EM10E0723256, pELS@EM10E0723257, pELS@EM10E0723258	
quadruplex	chr2:181135301-181135332		miR-744		Promoter (<=1kb)	Kcnq2 (-)	PLS@EM10E0723259	
quadruplex	chr2:181148275-181148295		miR-331		Intron	Eef1a2 (-)	DNase-H3K4me3@EM10E0723265, DNase-H3K4me3@EM10E0723266	
quadruplex	chr2:181314163-181314190	miR-615			Promoter (<=1kb)	Stmn3 (-)	pELS@EM10E0723334, pELS (CTCF-bound)@EM10E0723335	
quadruplex	chr2:181314300-181314320		miR-1249		Promoter (<=1kb)	Stmn3 (-)	pELS (CTCF-bound)@EM10E0723335	
quadruplex	chr2:181458758-181458800		miR-210		Promoter (<=1kb)	Zbtb46 (-)	pELS@EM10E0723383, pELS (CTCF-bound)@EM10E0723384	
quadruplex	chr2:181671115-181671159	miR-150			Promoter (<=1kb)	Sox18 (-)	pELS (CTCF-bound)@EM10E0723486, pELS (CTCF-bound)@EM10E0723487	
quadruplex	chr2:181896793-181896820	miR-24	miR-125		Promoter (<=1kb)	Gm5466 (+)		
quadruplex	chr2:181898439-181898470	miR-329/362			Promoter (1-2kb)	Gm5466 (+)		
quadruplex	chr2:182012521-182012586	miR-296 (2)			Distal Intergenic	Gm14496 (+)		LTR@MYSERV-int (+)
quadruplex	chr2:182012595-182012666		miR-339		Distal Intergenic	Gm14496 (+)		
quadruplex	chr2:18689848-18689877		miR-491		Distal Intergenic	Spag6 (+)	dELS (CTCF-bound)@EM10E0687074	
quadruplex	chr2:18689992-18690018	miR-532			Distal Intergenic	Spag6 (+)	dELS (CTCF-bound)@EM10E0687074, dELS@EM10E0687075	
quadruplex	chr2:18690565-18690590	miR-328			Distal Intergenic	Spag6 (+)	dELS@EM10E0687076, dELS@EM10E0687077	
quadruplex	chr2:18699372-18699400	miR-133 (2)	miR-485		Promoter (<=1kb)	Spag6 (+)		
quadruplex	chr2:18800433-18800463	miR-744			Promoter (1-2kb)	Carlr (-)	pELS (CTCF-bound)@EM10E0687116, pELS@EM10E0687117	
quadruplex	chr2:19214307-19214351	miR-122, miR-491 (2)			Intron	Armc3 (+)		LINE@L1Md_F2 (+)
quadruplex	chr2:19242006-19242047	miR-329/362			Intron	Armc3 (+)		LINE@L1_Mus1 (-)
quadruplex	chr2:19306291-19306313		miR-491		Intron	4930447M23Rik (+)		LTR@MTEa (-), LTR@MTC (-)
quadruplex	chr2:19431117-19431155	miR-501/502	miR-299, miR-491		Promoter (<=1kb)	Gm13344 (-)	DNase-H3K4me3 (CTCF-bound)@EM10E0687304, pELS (CTCF-bound)@EM10E0687305	
quadruplex	chr2:19431234-19431271	miR-504	miR-409		Promoter (<=1kb)	Gm13344 (-)	DNase-H3K4me3 (CTCF-bound)@EM10E0687304, pELS (CTCF-bound)@EM10E0687305, pELS@EM10E0687306	
quadruplex	chr2:19432052-19432074		miR-491		Promoter (<=1kb)	Gm13344 (-)	pELS@EM10E0687307	
quadruplex	chr2:19862844-19862869		miR-31		Distal Intergenic	Gm44457 (+)		LINE@L3b (+), LINE@L1_Mus3 (-)
quadruplex	chr2:20519752-20519778	miR-296			Promoter (<=1kb)	Etl4 (+)	PLS (CTCF-bound)@EM10E0687444, PLS (CTCF-bound)@EM10E0687445	
quadruplex	chr2:20832379-20832400		miR-365		Distal Intergenic	Arhgap21 (-)		LTR@MTB_Mm (+)
quadruplex	chr2:21007403-21007453	miR-339 (2)			Distal Intergenic	Gm13375 (+)		LTR@MTE-int (-)
quadruplex	chr2:21810160-21810190		miR-532		Intron	Gm24886 (-)		LINE@L1Md_F2 (+)
quadruplex	chr2:21868520-21868567		miR-193		Distal Intergenic	Gm24886 (-)		LINE@L1_Mus1 (-)
quadruplex	chr2:22739485-22739536	miR-532			Distal Intergenic	1700092C17Rik (+)		
quadruplex	chr2:22888732-22888786	miR-874			Distal Intergenic	Pdss1 (+)		LINE@L1_Mus1 (-), LINE@L1_Mur3 (-)
quadruplex	chr2:23404420-23404452	miR-150			Distal Intergenic	Nxph2 (+)		LTR@MLT2B3 (-), LINE@L1_Mus3 (-)
quadruplex	chr2:23602692-23602712	miR-330			Distal Intergenic	Spopl (-)		LINE@Lx2 (-)
quadruplex	chr2:23703244-23703292	miR-328			Distal Intergenic	Sh3d2c-ps1 (+)		LTR@IAPLTR2a (-), LINE@L1Md_A (-)
quadruplex	chr2:23973763-23973794	miR-532			Distal Intergenic	Gm13392 (+)		LINE@Lx (+), LINE@Lx3B (-)
quadruplex	chr2:24173042-24173073	miR-1306, miR-532			Distal Intergenic	Gm13410 (+)		LINE@Lx (-)
quadruplex	chr2:24762660-24762689		miR-423		Promoter (<=1kb)	Cacna1b (-)	pELS@EM10E0688056, pELS@EM10E0688057	
quadruplex	chr2:25186347-25186375	miR-491	miR-339		Distal Intergenic	Gm38287 (-)	dELS (CTCF-bound)@EM10E0688198, dELS (CTCF-bound)@EM10E0688199	
quadruplex	chr2:25242529-25242555	miR-423	miR-532		Promoter (<=1kb)	Cysrt1 (-)	pELS@EM10E0688244, PLS@EM10E0688245	
quadruplex	chr2:25292176-25292203	miR-744	miR-339		Promoter (<=1kb)	Grin1os (+)	pELS@EM10E0688285, pELS@EM10E0688286	
quadruplex	chr2:25292334-25292363	miR-423			Promoter (1-2kb)	Grin1os (+)	pELS@EM10E0688285, pELS@EM10E0688286	
quadruplex	chr2:25292538-25292571	miR-125, miR-874			Promoter (1-2kb)	Grin1os (+)	pELS@EM10E0688286	
quadruplex	chr2:25295266-25295285	miR-10, miR-204/211, miR-339			Promoter (1-2kb)	Grin1 (-)		
quadruplex	chr2:25311127-25311157		miR-504		Exon	Grin1 (-)		
quadruplex	chr2:25439736-25439767		miR-532		Promoter (1-2kb)	Abca2 (+)		LTR@RMER13A (-)
quadruplex	chr2:25576933-25576955		miR-615		Promoter (1-2kb)	Phpt1 (-)		
quadruplex	chr2:25578783-25578826		miR-504		Promoter (1-2kb)	Ajm1 (-)	pELS@EM10E0688434, pELS@EM10E0688435, pELS@EM10E0688436	
quadruplex	chr2:25579992-25580020	miR-129			Promoter (<=1kb)	Ajm1 (-)	PLS@EM10E0688438, pELS (CTCF-bound)@EM10E0688439	
quadruplex	chr2:25616461-25616502	miR-423	miR-296		Promoter (<=1kb)	Fcnaos (+)		
quadruplex	chr2:25616948-25616976	miR-744			Promoter (<=1kb)	Ccdc183 (-)		
quadruplex	chr2:25847252-25847275		miR-138		Promoter (<=1kb)	Sohlh1 (-)		
quadruplex	chr2:25903690-25903713	miR-744	miR-296		Promoter (<=1kb)	Kcnt1 (+)		
quadruplex	chr2:26122449-26122475	miR-330, miR-760			Promoter (<=1kb)	Nacc2 (-)	pELS@EM10E0688577, PLS@EM10E0688578	
quadruplex	chr2:26201215-26201246		miR-296		Promoter (1-2kb)	Lhx3 (-)		
quadruplex	chr2:26206612-26206648	miR-744 (2)			Promoter (<=1kb)	Lhx3 (-)		
quadruplex	chr2:26628730-26628778	miR-423			Promoter (<=1kb)	Dipk1b (+)	PLS@EM10E0688910, pELS@EM10E0688911	
quadruplex	chr2:26681075-26681100		miR-185		Distal Intergenic	Lcn4 (-)		LTR@RMER17A2 (+)
quadruplex	chr2:27142596-27142623	miR-1306			Promoter (<=1kb)	Fam163b (-)	PLS@EM10E0689062, pELS@EM10E0689063	
quadruplex	chr2:27496039-27496063		miR-328		Intron	Brd3 (-)		LTR@MURVY-int (+)
quadruplex	chr2:27676908-27676931		miR-744		Promoter (<=1kb)	Rxra (+)	PLS@EM10E0689334	
quadruplex	chr2:27677349-27677375	miR-296			Promoter (<=1kb)	Rxra (+)	PLS@EM10E0689334, pELS@EM10E0689335	
quadruplex	chr2:27677483-27677519	miR-744			Promoter (<=1kb)	Rxra (+)	pELS@EM10E0689335	
quadruplex	chr2:27699516-27699543	miR-33	miR-129, miR-296		Intron	Rxra (+)	dELS (CTCF-bound)@EM10E0689363	
quadruplex	chr2:27719763-27719789	miR-744			Promoter (1-2kb)	Rxra (+)		
quadruplex	chr2:27858626-27858651	miR-296			Distal Intergenic	Col5a1 (+)	dELS@EM10E0689451, dELS (CTCF-bound)@EM10E0689452	
quadruplex	chr2:27886254-27886287		miR-491		Promoter (<=1kb)	Col5a1 (+)	pELS (CTCF-bound)@EM10E0689464, PLS (CTCF-bound)@EM10E0689465	
quadruplex	chr2:28184051-28184101	miR-1251	miR-296 (3)		Distal Intergenic	Olfm1 (+)		
quadruplex	chr2:28184121-28184173	miR-1251 (2)	miR-296		Distal Intergenic	Olfm1 (+)		
quadruplex	chr2:28184181-28184275		miR-296		Distal Intergenic	Olfm1 (+)		
quadruplex	chr2:28184345-28184375	miR-1251	miR-296		Distal Intergenic	Olfm1 (+)		
quadruplex	chr2:28184481-28184533	miR-1251 (2)	miR-296		Distal Intergenic	Olfm1 (+)		
quadruplex	chr2:28193142-28193170		miR-744		Promoter (<=1kb)	Olfm1 (+)	PLS (CTCF-bound)@EM10E0689580, pELS@EM10E0689581	
quadruplex	chr2:28291405-28291432	miR-185			Distal Intergenic	Gm13373 (-)		LTR@RMER17C2 (-)
quadruplex	chr2:28413315-28413345	miR-10, miR-150, miR-339			Distal Intergenic	Ppp1r26 (+)	dELS@EM10E0689651	
quadruplex	chr2:28447046-28447062	miR-744			Promoter (<=1kb)	Ppp1r26 (+)	pELS@EM10E0689662, pELS@EM10E0689663	
quadruplex	chr2:28447102-28447132	miR-744	miR-22		Promoter (<=1kb)	Ppp1r26 (+)	pELS@EM10E0689663	
quadruplex	chr2:28450813-28450846	miR-296, miR-615	miR-296	miR-296	Promoter (2-3kb)	Ppp1r26 (+)		
quadruplex	chr2:28513216-28513244	miR-744			Promoter (<=1kb)	Ralgds (+)	PLS@EM10E0689687, pELS (CTCF-bound)@EM10E0689688	
quadruplex	chr2:28915700-28915731		miR-491		Promoter (<=1kb)	Barhl1 (-)	pELS@EM10E0689873, pELS@EM10E0689874	
quadruplex	chr2:28915759-28915796		miR-140		Promoter (<=1kb)	Barhl1 (-)	pELS@EM10E0689873, pELS@EM10E0689874	
quadruplex	chr2:30472746-30472780	miR-744	miR-296, miR-504, miR-744	miR-744	Promoter (1-2kb)	Ier5l (-)	pELS@EM10E0690574	
quadruplex	chr2:30725188-30725211		miR-99/100		Distal Intergenic	Mir3089 (+)	dELS@EM10E0690738	
quadruplex	chr2:30725913-30725956	miR-532			Distal Intergenic	Mir3089 (+)	dELS (CTCF-bound)@EM10E0690739	
quadruplex	chr2:30795504-30795546	miR-133, miR-873			Promoter (1-2kb)	1700001O22Rik (-)		LTR@RLTR13C3 (+)
quadruplex	chr2:30845997-30846025	miR-491			Promoter (<=1kb)	Prrx2 (+)	pELS (CTCF-bound)@EM10E0690825	
quadruplex	chr2:3118325-3118350	miR-744, miR-873			Promoter (<=1kb)	Fam171a1 (+)	pELS (CTCF-bound)@EM10E0684445, PLS (CTCF-bound)@EM10E0684446, PLS (CTCF-bound)@EM10E0684447	
quadruplex	chr2:3119148-3119180		miR-504		Promoter (<=1kb)	Fam171a1 (+)	pELS@EM10E0684449	
quadruplex	chr2:31246100-31246124	miR-551			Promoter (<=1kb)	Ncs1 (+)	PLS (CTCF-bound)@EM10E0691078, pELS (CTCF-bound)@EM10E0691079	
quadruplex	chr2:31246293-31246325	miR-1249			Promoter (<=1kb)	Ncs1 (+)	pELS (CTCF-bound)@EM10E0691079, pELS (CTCF-bound)@EM10E0691080	
quadruplex	chr2:31274993-31275042		miR-491		Intron	Ncs1 (+)		
quadruplex	chr2:31361078-31361121		miR-1306, miR-339		Intron	Hmcn2 (+)		LTR@ORR1D1 (-)
quadruplex	chr2:31380205-31380234		miR-296		Exon	Hmcn2 (+)		
quadruplex	chr2:31407652-31407679	miR-485	miR-339		Intron	Hmcn2 (+)		LTR@ORR1B1 (-)
quadruplex	chr2:31433523-31433553		miR-1306		Intron	Hmcn2 (+)		
quadruplex	chr2:31462407-31462430	miR-330	miR-551		Distal Intergenic	Hmcn2 (+)		LINE@L2a (-)
quadruplex	chr2:31462447-31462518	miR-504			Distal Intergenic	Ass1 (+)		LINE@L2a (-)
quadruplex	chr2:31635075-31635121		miR-99/100		Exon	Prdm12 (+)	DNase-H3K4me3@EM10E0691222	
quadruplex	chr2:31636158-31636176	miR-423			Exon	Prdm12 (+)	dELS@EM10E0691225, dELS@EM10E0691226	
quadruplex	chr2:31637991-31638028	miR-133 (2)			Promoter (2-3kb)	Prdm12 (+)	dELS (CTCF-bound)@EM10E0691230, dELS (CTCF-bound)@EM10E0691231	
quadruplex	chr2:31823405-31823438	miR-296			Intron	Qrfp (-)	dELS@EM10E0691325	
quadruplex	chr2:32084377-32084409	miR-491			Promoter (<=1kb)	Fam78a (-)	pELS (CTCF-bound)@EM10E0691453	
quadruplex	chr2:32312618-32312642	miR-296			Promoter (<=1kb)	Dnm1 (-)	dELS@EM10E0691607, dELS (CTCF-bound)@EM10E0691608	
quadruplex	chr2:32312635-32312670	miR-296			Promoter (<=1kb)	Dnm1 (-)	dELS@EM10E0691607, dELS (CTCF-bound)@EM10E0691608	
quadruplex	chr2:32318253-32318299		miR-423		Promoter (<=1kb)	Gm23363 (+)	PLS (CTCF-bound)@EM10E0691615	
quadruplex	chr2:32318630-32318668		miR-455		Promoter (<=1kb)	Mir199b (+)	pELS@EM10E0691616	
quadruplex	chr2:32646853-32646899	miR-127			Promoter (<=1kb)	Eng (+)	PLS@EM10E0691876	
quadruplex	chr2:32741425-32741453		miR-744		Promoter (<=1kb)	Sh2d3c (+)	pELS@EM10E0691951, pELS (CTCF-bound)@EM10E0691952	
quadruplex	chr2:32922817-32922850		miR-330		Promoter (1-2kb)	Fam129b (+)		
quadruplex	chr2:33130540-33130563		miR-615		Promoter (<=1kb)	Garnl3 (-)	pELS@EM10E0692159	
quadruplex	chr2:33130605-33130627		miR-744		Promoter (<=1kb)	Garnl3 (-)	pELS@EM10E0692159	
quadruplex	chr2:33370806-33370837		miR-744		Promoter (<=1kb)	Ralgps1 (-)	pELS@EM10E0692282, pELS@EM10E0692283, pELS@EM10E0692284	
quadruplex	chr2:33547308-33547332	miR-1306			Distal Intergenic	Gm13530 (+)	dELS@EM10E0692362	
quadruplex	chr2:33565014-33565052	miR-34/449			Intron	Gm38011 (+)		
quadruplex	chr2:33565292-33565319	miR-133, miR-331	miR-423		Intron	Gm38011 (+)		
quadruplex	chr2:33642430-33642459		miR-615		Promoter (1-2kb)	C130021I20Rik (+)	pELS@EM10E0692433, pELS@EM10E0692434	
quadruplex	chr2:33736256-33736284	miR-330			Intron	9430024E24Rik (-)		
quadruplex	chr2:33887270-33887301		miR-7		Promoter (<=1kb)	Mvb12b (-)	pELS@EM10E0692612, pELS@EM10E0692613	
quadruplex	chr2:33887603-33887638		miR-140		Promoter (<=1kb)	Mvb12b (-)	pELS@EM10E0692613, PLS@EM10E0692614	
quadruplex	chr2:33977870-33977908		miR-423		Promoter (<=1kb)	Gm13404 (+)		
quadruplex	chr2:34145808-34145843	miR-328 (3)	miR-140 (4)		Distal Intergenic	Gm38389 (-)		
quadruplex	chr2:34145908-34145935	miR-328 (2)	miR-140 (3)		Distal Intergenic	Gm38389 (-)		
quadruplex	chr2:34668757-34668780	miR-504	miR-532		Distal Intergenic	Gapvd1 (-)	dELS@EM10E0692815	
quadruplex	chr2:35282742-35282775		miR-665		Promoter (<=1kb)	Gsn (+)		
quadruplex	chr2:35558753-35558805	miR-874	miR-346		Promoter (<=1kb)	Gm13446 (-)	pELS@EM10E0693259	
quadruplex	chr2:35582734-35582769		miR-296, miR-423		Promoter (<=1kb)	Dab2ip (+)	PLS@EM10E0693268, PLS@EM10E0693269	
quadruplex	chr2:35621931-35621956	miR-296	miR-485		Promoter (<=1kb)	Dab2ip (+)	PLS@EM10E0693305	
quadruplex	chr2:35661181-35661204		miR-615		Promoter (<=1kb)	Dab2ip (+)	dELS@EM10E0693330, dELS@EM10E0693331	
quadruplex	chr2:35662799-35662824	miR-532	miR-299, miR-874		Promoter (1-2kb)	Dab2ip (+)	dELS@EM10E0693334	
quadruplex	chr2:36011762-36011799	miR-129			Distal Intergenic	Ttll11 (-)	dELS (CTCF-bound)@EM10E0693469	
quadruplex	chr2:36105207-36105235	miR-423	miR-615		Promoter (<=1kb)	Lhx6 (-)	PLS (CTCF-bound)@EM10E0693513, PLS@EM10E0693514, PLS@EM10E0693515	
quadruplex	chr2:36674292-36674358	miR-328			Distal Intergenic	Olfr346 (+)		LINE@L1Md_T (-)
quadruplex	chr2:37776190-37776214	miR-744			Promoter (<=1kb)	Crb2 (+)	PLS@EM10E0693703	
quadruplex	chr2:37789986-37790018		miR-504		Promoter (1-2kb)	Crb2 (+)		
quadruplex	chr2:38339510-38339542	miR-125			Promoter (<=1kb)	Lhx2 (+)	PLS@EM10E0693848, pELS@EM10E0693849	
quadruplex	chr2:38339577-38339622	miR-133, miR-331	miR-423		Promoter (<=1kb)	Lhx2 (+)	PLS@EM10E0693848, pELS@EM10E0693849	
quadruplex	chr2:38339733-38339767	miR-328			Promoter (<=1kb)	Lhx2 (+)	PLS@EM10E0693848, pELS@EM10E0693849, pELS@EM10E0693850	
quadruplex	chr2:38351493-38351536	miR-758			Promoter (<=1kb)	Lhx2 (+)	pELS@EM10E0693870, pELS@EM10E0693871	
quadruplex	chr2:38356847-38356891		miR-329/362		Intron	Lhx2 (+)	dELS@EM10E0693885, dELS@EM10E0693886	
quadruplex	chr2:38357852-38357889		miR-34/449		Intron	Lhx2 (+)	dELS@EM10E0693888, dELS@EM10E0693889	
quadruplex	chr2:38689014-38689061		miR-214		Distal Intergenic	Adgrd2-ps (+)	dELS (CTCF-bound)@EM10E0694030	
quadruplex	chr2:39421237-39421262		miR-665		Distal Intergenic	Gm13506 (+)		LTR@MMERVK9E_I-int (+)
quadruplex	chr2:39667900-39667938		miR-185		Distal Intergenic	Gm43944 (-)		LINE@L1Md_F (-), LINE@L1Md_F2 (-)
quadruplex	chr2:39849728-39849784		miR-328		Distal Intergenic	Gm43970 (+)		LINE@L1_Mus1 (+), LINE@L1_Mus1 (+)
quadruplex	chr2:4005965-4006001		miR-329/362		Distal Intergenic	Frmd4a (+)		LINE@L1Md_F2 (-)
