Flipon	Coordinates	Gene Name	Gene Strand	Gene Feature
z-dna	chr17:15159793-15159817	Gm35455	+	Intron
z-dna	chr17:15257215-15257313	Gm5091	-	Distal Intergenic
z-dna	chr17:15374639-15374662	Dll1	-	Promoter (<=1kb)
z-dna	chr17:15375003-15375022	Dll1	-	Promoter (<=1kb)
z-dna	chr17:15375727-15375744	Dll1	-	Promoter (<=1kb)
z-dna	chr17:15375952-15375967	Dll1	-	Promoter (<=1kb)
z-dna	chr17:15380933-15380949	Dll1	-	Distal Intergenic
z-dna	chr17:15779361-15779399	Chd1	+	Distal Intergenic
z-dna	chr17:15825832-15825855	Rgmb	-	Promoter (<=1kb)
z-dna	chr17:15826195-15826211	Rgmb	-	Promoter (<=1kb)
z-dna	chr17:15826244-15826259	Rgmb	-	Promoter (<=1kb)
z-dna	chr17:15831191-15831206	Rgmb	-	Promoter (<=1kb)
z-dna	chr17:15831376-15831391	Rgmb	-	Promoter (<=1kb)
z-dna	chr17:16065832-16065852	Gm49778	+	Distal Intergenic
z-dna	chr17:16240881-16240899	Gm49777	-	Distal Intergenic
z-dna	chr17:16713053-16713072	Gm7477	+	Distal Intergenic
z-dna	chr17:16723177-16723190	Gm7477	+	Distal Intergenic
z-dna	chr17:17827457-17827511	Spaca6	+	Promoter (<=1kb)
z-dna	chr17:17907143-17907158	Gm7531	-	Promoter (<=1kb)
z-dna	chr17:18119884-18119898	Vmn2r92	+	Intron
z-dna	chr17:18236940-18236956	Vmn2r94	-	Distal Intergenic
z-dna	chr17:18237110-18237123	Vmn2r94	-	Distal Intergenic
z-dna	chr17:18380875-18380892	Vmn2r95	+	Distal Intergenic
z-dna	chr17:18497523-18497537	Vmn2r-ps114	+	Distal Intergenic
z-dna	chr17:18566300-18566313	Vmn2r96	+	Distal Intergenic
z-dna	chr17:18744613-18744631	Vmn2r-ps116	+	Distal Intergenic
z-dna	chr17:18872663-18872677	Vmn2r97	+	Distal Intergenic
z-dna	chr17:19100953-19100979	Vmn2r127	+	Distal Intergenic
z-dna	chr17:19118038-19118055	Vmn2r127	+	Distal Intergenic
z-dna	chr17:19327747-19327761	Vmn2r99	+	Intron
z-dna	chr17:19703820-19703835	Vmn2r-ps122	+	3' UTR
z-dna	chr17:19918825-19918839	Vmn2r-ps124	+	Distal Intergenic
z-dna	chr17:19930035-19930050	Vmn2r-ps124	+	Distal Intergenic
z-dna	chr17:20022337-20022360	Vmn2r104	-	Distal Intergenic
z-dna	chr17:20657382-20657401	Gm5492	+	Distal Intergenic
z-dna	chr17:20705627-20705640	Vmn1r226	+	Distal Intergenic
z-dna	chr17:20908732-20908749	Vmn1r231	-	Intron
z-dna	chr17:20908960-20908975	Vmn1r231	-	Intron
z-dna	chr17:21220688-21220702	Vmn1r-ps147	-	Distal Intergenic
z-dna	chr17:21252776-21252793	Vmn1r235	+	Distal Intergenic
z-dna	chr17:21335818-21335875	Vmn1r-ps150	-	Distal Intergenic
z-dna	chr17:21613988-21614004	Gm49954	+	Promoter (<=1kb)
z-dna	chr17:22081067-22081080	Gm7818	-	Distal Intergenic
z-dna	chr17:22081117-22081132	Gm7818	-	Distal Intergenic
z-dna	chr17:22081186-22081201	Gm7818	-	Distal Intergenic
z-dna	chr17:22081368-22081403	Gm7818	-	Distal Intergenic
z-dna	chr17:22087783-22087799	Gm7818	-	Distal Intergenic
z-dna	chr17:22488808-22488821	Gm49956	+	Promoter (2-3kb)
z-dna	chr17:22692280-22692297	Gm9805	+	Distal Intergenic
z-dna	chr17:22876659-22876672	Gm32892	+	Distal Intergenic
z-dna	chr17:23283220-23283233	Vmn2r-ps133	-	Distal Intergenic
z-dna	chr17:23412416-23412432	Gm49952	+	Distal Intergenic
z-dna	chr17:23576304-23576321	Gm49092	-	Promoter (2-3kb)
z-dna	chr17:23576393-23576406	Gm49092	-	Promoter (2-3kb)
z-dna	chr17:23576724-23576742	Gm49092	-	Exon
z-dna	chr17:23644623-23644640	Mmp25	-	Promoter (<=1kb)
z-dna	chr17:23660838-23660857	Bicdl2	+	Promoter (<=1kb)
z-dna	chr17:23682907-23682920	Cldn9	-	Promoter (1-2kb)
z-dna	chr17:23740178-23740197	Paqr4	-	Promoter (<=1kb)
z-dna	chr17:23742184-23742199	9530082P21Rik	+	Promoter (1-2kb)
z-dna	chr17:23742632-23742647	9530082P21Rik	+	Promoter (<=1kb)
z-dna	chr17:23746147-23746163	Kremen2	-	Promoter (<=1kb)
z-dna	chr17:23868032-23868045	Prss21	+	Promoter (<=1kb)
z-dna	chr17:23868092-23868110	Prss21	+	Promoter (<=1kb)
z-dna	chr17:23892611-23892624	Gm50058	-	Promoter (<=1kb)
z-dna	chr17:23910659-23910678	Gm50059	-	Promoter (1-2kb)
z-dna	chr17:24206918-24206934	Tbc1d24	-	Promoter (1-2kb)
z-dna	chr17:24207252-24207265	Ntn3	-	Promoter (1-2kb)
z-dna	chr17:24207899-24207916	Ntn3	-	Promoter (<=1kb)
z-dna	chr17:24208941-24208956	BC028777	+	Promoter (<=1kb)
z-dna	chr17:24460494-24460509	E4f1	-	Intron
z-dna	chr17:24488576-24488591	Caskin1	+	Promoter (<=1kb)
z-dna	chr17:24488600-24488615	Caskin1	+	Promoter (<=1kb)
z-dna	chr17:24489071-24489094	Caskin1	+	Promoter (<=1kb)
z-dna	chr17:24501461-24501500	Caskin1	+	Promoter (<=1kb)
z-dna	chr17:24501535-24501550	Caskin1	+	Promoter (<=1kb)
z-dna	chr17:24506754-24506767	Traf7	-	Exon
z-dna	chr17:24550623-24550638	Pkd1	+	Promoter (<=1kb)
z-dna	chr17:24605844-24605857	Tsc2	-	Promoter (<=1kb)
z-dna	chr17:24658424-24658437	Npw	-	Promoter (<=1kb)
z-dna	chr17:24689547-24689562	Syngr3	-	Promoter (<=1kb)
z-dna	chr17:24689933-24689950	Syngr3	-	Promoter (<=1kb)
z-dna	chr17:24689953-24689971	Syngr3	-	Promoter (<=1kb)
z-dna	chr17:24874362-24874382	Igfals	+	Intron
z-dna	chr17:25255930-25255948	Baiap3	-	Promoter (<=1kb)
z-dna	chr17:25256259-25256277	Baiap3	-	Promoter (<=1kb)
z-dna	chr17:25358512-25358562	Tpsb2	+	Distal Intergenic
z-dna	chr17:25380255-25380274	Cacna1h	-	Promoter (<=1kb)
z-dna	chr17:25380531-25380548	Cacna1h	-	Promoter (<=1kb)
z-dna	chr17:25381527-25381543	Cacna1h	-	Promoter (<=1kb)
z-dna	chr17:25382490-25382507	Cacna1h	-	Promoter (1-2kb)
z-dna	chr17:25384295-25384313	Cacna1h	-	Exon
z-dna	chr17:25391047-25391085	Cacna1h	-	Promoter (1-2kb)
z-dna	chr17:25392293-25392306	Cacna1h	-	Promoter (2-3kb)
z-dna	chr17:25397914-25397927	Cacna1h	-	Intron
z-dna	chr17:25433441-25433458	Cacna1h	-	Promoter (<=1kb)
z-dna	chr17:25433679-25433694	Cacna1h	-	Promoter (<=1kb)
z-dna	chr17:25433749-25433765	Cacna1h	-	Promoter (<=1kb)
z-dna	chr17:25434272-25434287	Cacna1h	-	Promoter (<=1kb)
z-dna	chr17:25434332-25434347	Cacna1h	-	Promoter (<=1kb)
z-dna	chr17:25456714-25456729	Tekt4	+	Promoter (2-3kb)
z-dna	chr17:25456731-25456749	Tekt4	+	Promoter (2-3kb)
z-dna	chr17:25496837-25496850	Sstr5	-	Promoter (<=1kb)
z-dna	chr17:25518397-25518412	Gm33727	+	Promoter (<=1kb)
z-dna	chr17:25556391-25556430	Gm50026	-	Intron
z-dna	chr17:25570261-25570276	Sox8	-	Promoter (<=1kb)
z-dna	chr17:25570524-25570541	Sox8	-	Promoter (<=1kb)
z-dna	chr17:25717476-25717525	Gng13	+	Promoter (<=1kb)
z-dna	chr17:25717651-25717676	Gng13	+	Promoter (<=1kb)
z-dna	chr17:25721359-25721374	Chtf18	-	Promoter (<=1kb)
z-dna	chr17:25808571-25808591	Fbxl16	+	Promoter (<=1kb)
z-dna	chr17:25808865-25808881	Fbxl16	+	Promoter (<=1kb)
z-dna	chr17:25808974-25808995	Fbxl16	+	Promoter (<=1kb)
z-dna	chr17:25809011-25809029	Fbxl16	+	Promoter (<=1kb)
z-dna	chr17:25809389-25809413	Fbxl16	+	Promoter (<=1kb)
z-dna	chr17:25813484-25813503	Fbxl16	+	Promoter (2-3kb)
z-dna	chr17:25819714-25819738	Fbxl16	+	Promoter (1-2kb)
z-dna	chr17:25819768-25819783	Fbxl16	+	Promoter (1-2kb)
z-dna	chr17:25919236-25919249	Gm16278	+	Promoter (<=1kb)
z-dna	chr17:25951864-25951882	D630044L22Rik	+	Promoter (<=1kb)
z-dna	chr17:25952058-25952076	A930017K11Rik	-	Promoter (<=1kb)
z-dna	chr17:25955228-25955243	A930017K11Rik	-	Promoter (2-3kb)
z-dna	chr17:25955245-25955260	A930017K11Rik	-	Promoter (2-3kb)
z-dna	chr17:26201033-26201051	Arhgdig	-	Promoter (<=1kb)
z-dna	chr17:26201241-26201267	Arhgdig	-	Promoter (<=1kb)
z-dna	chr17:26320713-26320726	Gm50015	-	Promoter (1-2kb)
z-dna	chr17:26320743-26320756	Gm50015	-	Promoter (1-2kb)
z-dna	chr17:26414672-26414690	Neurl1b	+	Promoter (<=1kb)
z-dna	chr17:26414789-26414824	Neurl1b	+	Promoter (<=1kb)
z-dna	chr17:26415307-26415320	Neurl1b	+	Promoter (<=1kb)
z-dna	chr17:26415334-26415360	Neurl1b	+	Promoter (<=1kb)
z-dna	chr17:26415489-26415505	Neurl1b	+	Promoter (<=1kb)
z-dna	chr17:26415855-26415889	Neurl1b	+	Promoter (<=1kb)
z-dna	chr17:26438911-26438928	Neurl1b	+	Exon
z-dna	chr17:26438954-26438969	Neurl1b	+	Exon
z-dna	chr17:26438983-26438996	Neurl1b	+	Exon
z-dna	chr17:26838654-26838672	Nkx2-5	-	Promoter (2-3kb)
z-dna	chr17:26839337-26839356	Nkx2-5	-	Promoter (2-3kb)
z-dna	chr17:26839571-26839588	Nkx2-5	-	Promoter (1-2kb)
z-dna	chr17:26839633-26839648	Nkx2-5	-	Promoter (1-2kb)
z-dna	chr17:26841141-26841158	Nkx2-5	-	Promoter (<=1kb)
z-dna	chr17:26841443-26841465	Nkx2-5	-	Promoter (<=1kb)
z-dna	chr17:26850883-26850900	Nkx2-5	-	Distal Intergenic
z-dna	chr17:26909426-26909441	Kifc5b	+	Intron
z-dna	chr17:26948872-26948933	Mir3083	-	Promoter (<=1kb)
z-dna	chr17:26949092-26949111	Mir3083	-	Promoter (<=1kb)
z-dna	chr17:26949201-26949219	Mir3083	-	Promoter (1-2kb)
z-dna	chr17:27038754-27038773	Ggnbp1	+	Distal Intergenic
z-dna	chr17:27288475-27288491	Mir7214	-	Distal Intergenic
z-dna	chr17:27290242-27290258	Mir7214	-	Distal Intergenic
z-dna	chr17:27385911-27385932	Gm49796	+	Distal Intergenic
z-dna	chr17:27436460-27436484	Gm49789	+	Promoter (1-2kb)
z-dna	chr17:27436520-27436538	Gm49789	+	Promoter (<=1kb)
z-dna	chr17:27436546-27436562	Gm49789	+	Promoter (<=1kb)
z-dna	chr17:27511725-27511740	Grm4	-	Promoter (1-2kb)
z-dna	chr17:27512081-27512098	Grm4	-	Promoter (1-2kb)
z-dna	chr17:27512152-27512173	Grm4	-	Promoter (1-2kb)
z-dna	chr17:27513276-27513289	Grm4	-	Promoter (<=1kb)
z-dna	chr17:27513349-27513366	Grm4	-	Promoter (<=1kb)
z-dna	chr17:27520792-27520805	Grm4	-	Promoter (<=1kb)
z-dna	chr17:27549411-27549426	Gm49773	+	Exon
z-dna	chr17:27734699-27734744	Gm15458	+	Promoter (<=1kb)
z-dna	chr17:27989023-27989041	Gm49802	+	Intron
z-dna	chr17:28080098-28080116	Tcp11	-	Promoter (<=1kb)
z-dna	chr17:28141687-28141706	Scube3	+	Promoter (<=1kb)
z-dna	chr17:28141726-28141750	Scube3	+	Promoter (<=1kb)
z-dna	chr17:28141972-28141998	Scube3	+	Promoter (<=1kb)
z-dna	chr17:28142292-28142307	Scube3	+	Promoter (<=1kb)
z-dna	chr17:28142380-28142396	Scube3	+	Promoter (<=1kb)
z-dna	chr17:28142569-28142588	Scube3	+	Promoter (<=1kb)
z-dna	chr17:28146212-28146229	Scube3	+	Intron
z-dna	chr17:28146239-28146287	Scube3	+	Intron
z-dna	chr17:28146493-28146516	Scube3	+	Intron
z-dna	chr17:28166135-28166152	Scube3	+	Promoter (<=1kb)
z-dna	chr17:28201113-28201133	Zfp523	+	Promoter (<=1kb)
z-dna	chr17:28201328-28201353	Zfp523	+	Promoter (<=1kb)
z-dna	chr17:28202194-28202207	Zfp523	+	Promoter (<=1kb)
z-dna	chr17:28202279-28202292	Zfp523	+	Promoter (<=1kb)
z-dna	chr17:28341146-28341162	Tead3	-	Intron
z-dna	chr17:28345231-28345246	Tead3	-	Intron
z-dna	chr17:28350127-28350146	Tead3	-	Promoter (<=1kb)
z-dna	chr17:28350200-28350223	Tead3	-	Promoter (<=1kb)
z-dna	chr17:28350321-28350336	Tead3	-	Promoter (<=1kb)
z-dna	chr17:28350566-28350583	Tead3	-	Promoter (<=1kb)
z-dna	chr17:28351161-28351179	Tead3	-	Promoter (<=1kb)
z-dna	chr17:28364441-28364475	Tulp1	-	Promoter (<=1kb)
z-dna	chr17:28509469-28509498	Fkbp5	-	Promoter (1-2kb)
z-dna	chr17:28509523-28509540	Fkbp5	-	Promoter (1-2kb)
z-dna	chr17:28770213-28770230	Mapk13	+	Promoter (<=1kb)
z-dna	chr17:28859199-28859246	Pnpla1os	-	Promoter (<=1kb)
z-dna	chr17:28892109-28892126	1700030A11Rik	+	Distal Intergenic
z-dna	chr17:28913601-28913629	Bnip5	-	Promoter (1-2kb)
z-dna	chr17:29147237-29147252	Rab44	+	Promoter (1-2kb)
z-dna	chr17:29159025-29159043	Cpne5	-	Promoter (<=1kb)
z-dna	chr17:29159101-29159122	Cpne5	-	Promoter (<=1kb)
z-dna	chr17:29193523-29193539	Cpne5	-	Intron
z-dna	chr17:29193561-29193615	Cpne5	-	Intron
z-dna	chr17:29210728-29210766	Gm50054	+	Intron
z-dna	chr17:29210777-29210872	Gm50054	+	Intron
z-dna	chr17:29210878-29210892	Gm50054	+	Intron
z-dna	chr17:29210904-29210925	Gm50054	+	Intron
z-dna	chr17:29211467-29211486	Gm50054	+	Intron
z-dna	chr17:29238102-29238123	Cpne5	-	Promoter (<=1kb)
z-dna	chr17:29238125-29238138	Cpne5	-	Promoter (<=1kb)
z-dna	chr17:29238217-29238255	Cpne5	-	Promoter (<=1kb)
z-dna	chr17:29238313-29238333	Cpne5	-	Promoter (<=1kb)
z-dna	chr17:29238450-29238465	Cpne5	-	Promoter (<=1kb)
z-dna	chr17:29315488-29315551	Pi16	+	Promoter (2-3kb)
z-dna	chr17:29322601-29322614	Gm46603	-	Promoter (<=1kb)
z-dna	chr17:29322667-29322682	Gm46603	-	Promoter (<=1kb)
z-dna	chr17:29796762-29796775	Gm50016	-	Distal Intergenic
z-dna	chr17:29806288-29806301	Gm50016	-	Distal Intergenic
z-dna	chr17:29832101-29832118	Mdga1	-	3' UTR
z-dna	chr17:29852514-29852532	Mdga1	-	Promoter (1-2kb)
z-dna	chr17:29874432-29874467	Mdga1	-	Intron
z-dna	chr17:29874869-29874894	Mdga1	-	Intron
z-dna	chr17:29886765-29886780	Mdga1	-	Promoter (<=1kb)
z-dna	chr17:29887370-29887385	Mdga1	-	Promoter (<=1kb)
z-dna	chr17:29889065-29889083	Mdga1	-	Promoter (<=1kb)
z-dna	chr17:30221940-30221959	Zfand3	+	Intron
z-dna	chr17:30705664-30705682	Dnah8	+	Intron
z-dna	chr17:30918387-30918466	Gm50252	-	Intron
z-dna	chr17:30918660-30918681	Gm50252	-	Intron
z-dna	chr17:30918698-30918748	Gm50252	-	Intron
z-dna	chr17:30919748-30919780	Gm50252	-	Intron
z-dna	chr17:30919783-30919823	Gm50252	-	Intron
z-dna	chr17:30919837-30919883	Gm50252	-	Intron
z-dna	chr17:31026639-31026697	Umodl1	+	Distal Intergenic
z-dna	chr17:31026881-31026896	Umodl1	+	Distal Intergenic
z-dna	chr17:31386275-31386288	Pde9a	+	Promoter (<=1kb)
z-dna	chr17:31604910-31604925	Pknox1	+	Promoter (2-3kb)
z-dna	chr17:31637006-31637019	Cbs	-	Promoter (<=1kb)
z-dna	chr17:31637041-31637059	Cbs	-	Promoter (<=1kb)
z-dna	chr17:31766990-31767007	Gm49999	+	Distal Intergenic
z-dna	chr17:31819050-31819070	Gm49999	+	Distal Intergenic
z-dna	chr17:31819270-31819291	Gm49999	+	Distal Intergenic
z-dna	chr17:31900864-31900879	Gm50000	-	Promoter (1-2kb)
z-dna	chr17:32094337-32094356	Pdxk-ps	-	Promoter (2-3kb)
z-dna	chr17:32100035-32100050	Pdxk-ps	-	Promoter (<=1kb)
z-dna	chr17:32114157-32114177	Gm17276	+	Promoter (<=1kb)
z-dna	chr17:32143553-32143568	Notch3	-	Exon
z-dna	chr17:32146949-32146967	Notch3	-	Intron
z-dna	chr17:32166715-32166730	Notch3	-	Promoter (<=1kb)
z-dna	chr17:32396368-32396383	Rasal3	-	Promoter (<=1kb)
z-dna	chr17:32396434-32396456	Rasal3	-	Promoter (<=1kb)
z-dna	chr17:32396497-32396512	Rasal3	-	Promoter (<=1kb)
z-dna	chr17:32396586-32396604	Rasal3	-	Promoter (<=1kb)
z-dna	chr17:32476666-32476679	Cyp4f39	+	Promoter (1-2kb)
z-dna	chr17:32702905-32702918	Cyp4f15	+	Exon
z-dna	chr17:32718242-32718259	Gm6452	+	Distal Intergenic
z-dna	chr17:32905505-32905520	Cyp4f14	-	Exon
z-dna	chr17:32905549-32905562	Cyp4f14	-	Exon
z-dna	chr17:33035871-33035887	Zfp763	-	Promoter (2-3kb)
z-dna	chr17:33618509-33618524	Zfp414	+	Distal Intergenic
z-dna	chr17:34013943-34013959	Gm7326	+	Distal Intergenic
z-dna	chr17:34042282-34042297	Col11a2	+	Promoter (2-3kb)
z-dna	chr17:34052777-34052790	Col11a2	+	Promoter (<=1kb)
z-dna	chr17:34064441-34064462	Col11a2	+	Promoter (2-3kb)
z-dna	chr17:34065412-34065427	Col11a2	+	Promoter (2-3kb)
z-dna	chr17:34065519-34065532	Col11a2	+	Intron
z-dna	chr17:34065690-34065711	Col11a2	+	Exon
z-dna	chr17:34379938-34379957	Btnl1	+	Promoter (2-3kb)
z-dna	chr17:34442023-34442072	BC051142	+	Intron
z-dna	chr17:34442079-34442110	BC051142	+	Intron
z-dna	chr17:34481844-34481861	Gm15332	-	Promoter (<=1kb)
z-dna	chr17:34631055-34631076	Prrt1	+	Promoter (<=1kb)
z-dna	chr17:34632079-34632096	Prrt1	+	Promoter (<=1kb)
z-dna	chr17:34632332-34632351	Prrt1	+	Promoter (<=1kb)
z-dna	chr17:34671314-34671327	Tnxb	+	Promoter (<=1kb)
z-dna	chr17:34671332-34671359	Tnxb	+	Promoter (<=1kb)
z-dna	chr17:34671750-34671772	Tnxb	+	Promoter (1-2kb)
z-dna	chr17:34671934-34671955	Tnxb	+	Promoter (1-2kb)
z-dna	chr17:34671985-34672003	Tnxb	+	Promoter (1-2kb)
z-dna	chr17:34672119-34672137	Tnxb	+	Promoter (1-2kb)
z-dna	chr17:34672151-34672164	Tnxb	+	Promoter (1-2kb)
z-dna	chr17:34672264-34672284	Tnxb	+	Promoter (1-2kb)
z-dna	chr17:34672640-34672653	Tnxb	+	Promoter (2-3kb)
z-dna	chr17:34720820-34720838	Cyp21a2-ps	-	Promoter (1-2kb)
z-dna	chr17:34744098-34744156	C4b	-	Promoter (<=1kb)
z-dna	chr17:34781571-34781584	Tnxa	+	Intron
z-dna	chr17:34786636-34786653	Tnxa	+	Intron
z-dna	chr17:34802755-34802773	Cyp21a1	-	Promoter (<=1kb)
z-dna	chr17:34958103-34958120	Hspa1b	-	Promoter (1-2kb)
z-dna	chr17:34958225-34958238	Hspa1b	-	Promoter (<=1kb)
z-dna	chr17:34971021-34971038	Gm20481	+	Promoter (1-2kb)
z-dna	chr17:34971143-34971156	Hspa1a	-	Promoter (<=1kb)
z-dna	chr17:34977762-34977775	Gm10501	-	Exon
z-dna	chr17:35065333-35065346	Ly6g6c	+	Promoter (<=1kb)
z-dna	chr17:35065510-35065525	Ly6g6c	+	Promoter (<=1kb)
z-dna	chr17:35276596-35276609	Gm18733	-	Promoter (2-3kb)
z-dna	chr17:35321221-35321238	H2-Q1	+	Promoter (<=1kb)
z-dna	chr17:35342383-35342406	H2-Q2	+	Promoter (<=1kb)
z-dna	chr17:35359656-35359673	H2-Q3	+	Promoter (<=1kb)
z-dna	chr17:35470118-35470135	H2-Q10	+	Promoter (<=1kb)
z-dna	chr17:35470312-35470331	H2-Q10	+	Promoter (<=1kb)
z-dna	chr17:35471092-35471109	H2-Q10	+	Promoter (<=1kb)
z-dna	chr17:35688184-35688213	Ddr1	-	Intron
z-dna	chr17:35688283-35688320	Ddr1	-	Intron
z-dna	chr17:35688329-35688347	Ddr1	-	Intron
z-dna	chr17:35688461-35688528	Ddr1	-	Intron
z-dna	chr17:35700225-35700244	Ddr1	-	Promoter (<=1kb)
z-dna	chr17:35700506-35700519	Ddr1	-	Promoter (<=1kb)
z-dna	chr17:35700654-35700670	Ddr1	-	Promoter (<=1kb)
z-dna	chr17:35701116-35701132	Ddr1	-	Promoter (<=1kb)
z-dna	chr17:35732257-35732309	Gm20443	-	Distal Intergenic
z-dna	chr17:36084009-36084027	H2-Bl	-	Promoter (<=1kb)
z-dna	chr17:36084154-36084169	H2-Bl	-	Promoter (<=1kb)
z-dna	chr17:36145854-36145871	Gm10499	-	Promoter (<=1kb)
z-dna	chr17:36157990-36158003	Gm6659	+	Promoter (<=1kb)
z-dna	chr17:36161658-36161674	Gm17782	-	Promoter (<=1kb)
z-dna	chr17:36162010-36162029	Gm17782	-	Promoter (<=1kb)
z-dna	chr17:36168438-36168457	Gm8909	-	Promoter (<=1kb)
z-dna	chr17:36179113-36179126	Gm6623	+	Promoter (<=1kb)
z-dna	chr17:36205911-36205927	Gm8835	-	Promoter (<=1kb)
z-dna	chr17:36324215-36324236	H2-M10.1	-	Promoter (1-2kb)
z-dna	chr17:36942598-36942611	Rnf39	+	Promoter (<=1kb)
z-dna	chr17:37126027-37126040	Gm19807	+	Distal Intergenic
z-dna	chr17:37197126-37197144	Olfr94	-	Promoter (<=1kb)
z-dna	chr17:37197231-37197244	Olfr94	-	Promoter (<=1kb)
z-dna	chr17:37638905-37638919	Olfr116	-	Distal Intergenic
z-dna	chr17:37654174-37654191	Olfr117	-	Distal Intergenic
z-dna	chr17:38034677-38034692	Olfr129	-	Distal Intergenic
z-dna	chr17:38314778-38314796	Olfr762-ps1	-	Promoter (<=1kb)
z-dna	chr17:38323499-38323516	Olfr136	+	Distal Intergenic
z-dna	chr17:38327121-38327136	Olfr136	+	Promoter (2-3kb)
z-dna	chr17:38532474-38532489	Gm49812	-	Distal Intergenic
z-dna	chr17:39023667-39023680	Gm49826	-	Distal Intergenic
z-dna	chr17:39126526-39126540	Gm49827	-	Distal Intergenic
z-dna	chr17:39129581-39129597	Gm49827	-	Distal Intergenic
z-dna	chr17:39129803-39129817	Gm49827	-	Distal Intergenic
z-dna	chr17:39461695-39461710	Gm26429	-	Promoter (1-2kb)
z-dna	chr17:39708960-39708974	Esp15	+	Distal Intergenic
z-dna	chr17:39711203-39711217	Esp15	+	Distal Intergenic
z-dna	chr17:39752713-39752729	Gm49833	-	Distal Intergenic
z-dna	chr17:39843179-39843199	CT010467.1	+	Distal Intergenic
z-dna	chr17:39843336-39843363	CT010467.1	+	Promoter (2-3kb)
z-dna	chr17:39843581-39843602	CT010467.1	+	Promoter (2-3kb)
z-dna	chr17:39843776-39843799	CT010467.1	+	Promoter (2-3kb)
z-dna	chr17:39843992-39844010	CT010467.1	+	Promoter (2-3kb)
z-dna	chr17:39844160-39844178	CT010467.1	+	Promoter (2-3kb)
z-dna	chr17:39844280-39844295	CT010467.1	+	Promoter (2-3kb)
z-dna	chr17:39844330-39844356	CT010467.1	+	Promoter (1-2kb)
z-dna	chr17:39844977-39845000	CT010467.1	+	Promoter (1-2kb)
z-dna	chr17:39845311-39845331	CT010467.1	+	Promoter (1-2kb)
z-dna	chr17:39845705-39845718	CT010467.1	+	Promoter (<=1kb)
z-dna	chr17:39846145-39846170	CT010467.1	+	Promoter (<=1kb)
z-dna	chr17:39846219-39846240	CT010467.1	+	Promoter (<=1kb)
z-dna	chr17:39846674-39846689	CT010467.1	+	Promoter (<=1kb)
z-dna	chr17:39846830-39846845	CT010467.1	+	Promoter (<=1kb)
z-dna	chr17:39847874-39847892	CT010467.2	-	Promoter (<=1kb)
z-dna	chr17:39848264-39848282	CT010467.2	-	Promoter (<=1kb)
z-dna	chr17:39848288-39848305	CT010467.2	-	Promoter (<=1kb)
z-dna	chr17:39936747-39936761	Esp38	+	Distal Intergenic
z-dna	chr17:40266456-40266509	Crisp3	-	Distal Intergenic
z-dna	chr17:40334351-40334364	Crisp1	-	Distal Intergenic
z-dna	chr17:41186964-41186979	Ldha-ps3	+	Distal Intergenic
z-dna	chr17:41209096-41209185	Ldha-ps3	+	Distal Intergenic
z-dna	chr17:41316063-41316133	Gm6771	+	Distal Intergenic
z-dna	chr17:41502664-41502682	Gm6771	+	Distal Intergenic
z-dna	chr17:41603674-41603691	Gm49858	-	Distal Intergenic
z-dna	chr17:42288454-42288469	Ptchd4	+	Distal Intergenic
z-dna	chr17:42316317-42316333	Ptchd4	+	Promoter (<=1kb)
z-dna	chr17:42316401-42316420	Ptchd4	+	Promoter (<=1kb)
z-dna	chr17:42316515-42316532	Ptchd4	+	Promoter (<=1kb)
z-dna	chr17:42945551-42945564	Cd2ap	-	Distal Intergenic
z-dna	chr17:43017176-43017189	Tnfrsf21	+	Promoter (<=1kb)
z-dna	chr17:43017255-43017304	Tnfrsf21	+	Promoter (<=1kb)
z-dna	chr17:43283403-43283445	Adgrf1	+	Intron
z-dna	chr17:43321766-43321781	Adgrf5	+	Intron
z-dna	chr17:43321827-43321842	Adgrf5	+	Intron
z-dna	chr17:43321936-43321958	Adgrf5	+	Intron
z-dna	chr17:43506615-43506668	Mep1a	-	Distal Intergenic
z-dna	chr17:43576955-43576974	Pla2g7	+	Intron
z-dna	chr17:43598584-43598600	1700071M16Rik	-	Intron
z-dna	chr17:43598611-43598641	1700071M16Rik	-	Intron
z-dna	chr17:43598682-43598712	1700071M16Rik	-	Intron
z-dna	chr17:43629740-43629754	Tdrd6	-	Promoter (<=1kb)
z-dna	chr17:43629821-43629838	Tdrd6	-	Promoter (<=1kb)
z-dna	chr17:43629981-43629996	Tdrd6	-	Promoter (<=1kb)
z-dna	chr17:43801779-43801796	Rcan2	+	Promoter (<=1kb)
z-dna	chr17:43801940-43801953	Rcan2	+	Promoter (<=1kb)
z-dna	chr17:43802008-43802023	Rcan2	+	Promoter (<=1kb)
z-dna	chr17:43909169-43909190	Rcan2	+	Intron
z-dna	chr17:43909348-43909366	Rcan2	+	Intron
z-dna	chr17:44079931-44079948	Enpp5	+	Promoter (1-2kb)
z-dna	chr17:44079957-44080007	Enpp5	+	Promoter (1-2kb)
z-dna	chr17:44080043-44080060	Enpp5	+	Promoter (1-2kb)
z-dna	chr17:44080084-44080101	Enpp5	+	Promoter (1-2kb)
z-dna	chr17:44080144-44080161	Enpp5	+	Promoter (1-2kb)
z-dna	chr17:44080178-44080195	Enpp5	+	Promoter (1-2kb)
z-dna	chr17:44080212-44080229	Enpp5	+	Promoter (1-2kb)
z-dna	chr17:44080258-44080284	Enpp5	+	Promoter (1-2kb)
z-dna	chr17:44105581-44105598	Enpp4	-	Promoter (<=1kb)
