Flipon	Coordinates	LINE/LTR (+-200bp)
h-dna	chr1:24631190-24631215	LTR@ORR1C2(-), LTR@ORR1C2(-)
h-dna	chr1:24784856-24784879	LTR@ORR1D1(+), LTR@RLTR10B2(+)
h-dna	chr1:24855471-24855488	LINE@L1_Mus2(-)
h-dna	chr1:24890235-24890256	LINE@Lx4A(+), LINE@Lx4A(+)
h-dna	chr1:24897526-24897544	LINE@L1MA5(-), LINE@L1Md_T(-), LINE@L1Md_F2(-)
h-dna	chr1:25001450-25001509	LTR@RLTR9E(+), LTR@RLTR9E(+), LTR@RMER5(-)
h-dna	chr1:25635829-25635853	LINE@L1_Mus4(-)
h-dna	chr1:25769792-25769809	LINE@L1Md_F3(+)
h-dna	chr1:26178721-26178737	LINE@L1Md_F2(-)
h-dna	chr1:26479240-26479258	LTR@MTB(+), LINE@Lx7(+), LINE@L1Md_F2(-)
h-dna	chr1:26540559-26540578	LINE@Lx3A(+)
h-dna	chr1:26943796-26943828	LINE@Lx3_Mus(-), LTR@MTB(+)
h-dna	chr1:27331054-27331070	LINE@L1_Mus1(-)
h-dna	chr1:27619661-27619685	LINE@Lx3A(+)
h-dna	chr1:27797531-27797555	LTR@RLTR10B2(-)
h-dna	chr1:27929718-27929737	LINE@L1_Mus4(-)
h-dna	chr1:27986278-27986306	LINE@Lx3_Mus(+)
h-dna	chr1:28034687-28034709	LINE@L1_Mus3(-), LINE@L1Md_F2(-)
h-dna	chr1:28122261-28122277	LTR@RMER17B(-)
h-dna	chr1:28694671-28694692	LINE@L1Md_F(+), LINE@L1Md_F2(+)
h-dna	chr1:28737367-28737386	LINE@L1Md_F2(+)
h-dna	chr1:28753321-28753380	LTR@RLTR25B(+), LTR@RLTR25B(+)
h-dna	chr1:28753389-28753417	LTR@RLTR25B(+), LTR@RLTR25B(+)
h-dna	chr1:28753419-28753435	LTR@RLTR25B(+), LTR@RLTR25B(+)
h-dna	chr1:28856150-28856184	LINE@Lx9(+)
h-dna	chr1:28945111-28945166	LTR@RLTR31D_MM(+), LTR@RLTR31D_MM(+)
h-dna	chr1:29097185-29097214	LINE@L1Md_T(-)
h-dna	chr1:29114790-29114851	LTR@RMER17A(-), LTR@RMER17A(-)
h-dna	chr1:29280515-29280538	LTR@RMER20B(-), LINE@L1Md_F2(+), LTR@RMER20B(-)
h-dna	chr1:29302963-29302988	LINE@L1_Mus2(+), LINE@L1_Mus3(-)
h-dna	chr1:29431293-29431310	LINE@L1Md_F2(+), LINE@L1_Mus4(+)
h-dna	chr1:29474977-29474996	LINE@L1Md_F2(-)
h-dna	chr1:29475002-29475071	LINE@L1Md_F2(-)
h-dna	chr1:29680280-29680302	LTR@RMER17A2(-)
h-dna	chr1:29770591-29770619	LTR@MTC(-)
h-dna	chr1:29917964-29917984	LINE@Lx(+), LINE@L1_Mus2(-), LINE@Lx4A(-)
h-dna	chr1:30090027-30090043	LTR@MURVY-int(-)
h-dna	chr1:30090815-30090833	LTR@MURVY-int(-)
h-dna	chr1:30262797-30262840	LTR@RMER17C(+)
h-dna	chr1:30597478-30597499	LINE@L1_Mus3(-)
h-dna	chr1:30913010-30913042	LINE@L1_Mur2(-), LINE@L1Md_A(-)
h-dna	chr1:31172156-31172188	LINE@L1_Mus3(+)
h-dna	chr1:31244742-31244767	LTR@RMER6C(+), LTR@RMER6C(+)
h-dna	chr1:31571891-31571920	LTR@RLTR31_Mur(+), LTR@RMER17A2(+)
h-dna	chr1:31571959-31571983	LTR@RLTR31_Mur(+), LTR@RMER17A2(+)
h-dna	chr1:32359014-32359045	LTR@MTD(+), LTR@MTD(+)
h-dna	chr1:32895749-32895766	LINE@Lx2(+)
h-dna	chr1:32895772-32895794	LINE@Lx2(+)
h-dna	chr1:32927165-32927208	LINE@Lx9(+), LTR@RMER17C2(+), LTR@RMER17C2(+)
h-dna	chr1:32927278-32927302	LTR@RMER17C2(+), LTR@RMER17C2(+)
h-dna	chr1:33009937-33009957	LINE@L1_Mus2(-)
h-dna	chr1:33069801-33069821	LINE@L1_Mus1(+)
h-dna	chr1:33277569-33277617	LTR@MURVY-LTR(-), LTR@MTD(-), LTR@MTD(-), LTR@MTD(-)
h-dna	chr1:33680461-33680479	LTR@LTRIS2(-), LTR@RMER17B(+)
h-dna	chr1:33918218-33918236	LTR@ORR1A2(+)
h-dna	chr1:34540431-34540466	LINE@L1_Mus2(+), LTR@MTB_Mm(-)
h-dna	chr1:34638100-34638118	LTR@ORR1A2(+), LINE@L1Md_T(-), LTR@ORR1A2(+)
h-dna	chr1:34672636-34672715	LTR@RMER17B(-), LTR@RMER17B(-)
h-dna	chr1:35185892-35185909	LTR@MTA_Mm(-)
h-dna	chr1:35280195-35280215	LTR@ORR1A2(-)
h-dna	chr1:35280249-35280269	LTR@ORR1A2(-)
h-dna	chr1:35280269-35280286	LTR@ORR1A2(-), LINE@L1MC(-)
h-dna	chr1:35353521-35353550	LTR@RMER13B(-)
h-dna	chr1:35506207-35506293	LINE@L1_Mus3(+), LINE@L1Md_F2(-)
h-dna	chr1:35632525-35632558	LINE@L1MEf(-), LTR@ORR1B1(-)
h-dna	chr1:35646134-35646154	LTR@MTC-int(+)
h-dna	chr1:35723154-35723195	LTR@RMER5(+), LTR@RMER17C(+)
h-dna	chr1:35723241-35723260	LTR@RMER17C(+)
h-dna	chr1:35877982-35878074	LTR@MTC(+), LTR@BGLII(-)
h-dna	chr1:35905111-35905158	LTR@RLTR31D_MM(-), LTR@ORR1A3(-)
h-dna	chr1:35905166-35905183	LTR@RLTR31D_MM(-), LTR@ORR1A3(-)
h-dna	chr1:36012155-36012171	LTR@RMER17C(-)
h-dna	chr1:36741541-36741557	LTR@ORR1F(-)
h-dna	chr1:36741613-36741677	LTR@ORR1F(-)
h-dna	chr1:36741889-36741905	LTR@ORR1F(-)
h-dna	chr1:37240829-37240847	LTR@RMER10B(-), LTR@RMER17A(+)
h-dna	chr1:37744351-37744374	LINE@Lx5(+)
h-dna	chr1:38713910-38713955	LTR@MTB(-), LINE@Lx7(+)
h-dna	chr1:38981130-38981179	LTR@ORR1B1(-), LTR@RMER17C2(-)
h-dna	chr1:39005245-39005300	LTR@MTC(+)
h-dna	chr1:39006824-39006844	LTR@RMER17C(-)
h-dna	chr1:39006864-39006885	LTR@RMER17C(-)
h-dna	chr1:39006925-39006944	LTR@RMER17C(-)
h-dna	chr1:39019016-39019047	LTR@ORR1C2(-)
h-dna	chr1:39119713-39119760	LINE@L1MB1(+), LTR@RMER19B(-), LTR@RMER19B(-)
h-dna	chr1:40187024-40187109	LINE@L1_Mus2(-)
h-dna	chr1:40306420-40306437	LTR@RMER3D-int(+), LTR@RLTR17(+), LINE@L1_Mus1(+)
h-dna	chr1:40306738-40306763	LTR@RLTR17(+), LINE@L1_Mus1(+), LTR@RLTR17(+), LTR@RLTR10(+)
h-dna	chr1:40306813-40306834	LINE@L1_Mus1(+), LTR@RLTR17(+), LTR@RLTR10(+)
h-dna	chr1:40571071-40571088	LTR@RMER17B(+), LTR@RMER13B(+)
h-dna	chr1:40571110-40571136	LTR@RMER17B(+), LTR@RMER13B(+)
h-dna	chr1:40848883-40848907	LTR@ORR1D2(-)
h-dna	chr1:40848930-40848977	LTR@ORR1D2(-), LTR@ORR1D2(-)
h-dna	chr1:40849085-40849116	LTR@ORR1D2(-), LTR@ORR1D2(-)
h-dna	chr1:40884698-40884728	LTR@MTB(+)
h-dna	chr1:40947237-40947261	LINE@Lx7(-), LTR@ORR1A1(+), LTR@ORR1A2(+)
h-dna	chr1:41129365-41129408	LTR@RMER17C(+), LTR@RMER17C(+)
h-dna	chr1:41365115-41365197	LINE@L1M3(-)
h-dna	chr1:41388474-41388491	LTR@ORR1A2(-)
h-dna	chr1:42201024-42201042	LTR@RLTR10C(+)
h-dna	chr1:42276181-42276219	LTR@RLTR17B_Mm(-)
h-dna	chr1:42328098-42328118	LINE@L1_Mus2(-)
h-dna	chr1:42333726-42333750	LTR@MTD(+), LINE@L1_Mus4(-)
h-dna	chr1:42517678-42517695	LINE@Lx(+), LTR@MT2A(-), LINE@L1_Mus4(-)
h-dna	chr1:43197695-43197715	LTR@ORR1C2(+)
h-dna	chr1:43197727-43197752	LTR@ORR1C2(+)
h-dna	chr1:43197828-43197867	LTR@ORR1C2(+)
h-dna	chr1:43291753-43291773	LTR@MTEa(-)
h-dna	chr1:43291892-43291911	LTR@MTEa(-)
h-dna	chr1:43394648-43394668	LINE@Lx4A(+)
h-dna	chr1:43423927-43424012	LTR@MTD(-), LTR@MTD(-)
h-dna	chr1:43690434-43690450	LTR@RLTR44-int(-), LTR@RLTR44B(-), LTR@RLTR44B(-)
h-dna	chr1:43690501-43690551	LTR@RLTR44B(-), LTR@RLTR44B(-)
h-dna	chr1:43882397-43882418	LTR@RMER17B(+)
h-dna	chr1:44239163-44239183	LTR@MERV1_I-int(+)
h-dna	chr1:44239213-44239268	LTR@MERV1_I-int(+), LTR@MERV1_I-int(+)
h-dna	chr1:44239300-44239376	LTR@MERV1_I-int(+), LTR@MERV1_I-int(+)
h-dna	chr1:44318736-44318753	LTR@MYSERV16_I-int(-), LINE@L1_Mus2(-)
h-dna	chr1:44318797-44318860	LTR@MYSERV16_I-int(-), LINE@L1_Mus2(-), LTR@MYSERV16_I-int(-)
h-dna	chr1:44333232-44333307	LTR@MTB(+), LINE@L1_Mus3(-), LTR@ORR1A4(-)
h-dna	chr1:44419286-44419312	LINE@L1M4(-), LINE@L1Md_T(-)
h-dna	chr1:44440049-44440103	LTR@RMER17C(-)
h-dna	chr1:44440104-44440170	LTR@RMER17C(-)
h-dna	chr1:44440178-44440227	LTR@RMER17C(-)
h-dna	chr1:44788947-44788971	LTR@RLTR31D_MM(-), LINE@L1_Mus3(-)
h-dna	chr1:45192733-45192751	LINE@L1Md_F2(+)
h-dna	chr1:45239004-45239039	LTR@IAPLTR2a2_Mm(+), LTR@IAPLTR2a2_Mm(+)
h-dna	chr1:45239090-45239111	LTR@IAPLTR2a2_Mm(+), LTR@IAPLTR2a2_Mm(+), LINE@Lx(+)
h-dna	chr1:46246127-46246147	LTR@RMER17A2(-), LTR@RMER17A2(-)
h-dna	chr1:46260843-46260896	LTR@MMERVK9C_I-int(-), LTR@ERVB7_2B-LTR_MM(-), LTR@ERVB7_2B-LTR_MM(-)
h-dna	chr1:46271681-46271700	LTR@RLTR1B-int(+)
h-dna	chr1:46280347-46280365	LINE@L1MA5A(-)
h-dna	chr1:46291123-46291142	LTR@RLTR28(+)
h-dna	chr1:46583159-46583179	LTR@RMER17D(+), LINE@L1Md_T(+)
h-dna	chr1:46898825-46898853	LINE@L1_Mus3(+)
h-dna	chr1:46899094-46899111	LINE@L1_Mus3(+)
h-dna	chr1:46960021-46960046	LTR@RMER17A(+)
h-dna	chr1:47407813-47407833	LINE@Lx3B(-)
h-dna	chr1:47515844-47515860	LTR@ORR1C1-int(-), LINE@Lx3B(-)
h-dna	chr1:47760703-47760728	LINE@L1Md_T(+), LINE@Lx9(+)
h-dna	chr1:47960550-47960576	LINE@L1Md_A(-), LINE@L1Md_T(-)
h-dna	chr1:48150522-48150552	LTR@MTA_Mm-int(-), LTR@MTA_Mm(-), LINE@L1Md_F2(-)
h-dna	chr1:48428633-48428658	LINE@L1_Mus3(-), LTR@MT2_Mm(-)
h-dna	chr1:48672787-48672809	LTR@IAPEz-int(-), LTR@IAPEz-int(-)
h-dna	chr1:49005336-49005355	LINE@Lx3A(+), LINE@L1Md_T(-), LINE@Lx3A(+)
h-dna	chr1:49059324-49059357	LTR@RMER17A(+)
h-dna	chr1:49083250-49083269	LINE@L1_Mus4(-), LINE@L1_Mus4(+)
h-dna	chr1:49141176-49141192	LINE@L1_Mus3(+)
h-dna	chr1:49270223-49270248	LINE@L1_Mur1(+), LINE@L1_Mur1(+), LINE@Lx3C(+)
h-dna	chr1:49662251-49662310	LINE@Lx3B(+), LINE@Lx4A(+), LINE@Lx4A(+)
h-dna	chr1:49813862-49813887	LINE@Lx5c(+)
h-dna	chr1:49986944-49986966	LINE@Lx6(-), LTR@RLTR21(+), LINE@L1Md_F2(-), LTR@RLTR44C(+)
h-dna	chr1:50109734-50109787	LTR@RLTR20C2_MM(-)
h-dna	chr1:50159684-50159715	LTR@IAPLTR2a2_Mm(+), LTR@IAPEz-int(+)
h-dna	chr1:50490259-50490275	LINE@L1_Mus3(+)
h-dna	chr1:50509297-50509314	LINE@L1Md_F2(-)
h-dna	chr1:50686878-50686895	LINE@Lx5(-)
h-dna	chr1:51208598-51208630	LTR@RLTR10B2(-)
h-dna	chr1:51312538-51312606	LINE@L1_Mus3(-)
h-dna	chr1:51312652-51312696	LINE@L1_Mus3(-), LINE@L1VL2(-)
h-dna	chr1:51624810-51624833	LTR@ORR1A4(-)
h-dna	chr1:51687962-51687991	LTR@RMER17C2(-), LTR@ORR1B2(+)
h-dna	chr1:51688005-51688036	LTR@RMER17C2(-), LTR@ORR1B2(+)
h-dna	chr1:51978434-51978454	LTR@RMER17B(+)
h-dna	chr1:52399047-52399073	LTR@MTA_Mm(+)
h-dna	chr1:52406855-52406884	LINE@L1Md_T(+), LTR@MTA_Mm-int(+)
h-dna	chr1:52612946-52612964	LINE@L1VL4(+)
h-dna	chr1:52930093-52930174	LINE@L1_Rod(+), LINE@L1VL4(+)
h-dna	chr1:53001756-53001817	LINE@L1_Mus4(+), LINE@L1_Mus4(+)
h-dna	chr1:53041714-53041734	LINE@L1_Mus2(+), LINE@Lx3_Mus(-)
h-dna	chr1:53248242-53248264	LTR@RMER17A2(-), LINE@Lx5c(+)
h-dna	chr1:53248651-53248670	LTR@RMER17A2(-)
h-dna	chr1:53329031-53329070	LTR@BGLII(+)
h-dna	chr1:53329131-53329153	LTR@BGLII(+)
h-dna	chr1:53382821-53382842	LINE@L1_Mus2(+)
h-dna	chr1:53382845-53382892	LINE@L1_Mus2(+)
h-dna	chr1:53382899-53382937	LINE@L1_Mus2(+)
h-dna	chr1:53456283-53456302	LTR@RLTR28(-)
h-dna	chr1:53485691-53485713	LTR@RMER17A2(+)
h-dna	chr1:54043827-54043867	LTR@RMER17C(-), LTR@RMER17C(-), LTR@RMER17C(-)
h-dna	chr1:54104824-54104842	LTR@RMER17C(+)
h-dna	chr1:54330795-54330815	LINE@Lx2(-)
h-dna	chr1:54583920-54583947	LTR@RLTR1D(-), LTR@RMER17C(+), LTR@RMER17C(+)
h-dna	chr1:54583993-54584063	LTR@RMER17C(+), LTR@RMER17C(+)
h-dna	chr1:54584064-54584098	LTR@RMER17C(+), LTR@RMER17C(+)
h-dna	chr1:55112556-55112577	LINE@Lx6(-), LTR@RMER17B2(-), LTR@RMER17B2(-)
h-dna	chr1:55173193-55173220	LTR@ORR1C2(+)
h-dna	chr1:55220091-55220108	LTR@RMER17B(+)
h-dna	chr1:55263824-55263841	LINE@Lx5(+)
h-dna	chr1:55688777-55688794	LTR@RMER17A2(+)
h-dna	chr1:55857748-55857816	LTR@RMER17D2(-), LTR@RMER17D2(-)
h-dna	chr1:56188373-56188393	LINE@Lx3A(-)
h-dna	chr1:56537752-56537776	LINE@L1_Mus4(-)
h-dna	chr1:56547175-56547199	LINE@L1MA9(-), LINE@L1_Mus2(+)
h-dna	chr1:56784743-56784786	LTR@RMER17D2(-)
h-dna	chr1:56784834-56784856	LTR@RMER17D2(-)
h-dna	chr1:57475801-57475844	LTR@RLTR20C1_MM(+)
h-dna	chr1:57576546-57576567	LTR@ORR1A3(+)
h-dna	chr1:58230396-58230420	LTR@RMER17D2(-)
h-dna	chr1:58279855-58279886	LTR@RMER17C(-)
h-dna	chr1:58279906-58279925	LTR@RMER17C(-)
h-dna	chr1:59904647-59904664	LINE@Lx2A1(+)
h-dna	chr1:60705695-60705719	LTR@MTC(-)
h-dna	chr1:60794484-60794500	LTR@RLTR16(+), LTR@ORR1A1(-), LTR@RLTR20D(+)
h-dna	chr1:60901464-60901494	LTR@ORR1A3(-)
h-dna	chr1:61390754-61390774	LTR@MTC(-)
h-dna	chr1:61391097-61391118	LTR@MTC(-)
h-dna	chr1:61810970-61810994	LTR@RLTR10F(-)
h-dna	chr1:61865470-61865496	LINE@Lx2B2(-)
h-dna	chr1:62049702-62049737	LINE@L1MD3(-), LINE@L1MD3(-)
h-dna	chr1:62603022-62603079	LTR@RLTR26C_MM(-)
h-dna	chr1:62697036-62697060	LTR@RLTR20A4(-)
h-dna	chr1:62887568-62887602	LTR@MLT1A1(+)
h-dna	chr1:62887630-62887661	LTR@MLT1A1(+)
h-dna	chr1:63700005-63700029	LTR@RMER17A2(+)
h-dna	chr1:63787955-63788002	LTR@MLT1J(-)
h-dna	chr1:63788006-63788072	LTR@MLT1J(-)
h-dna	chr1:63788106-63788126	LTR@MLT1J(-)
h-dna	chr1:63788130-63788207	LTR@MLT1J(-)
h-dna	chr1:64425512-64425528	LTR@MTA_Mm(-), LTR@MTE2b(+)
h-dna	chr1:64427897-64427915	LINE@L1Md_F2(+), LINE@L1Md_F2(+)
h-dna	chr1:65247622-65247676	LTR@MTE2a(-)
h-dna	chr1:65305313-65305362	LTR@LTRIS2(+)
h-dna	chr1:65470571-65470589	LINE@L1Md_A(-)
h-dna	chr1:65501811-65501842	LINE@Lx(+), LINE@Lx7(+)
h-dna	chr1:65627640-65627736	LINE@L1_Mus1(+), LINE@L1_Mus1(+), LINE@L1Md_F2(-)
h-dna	chr1:65690442-65690465	LTR@RMER17C-int(-), LTR@RMER17C2(-)
h-dna	chr1:65690470-65690495	LTR@RMER17C2(-)
h-dna	chr1:66007773-66007793	LTR@RMER17C(-)
h-dna	chr1:66007932-66007950	LTR@RMER17C(-)
h-dna	chr1:66112248-66112266	LINE@Lx4A(+)
h-dna	chr1:66257819-66257848	LTR@RLTR10C(-), LTR@RLTR10C(-)
h-dna	chr1:67304149-67304170	LINE@Lx3A(+)
h-dna	chr1:67595960-67595980	LINE@L1MA6(-), LINE@L1_Mus3(-)
h-dna	chr1:68263693-68263710	LTR@RMER17A(+)
h-dna	chr1:70068083-70068102	LINE@L1Md_F2(-)
h-dna	chr1:70486339-70486363	LTR@RMER17A2(-)
h-dna	chr1:70675166-70675226	LTR@MTEa(-)
h-dna	chr1:70924894-70924927	LTR@ORR1D1(+), LTR@ORR1C2(+), LTR@ORR1C2(+)
h-dna	chr1:71191730-71191755	LINE@Lx(-)
h-dna	chr1:71287652-71287668	LINE@L1_Mus3(+)
h-dna	chr1:71675187-71675208	LTR@RMER17C(-)
h-dna	chr1:71809799-71809842	LTR@RMER17C(+), LTR@MLT1A1(-)
h-dna	chr1:71863284-71863300	LTR@IAPLTR2b(+)
h-dna	chr1:72135029-72135046	LTR@MTB(-), LTR@MLT1A(+)
h-dna	chr1:72248413-72248437	LTR@RLTR13G(+), LTR@ETnERV-int(+), LTR@RLTRETN_Mm(+)
h-dna	chr1:72915263-72915324	LTR@MTD(-)
h-dna	chr1:72915330-72915370	LTR@MTD(-)
h-dna	chr1:72915404-72915422	LTR@MTD(-)
h-dna	chr1:73097955-73097979	LINE@Lx(-), LINE@Lx(-)
h-dna	chr1:73109461-73109487	LINE@Lx5b(+)
h-dna	chr1:73609504-73609520	LTR@RLTR26_Mus(+)
h-dna	chr1:73810387-73810406	LTR@MLTR11B(-)
h-dna	chr1:74148987-74149003	LINE@L1_Mus3(+)
h-dna	chr1:74847729-74847757	LTR@MTC(+)
h-dna	chr1:75754500-75754519	LTR@RMER3D-int(+), LTR@RLTR17(+)
h-dna	chr1:75910895-75910924	LTR@RMER17B(-), LTR@RMER17B(-)
h-dna	chr1:76337964-76337986	LTR@MTC(+)
h-dna	chr1:77996699-77996717	LINE@L1Md_F2(-)
h-dna	chr1:78990582-78990601	LTR@RMER6A(-), LINE@L1Md_A(-)
h-dna	chr1:80198332-80198392	LINE@L1_Mus3(+), LTR@MTE2a(+)
h-dna	chr1:80767275-80767324	LINE@L1_Mus3(-)
h-dna	chr1:80817635-80817657	LINE@Lx2(-), LINE@Lx2(+)
h-dna	chr1:80927944-80927964	LINE@L1Md_F2(+)
h-dna	chr1:81390939-81390963	LINE@Lx5(-), LINE@L1Md_F2(-)
h-dna	chr1:82312994-82313011	LTR@MLT1A0(+)
h-dna	chr1:82336809-82336832	LTR@MTC-int(-), LTR@MTC(-)
h-dna	chr1:82830532-82830614	LTR@RMER17C2(-), LTR@RMER17C2(-)
h-dna	chr1:83002450-83002493	LTR@MTC(-)
h-dna	chr1:83093590-83093614	LTR@RLTR10B(-), LINE@Lx8(+)
h-dna	chr1:83132517-83132541	LINE@L1_Mus3(+)
h-dna	chr1:83194318-83194340	LINE@Lx3_Mus(-)
h-dna	chr1:83863274-83863299	LTR@RMER17A(+)
h-dna	chr1:83863301-83863320	LTR@RMER17A(+)
h-dna	chr1:83919653-83919673	LINE@L1Md_F2(+), LINE@Lx(+)
h-dna	chr1:84939364-84939392	LTR@RLTR19(-), LTR@RLTR19(-)
h-dna	chr1:85872258-85872277	LTR@RMER17B2(+), LTR@RMER17B2(+)
h-dna	chr1:85997403-85997434	LTR@MTB(-)
h-dna	chr1:86741802-86741828	LTR@ORR1C2(-)
h-dna	chr1:86741841-86741861	LTR@ORR1C2(-)
h-dna	chr1:86741889-86741915	LTR@ORR1C2(-)
h-dna	chr1:86741928-86741948	LTR@ORR1C2(-)
h-dna	chr1:87267005-87267032	LTR@MLT1K(-)
h-dna	chr1:87738708-87738730	LINE@Lx7(+), LTR@ORR1A4(+)
h-dna	chr1:88016136-88016163	LTR@ERVB4_1B-LTR_MM(-), LTR@RLTR13D3(-)
h-dna	chr1:88113075-88113094	LTR@RLTRETN_Mm(-), LTR@RLTR13G(-), LTR@ETnERV-int(-)
h-dna	chr1:88217966-88218015	LTR@MLT1A1(-)
h-dna	chr1:88457094-88457116	LTR@MLT1E1A(-), LINE@Lx(+)
h-dna	chr1:88529559-88529633	LTR@ORR1D1(-)
h-dna	chr1:88572050-88572115	LINE@L1Md_F2(-), LTR@ERVB7_1-LTR_MM(+), LTR@RMER10B(+)
h-dna	chr1:88572117-88572134	LTR@ERVB7_1-LTR_MM(+), LTR@RMER10B(+)
h-dna	chr1:88714556-88714575	LINE@L1Md_F2(+)
h-dna	chr1:88849113-88849163	LTR@RMER17C(-), LTR@RMER17C(-)
h-dna	chr1:88919817-88919916	LTR@RMER6A(-), LTR@RMER6A(-)
h-dna	chr1:89455247-89455306	LINE@L1MEd(-)
h-dna	chr1:90094967-90094987	LTR@MTB_Mm(-)
h-dna	chr1:90168396-90168414	LINE@Lx5b(-)
h-dna	chr1:90367957-90368021	LTR@MLT1K(-)
h-dna	chr1:90368035-90368083	LTR@MLT1K(-)
h-dna	chr1:90368105-90368145	LTR@MLT1K(-)
h-dna	chr1:90494683-90494709	LTR@RLTR51A_Mm(+)
h-dna	chr1:90494710-90494736	LTR@RLTR51A_Mm(+)
h-dna	chr1:90546600-90546621	LTR@MURVY-LTR(+)
h-dna	chr1:90956158-90956218	LTR@RLTR20C2_MM(+)
h-dna	chr1:91235655-91235677	LTR@RMER6B(-)
h-dna	chr1:92477869-92477890	LTR@MTB(+)
h-dna	chr1:92977223-92977242	LTR@ORR1C2(-)
h-dna	chr1:92977288-92977312	LTR@ORR1C2(-)
h-dna	chr1:94261062-94261117	LINE@L1Md_T(-)
h-dna	chr1:94261161-94261185	LINE@L1Md_T(-)
h-dna	chr1:94645157-94645240	LTR@RLTR31C_MM(-), LINE@L1_Mus4(-)
h-dna	chr1:94768699-94768742	LINE@Lx8(-)
h-dna	chr1:95090735-95090754	LINE@L1_Mus4(-), LTR@RMER17A(+), LINE@L1_Mus1(-), LINE@L1_Mus4(-)
h-dna	chr1:95455593-95455610	LINE@L1_Rod(-)
h-dna	chr1:95891130-95891149	LTR@ORR1B2(-)
h-dna	chr1:95903973-95903998	LINE@Lx2(+), LTR@RMER17B(-), LINE@Lx2(+)
h-dna	chr1:95913674-95913697	LTR@RMER17A2(-)
h-dna	chr1:96217472-96217517	LINE@L1_Mur2(+), LTR@MT2C_Mm(-), LTR@MT2C_Mm(-)
h-dna	chr1:96460842-96460863	LINE@Lx(+)
h-dna	chr1:96460899-96460920	LINE@Lx(+)
h-dna	chr1:96592649-96592673	LTR@RLTR19-int(-), LTR@RMER17C2(+)
h-dna	chr1:96592698-96592729	LTR@RMER17C2(+), LTR@RMER17C2(+)
h-dna	chr1:96592783-96592811	LTR@RMER17C2(+), LTR@RMER17C2(+), LTR@RMER17C2(+)
h-dna	chr1:96755504-96755524	LINE@L1Md_F3(+)
h-dna	chr1:96898420-96898440	LTR@ORR1A2-int(-), LTR@ORR1A2(-), LINE@L1_Mus1(-), LTR@ORR1A2(-)
h-dna	chr1:96936906-96936926	LINE@Lx7(+)
h-dna	chr1:96936991-96937030	LINE@Lx7(+), LINE@Lx7(+)
h-dna	chr1:96937068-96937114	LINE@Lx7(+), LINE@Lx7(+)
h-dna	chr1:97155289-97155307	LINE@Lx3_Mus(-), LINE@L1_Mus4(-)
h-dna	chr1:97408041-97408070	LINE@Lx2(-), LINE@L1_Mus4(-)
h-dna	chr1:97504092-97504113	LINE@Lx2(-), LINE@L1Md_F2(+)
h-dna	chr1:97890933-97890954	LINE@L1_Mus4(+)
h-dna	chr1:98028877-98028895	LTR@MTD(+)
h-dna	chr1:98357632-98357652	LINE@L1_Mus3(+), LINE@L1M2(-), LINE@Lx9(+)
h-dna	chr1:98377809-98377826	LTR@MURVY-LTR(-), LINE@L1_Mus3(-)
h-dna	chr1:98782921-98782941	LINE@Lx2(-)
h-dna	chr1:99063204-99063224	LINE@L1Md_F2(-), LINE@L1VL1(-)
h-dna	chr1:99108922-99108945	LINE@L1_Mus3(+), LINE@L1Md_F2(-)
h-dna	chr1:99233970-99233988	LINE@L1_Mus1(+)
h-dna	chr1:99240460-99240481	LINE@Lx3_Mus(-)
h-dna	chr1:99245757-99245777	LTR@RMER17D2(-)
h-dna	chr1:99575679-99575701	LTR@RMER17A(+)
h-dna	chr1:99575731-99575772	LTR@RMER17A(+)
h-dna	chr1:100126970-100126996	LINE@Lx3_Mus(+), LTR@MTD(+)
h-dna	chr1:100247045-100247064	LINE@Lx2A1(-)
h-dna	chr1:100247177-100247201	LINE@Lx2A1(-)
h-dna	chr1:100421558-100421613	LTR@RLTR31D_MM(+), LTR@MTC(+)
h-dna	chr1:100731623-100731644	LTR@ORR1A2(+)
h-dna	chr1:100953362-100953380	LTR@MTA_Mm(-), LTR@RMER17A(+)
h-dna	chr1:100953395-100953416	LTR@MTA_Mm(-), LTR@RMER17A(+)
h-dna	chr1:101133836-101133921	LTR@RMER17C(+), LTR@RMER17C(+), LTR@ORR1A1-int(-)
h-dna	chr1:101317671-101317695	LINE@L1_Mur2(+), LTR@RMER17D(-)
h-dna	chr1:101340704-101340727	LTR@RLTR26_Mus(+), LINE@L1_Mus2(+)
h-dna	chr1:102065619-102065640	LINE@L1_Mus1(+), LTR@MTA_Mm(-)
h-dna	chr1:102475714-102475734	LINE@L1_Mus4(-), LINE@L1_Mus1(-)
h-dna	chr1:102511341-102511386	LTR@RLTR25B(+), LTR@RLTR25B(+)
h-dna	chr1:102540998-102541015	LTR@IAPEY3_LTR(+)
h-dna	chr1:102731051-102731073	LINE@Lx3_Mus(-)
h-dna	chr1:103990826-103990844	LINE@L1_Mus1(+)
h-dna	chr1:104449958-104449980	LTR@RMER17A2(-)
h-dna	chr1:104473943-104473961	LINE@Lx2(+), LTR@MTB(+)
h-dna	chr1:104652235-104652257	LTR@RMER17C(+)
h-dna	chr1:105470181-105470198	LTR@RMER17A(-), LINE@L1_Mus4(-)
h-dna	chr1:106491200-106491271	LINE@Lx9(-)
h-dna	chr1:106491275-106491305	LINE@Lx9(-)
h-dna	chr1:106525826-106525871	LTR@MLT1D(+)
