Flipon	Coordinates	Gene Name	Gene Strand	Gene Feature	miRNA (+)	miRNA (-)	miRNA (intersection)	cCRE (+-200bp)	LINE/LTR (+-200bp)	Feature Group
sidd	chr16:45530247-45530381	Gm17783	-	Promoter (1-2kb)		miR-485 (1), miR-582 (1)			LINE@Lx2(-)	LINE/LTR
sidd	chr16:46060594-46060797	Gm50487	+	Intron	miR-23 (1)	miR-203a (2), miR-29 (1), miR-30 (1)			LINE@L2a(+), LINE@L1_Mus2(-)	LINE/LTR
sidd	chr16:46077005-46077141	Gm50487	+	Intron	miR-203a (1), miR-330 (1), miR-361 (1)	miR-188 (1), miR-204/211 (1), miR-23 (1)			LINE@L1Md_T(+)	LINE/LTR
sidd	chr16:46363090-46363201	Nectin3	-	Distal Intergenic	miR-101 (1), miR-199 (1), miR-489 (1)	miR-299 (1), miR-369 (1), miR-655 (1)			LINE@L1Md_T(+)	LINE/LTR
sidd	chr16:46468279-46468442	Nectin3	-	Intron	miR-205 (1), miR-875 (1)	miR-374 (1), miR-448 (1)			LINE@L1Md_F2(+)	LINE/LTR
sidd	chr16:46765991-46766155	Gm17900	+	Distal Intergenic	miR-496 (1)	miR-142 (1)			LINE@L1Md_A(-), LINE@L1MA8(-)	LINE/LTR
sidd	chr16:46996163-46996305	Gm6912	+	Distal Intergenic	miR-153 (1), miR-154 (1), miR-200bc/429 (1), miR-374 (1), miR-421 (1)	miR-101 (1), miR-129 (1), miR-139 (1), miR-144 (1)			LTR@RLTR17(-), LTR@RLTRETN_Mm(+)	LINE/LTR
sidd	chr16:47178666-47178853	Gm18169	+	Distal Intergenic	miR-374 (1), miR-381 (1), miR-495 (1)	miR-143 (1), miR-329/362 (1), miR-876 (1)			LINE@L1_Mus3(+)	LINE/LTR
sidd	chr16:47450593-47450787	Gm24651	-	Distal Intergenic	miR-203a (2), miR-30 (1), miR-377 (1), miR-455 (1)	miR-374 (1), miR-495 (1)			LINE@Lx2B(+)	LINE/LTR
sidd	chr16:47701132-47701259	Gm25339	+	Distal Intergenic		miR-122 (1), miR-423 (1), miR-539 (1)			LTR@LTRIS2(+), LINE@Lx3_Mus(-)	LINE/LTR
sidd	chr16:47938687-47938814	Gm7275	+	Distal Intergenic	miR-188 (1), miR-204/211 (1)				LINE@Lx(-), LINE@L1_Mus3(-)	LINE/LTR
sidd	chr16:48033717-48033868	Gm7275	+	Distal Intergenic		miR-203a (2), miR-21/590 (1)			LINE@Lx7(-), LINE@L1Md_F2(-), LINE@L1Md_F2(-)	LINE/LTR
sidd	chr16:48057185-48057322	Gm7275	+	Distal Intergenic	miR-216b (1), miR-411 (2), miR-542 (1)	miR-339 (1), miR-340 (1), miR-452 (1)			LINE@Lx3_Mus(+)	LINE/LTR
sidd	chr16:48063205-48063325	Gm7275	+	Distal Intergenic		miR-203a (1), miR-204/211 (1), miR-346 (1)			LINE@L1Md_F2(+)	LINE/LTR
sidd	chr16:48098151-48098348	Gm17804	+	Distal Intergenic	miR-181 (1), miR-543 (3), miR-653 (1)	miR-1/206 (1), miR-409 (3)			LINE@L1Md_A(+)	LINE/LTR
sidd	chr16:48154929-48155145	6430553K19Rik	-	Intron	miR-128 (1), miR-132/212 (1), miR-27 (1), miR-30 (1), miR-302c (1), miR-448 (1)	miR-151a (1), miR-325 (2), miR-452 (1), miR-875 (2)			LTR@RLTR13B1(+), LINE@L1MD3(-), LTR@MTC(-)	LINE/LTR
sidd	chr16:48168868-48169011	6430553K19Rik	-	Distal Intergenic	miR-142 (1), miR-202 (1), miR-340 (1), miR-382 (1)	miR-379 (1)			LTR@RMER10A(-), LINE@L1Md_F2(+)	LINE/LTR
sidd	chr16:48597734-48597872	Morc1	+	Intron	miR-203a (2), miR-382 (1)				LINE@L1_Mus1(+), LINE@L1MA5(+)	LINE/LTR
sidd	chr16:48656070-48656209	Morc1	+	Distal Intergenic		miR-448 (1), miR-496 (1)			LTR@ORR1A3(-), LINE@L1Md_A(+), LINE@L1Md_A(+)	LINE/LTR
sidd	chr16:48730724-48730860	Gm8670	-	3' UTR	miR-129 (1)	miR-129 (1)	miR-129		LINE@L1M2(+), LINE@Lx(-)	LINE/LTR
sidd	chr16:48772591-48772713	Trat1	-	Promoter (<=1kb)		miR-203a (1), miR-485 (1)			LINE@L1Md_F2(-)	LINE/LTR
sidd	chr16:48839324-48839486	Retnla	+	Distal Intergenic	miR-203a (1)				LINE@L1_Mus3(+), LTR@RMER15-int(-)	LINE/LTR
sidd	chr16:48916940-48917075	Dzip3	-	Distal Intergenic		miR-203a (2), miR-448 (1), miR-494 (1)			LTR@RMER4A(-), LINE@L1_Mus3(-)	LINE/LTR
sidd	chr16:48969389-48969530	Dzip3	-	Intron	miR-17/20/93/106/519d (1), miR-203a (1)				LINE@L1Md_T(+)	LINE/LTR
sidd	chr16:49346246-49346354	Gm18694	+	Distal Intergenic	miR-875 (1)				LINE@L1Md_F2(+)	LINE/LTR
sidd	chr16:49487095-49487209	Gm6931	+	Distal Intergenic	miR-182 (1)				LTR@IAPEz-int(-)	LINE/LTR
sidd	chr16:50181222-50181346	Gm8824	+	Distal Intergenic	miR-203a (2), miR-340 (1)	miR-155 (1), miR-224 (1)			LINE@L1_Mus1(+)	LINE/LTR
sidd	chr16:50550780-50550919	G730013B05Rik	+	Intron	miR-203a (1), miR-205 (1)	miR-670 (1)			LINE@L1Md_F2(+)	LINE/LTR
sidd	chr16:50905301-50905443	Gm24925	-	Distal Intergenic	miR-139 (1)	miR-329/362 (1)			LINE@L1_Mus4(-)	LINE/LTR
sidd	chr16:50916060-50916185	Gm24925	-	Distal Intergenic	miR-204/211 (1), miR-411 (1), miR-489 (1)	miR-377 (1)			LTR@RLTR10C(-)	LINE/LTR
sidd	chr16:50944421-50944532	Gm24925	-	Distal Intergenic	miR-203a (2), miR-217 (1)	miR-433 (1), miR-455 (1)		dELS@EM10E0625159	LTR@RLTR9F(+), LINE@L1_Mus2(+), LINE@Lx3A(+)	cCRE & LINE/LTR
sidd	chr16:51016987-51017093	Gm32431	+	Distal Intergenic		miR-142 (1), miR-203a (1)			LINE@L1_Mus4(-), LINE@L1_Mus3(+), LINE@L1_Mus3(-)	LINE/LTR
sidd	chr16:51055302-51055420	Gm32431	+	Distal Intergenic	miR-137 (1), miR-203a (1), miR-299 (1)				LINE@L1Md_F2(+)	LINE/LTR
sidd	chr16:51115346-51115483	Gm32431	+	Distal Intergenic		miR-146 (1), miR-203a (1), miR-495 (1), miR-873 (1)			LINE@L1Md_F3(-)	LINE/LTR
sidd	chr16:51347359-51347580	Gm6767	-	Distal Intergenic	miR-30 (1), miR-411 (1)	miR-151a (1), miR-325 (1)			LINE@Lx4A(+), LINE@L1MA7(+)	LINE/LTR
sidd	chr16:51471775-51471949	Gm49608	-	Distal Intergenic	miR-216b (1), miR-411 (1), miR-873 (1), miR-875 (1)	miR-376c (1), miR-377 (1)			LINE@L1_Mus3(+), LINE@L1_Rod(+)	LINE/LTR
sidd	chr16:51478975-51479105	Gm49608	-	Distal Intergenic	miR-186 (1), miR-200bc/429 (1), miR-203a (1), miR-216b (1)	miR-193 (1), miR-494 (1), miR-496 (1)			LINE@Lx2(+)	LINE/LTR
sidd	chr16:51603248-51603390	Gm49608	-	Distal Intergenic	miR-194 (1), miR-204/211 (1)	miR-203a (2)			LINE@Lx2(-)	LINE/LTR
sidd	chr16:51712406-51712559	Gm29686	-	Distal Intergenic	miR-200bc/429 (1), miR-670 (1)	miR-203a (1), miR-369 (1), miR-374 (1)			LTR@MTC(-), LTR@RMER2(-), LINE@L1Md_F2(-)	LINE/LTR
sidd	chr16:51727142-51727279	Gm29686	-	Distal Intergenic	miR-203a (1), miR-383 (1), miR-665 (1)	miR-670 (1)			LINE@L1Md_F3(+), LINE@L1_Mus3(+)	LINE/LTR
sidd	chr16:51744789-51744952	Gm29686	-	Distal Intergenic	miR-875 (1)	miR-1/206 (1), miR-155 (1), miR-544a (1)			LINE@Lx3A(-)	LINE/LTR
sidd	chr16:51748725-51748875	Gm29686	-	Distal Intergenic	miR-186 (1), miR-203a (1)	miR-653 (1)			LINE@L1Md_F2(+), LINE@L1M1(+), LINE@Lx8(+)	LINE/LTR
sidd	chr16:51876139-51876387	Gm29686	-	Distal Intergenic	miR-203a (2), miR-216b (1), miR-224 (1), miR-539 (1)	miR-1/206 (1), miR-188 (1), miR-204/211 (1), miR-653 (1), miR-758 (1)			LINE@L1_Mus3(+)	LINE/LTR
sidd	chr16:51945036-51945196	Gm29686	-	Distal Intergenic		miR-145 (1), miR-185 (1), miR-216a (1), miR-543 (1)		dELS@EM10E0625192	LINE@L1_Mus4(-)	cCRE & LINE/LTR
sidd	chr16:52244876-52245028	Alcam	-	Distal Intergenic	miR-154 (1), miR-205 (1), miR-873 (1)	miR-203a (1), miR-653 (1)			LINE@Lx9(-), LINE@L1_Mus2(-)	LINE/LTR
sidd	chr16:52406712-52406893	Alcam	-	Intron	miR-155 (1), miR-186 (1), miR-331 (1), miR-379 (1), miR-495 (1)	miR-369 (1), miR-374 (1), miR-655 (1)			LINE@L1MC3(+), LINE@Lx3B(-), LINE@Lx3B(+)	LINE/LTR
sidd	chr16:52667476-52667606	Gm49634	-	Distal Intergenic	miR-150 (1), miR-302c (1), miR-346 (1), miR-410 (1), miR-543 (1)	miR-216a (1), miR-339 (1)			LTR@IAPLTR2a2_Mm(-), LINE@L1Md_A(+)	LINE/LTR
sidd	chr16:52879348-52879554	4930405D01Rik	+	Intron	miR-26 (1), miR-340 (1), miR-369 (1), miR-374 (2), miR-376ab (1), miR-655 (1), miR-876 (1)	miR-142 (1), miR-203a (1)			LINE@L1_Mus2(+)	LINE/LTR
sidd	chr16:53069934-53070102	Gm25723	-	Distal Intergenic	miR-488 (1)	miR-203a (2), miR-302c (1)			LINE@L1_Mus4(-)	LINE/LTR
sidd	chr16:53370333-53370487	Gm22459	-	Distal Intergenic		miR-203a (1)			LINE@L1_Mur2(-), LINE@L1_Mur2(-), LINE@L1_Mus2(-)	LINE/LTR
sidd	chr16:53437659-53437817	Gm22459	-	Distal Intergenic	miR-203a (2), miR-33 (1)	miR-325 (1)			LINE@L1_Mus3(+), LINE@L1_Mur1(+)	LINE/LTR
sidd	chr16:53588666-53588808	Gm49638	-	Distal Intergenic	miR-203a (2)	miR-186 (1), miR-203a (1)	miR-203a		LINE@L1Md_Gf(-), LINE@L1Md_A(-)	LINE/LTR
sidd	chr16:53637998-53638190	Gm49638	-	Distal Intergenic	miR-132/212 (1), miR-488 (1), miR-539 (1)				LTR@RLTR10B2(-)	LINE/LTR
sidd	chr16:53726763-53726894	Gm49638	-	Distal Intergenic	miR-188 (1), miR-204/211 (1)	miR-203a (2), miR-410 (1)			LINE@L1_Mus2(+), LINE@L1_Mus3(-)	LINE/LTR
sidd	chr16:54095088-54095290	Gm5487	+	Distal Intergenic	miR-374 (1), miR-539 (1)	miR-329/362 (1), miR-448 (1)			LTR@MTB_Mm(-), LTR@RMER16_Mm(+)	LINE/LTR
sidd	chr16:54135182-54135313	Gm5487	+	Distal Intergenic	miR-340 (1)				LTR@ERVB7_1-LTR_MM(-), LTR@MMERVK10C-int(+)	LINE/LTR
sidd	chr16:54340191-54340355	Gm49639	-	Distal Intergenic	miR-186 (1), miR-188 (1), miR-670 (1)	miR-203a (4)			LINE@Lx2(-)	LINE/LTR
sidd	chr16:54359256-54359388	Gm25853	+	Distal Intergenic	miR-188 (1), miR-204/211 (1)	miR-203a (2), miR-28/708 (1)			LINE@L1Md_A(-), LINE@L1_Mus2(-)	LINE/LTR
sidd	chr16:54371512-54371691	Gm25853	+	Distal Intergenic	miR-1197 (1), miR-26 (1), miR-29 (1), miR-340 (1)				LTR@MTA_Mm(-)	LINE/LTR
sidd	chr16:54406172-54406335	Gm25853	+	Distal Intergenic	miR-203a (2), miR-369 (1), miR-374 (1), miR-655 (1)				LINE@L1_Mus3(+)	LINE/LTR
sidd	chr16:54732885-54732994	Gm8881	-	Distal Intergenic	miR-125 (1), miR-495 (2)				LINE@Lx3A(+), LTR@RMER4B(+)	LINE/LTR
sidd	chr16:54762833-54763014	Gm8881	-	Distal Intergenic		miR-129 (1)			LINE@Lx3C(-), LINE@Lx2(-)	LINE/LTR
sidd	chr16:54902911-54903076	Gm22977	+	Distal Intergenic	miR-142 (1), miR-203a (2), miR-490 (1)	miR-154 (1)			LTR@MLT1A1(-), LINE@L1_Mus2(+)	LINE/LTR
sidd	chr16:55068981-55069176	Gm22977	+	Distal Intergenic		miR-409 (1)			LTR@RLTR44A(-), LINE@L1VL2(-)	LINE/LTR
sidd	chr16:55184481-55184634	Zpld1	-	Distal Intergenic	miR-214 (1), miR-505 (1)				LINE@L1Md_F2(-)	LINE/LTR
sidd	chr16:55187224-55187362	Zpld1	-	Distal Intergenic	miR-203a (2), miR-411 (1)	miR-188 (1), miR-204/211 (1)			LINE@L1_Mus3(+), LTR@RLTR12BD_Mm(+), LTR@RLTR12BD_Mm(+)	LINE/LTR
sidd	chr16:55264590-55264699	Zpld1	-	Intron	miR-383 (1)	miR-142 (1), miR-340 (1), miR-532 (1), miR-539 (1)			LINE@Lx7(+)	LINE/LTR
sidd	chr16:55289105-55289226	Zpld1	-	Intron	miR-335 (1), miR-670 (1)	miR-1251 (1), miR-504 (1)			LINE@L1Md_F2(-), LINE@L1Md_F2(-)	LINE/LTR
sidd	chr16:55307505-55307644	Zpld1	-	Distal Intergenic	miR-203a (1)	miR-183 (1), miR-670 (1)			LINE@L1Md_F2(+), LINE@L1Md_F2(+)	LINE/LTR
sidd	chr16:55331281-55331398	Zpld1	-	Distal Intergenic		miR-1251 (1), miR-137 (1)			LINE@L1Md_F2(-), LINE@L1_Mur2(+)	LINE/LTR
sidd	chr16:55431092-55431232	Mir5118	+	Distal Intergenic		miR-205 (1), miR-495 (3)			LINE@Lx4B(-)	LINE/LTR
sidd	chr16:55546858-55547006	Gm23003	-	Distal Intergenic	miR-186 (1), miR-203a (2)	miR-329/362 (1)			LINE@L1Md_F2(+)	LINE/LTR
sidd	chr16:55709490-55709625	Gm19771	+	Distal Intergenic	miR-186 (1), miR-203a (2), miR-216b (1)	miR-140 (1), miR-142 (1)			LINE@Lx2(+)	LINE/LTR
sidd	chr16:56059077-56059246	Senp7	+	Intron	miR-216b (1)	miR-143 (1), miR-452 (1)			LTR@MTA_Mm(-), LTR@MTA_Mm-int(-)	LINE/LTR
sidd	chr16:56330882-56331050	Gm21050	-	Distal Intergenic	miR-216b (1), miR-382 (1), miR-455 (1)	miR-96/1271 (1)			LTR@IAP-d-int(-), LINE@L1Md_F2(-)	LINE/LTR
sidd	chr16:56414081-56414259	Abi3bp	+	Distal Intergenic	miR-142 (1), miR-203a (1), miR-365 (1), miR-875 (1)	miR-185 (1), miR-296 (1), miR-494 (1), miR-653 (1)			LINE@L1Md_F2(+), LINE@Lx9(-)	LINE/LTR
sidd	chr16:56505290-56505502	Abi3bp	+	Intron	miR-142 (1), miR-433 (1), miR-505 (1)	miR-140 (1), miR-346 (1), miR-433 (1), miR-495 (1)	miR-433		LTR@MTB(+)	LINE/LTR
sidd	chr16:56763447-56763596	Gm15693	+	Intron	miR-203a (2)	miR-377 (1), miR-543 (1)			LINE@L1_Mus1(+), LINE@Lx7(+)	LINE/LTR
sidd	chr16:56838269-56838418	Tmem45a	-	Intron	miR-203a (2)				LINE@L1_Mus1(+), LINE@L3b(-)	LINE/LTR
sidd	chr16:56956484-56956631	Gm8938	+	Distal Intergenic	miR-186 (1), miR-190 (1)				LTR@ORR1B1(+), LINE@L1_Mus4(+), LTR@ORR1B1(+)	LINE/LTR
sidd	chr16:56959083-56959198	Gm8938	+	Distal Intergenic	miR-193 (1)	miR-330 (1)			LTR@LTRIS2(+), LINE@L1_Mus2(+)	LINE/LTR
sidd	chr16:57056961-57057095	Tmem45a2	-	Intron	miR-203a (2)				LINE@L1_Mus2(+), LINE@Lx5c(+)	LINE/LTR
sidd	chr16:57063449-57063608	Tmem45a2	-	Intron	miR-186 (1), miR-33 (1)	miR-382 (1)			LINE@L1_Mus2(+)	LINE/LTR
sidd	chr16:57264282-57264400	Gm49581	-	Promoter (1-2kb)	miR-200bc/429 (1), miR-330 (1)	miR-186 (1)			LTR@MTE2b(+)	LINE/LTR
sidd	chr16:57926706-57926919	Gm37458	+	Intron	miR-142 (1), miR-188 (1), miR-217 (1), miR-324 (1)	miR-142 (1), miR-329/362 (1), miR-340 (1), miR-452 (1), miR-455 (1)	miR-142		LINE@Lx3C(-)	LINE/LTR
sidd	chr16:58061737-58061912	Gm49576	-	Distal Intergenic	miR-17/20/93/106/519d (1), miR-181 (1), miR-203a (2), miR-302abd (1), miR-302c (1)	miR-499 (1)			LINE@L1_Mus2(+)	LINE/LTR
sidd	chr16:58071114-58071238	Gm49576	-	Distal Intergenic	miR-203a (1), miR-329/362 (1)				LINE@L1_Mus2(+)	LINE/LTR
sidd	chr16:58125548-58125656	Gm49574	+	Distal Intergenic	miR-122 (1), miR-299 (1)	miR-483 (1)			LINE@Lx3_Mus(+)	LINE/LTR
sidd	chr16:58249169-58249305	Gm49574	+	Exon	miR-141/200a (1), miR-361 (1), miR-455 (1)	miR-183 (1), miR-203a (1), miR-455 (1), miR-503 (1)	miR-455		LINE@L1Md_T(+)	LINE/LTR
sidd	chr16:58363863-58364011	4930461C15Rik	-	Distal Intergenic		miR-151a (1)			LINE@L1Md_A(+), LINE@L1_Mus1(-)	LINE/LTR
sidd	chr16:58397827-58397972	4930461C15Rik	-	Distal Intergenic	miR-140 (1), miR-203a (2)				LINE@L1_Mus4(+)	LINE/LTR
sidd	chr16:58631218-58631346	Ftdc2	-	Distal Intergenic		miR-539 (1)			LINE@L1Md_F2(+), LINE@L1Md_F2(+)	LINE/LTR
sidd	chr16:58643833-58643978	Ftdc2	-	Distal Intergenic	miR-143 (1), miR-324 (1), miR-876 (1)	miR-1298 (1), miR-382 (1), miR-495 (1)			LINE@L1Md_F3(-)	LINE/LTR
sidd	chr16:58857390-58857572	Olfr177	-	Distal Intergenic		miR-203a (2)			LTR@RLTR13D3A(+), LINE@L1_Mus2(-), LINE@L1_Mus2(-)	LINE/LTR
sidd	chr16:58944000-58944109	Olfr180	-	Distal Intergenic	miR-369 (1)	miR-203a (2)			LINE@L1Md_F2(-), LINE@L1Md_F2(-), LINE@L1_Mur2(-)	LINE/LTR
sidd	chr16:58964253-58964407	Gm45071	+	Distal Intergenic	miR-376c (1)				LINE@L1_Mur3(+), LINE@Lx3A(-)	LINE/LTR
sidd	chr16:58975198-58975344	Gm45071	+	Distal Intergenic	miR-190 (1), miR-455 (1), miR-494 (1), miR-495 (1), miR-653 (1)	miR-124 (1)			LINE@L1_Mus3(+), LINE@Lx6(+)	LINE/LTR
sidd	chr16:59008317-59008461	Olfr184-ps1	-	Promoter (<=1kb)		miR-203a (2), miR-381 (1)			LINE@L1_Mus3(-)	LINE/LTR
sidd	chr16:59188897-59189065	Olfr197	-	Promoter (<=1kb)	miR-203a (2)	miR-409 (1)			LINE@Lx2(+), LINE@Lx2(+), LINE@L1_Mur3(+)	LINE/LTR
sidd	chr16:59194621-59194780	Olfr197	-	Distal Intergenic	miR-129 (1)	miR-203a (2), miR-495 (1)			LINE@Lx(-), LINE@L1_Mur2(-), LINE@L1_Mus1(-)	LINE/LTR
sidd	chr16:59221073-59221216	Olfr199	-	Promoter (1-2kb)	miR-203a (1)	miR-483 (2), miR-668 (1)			LINE@L1Md_F2(+), LINE@L1Md_F3(+)	LINE/LTR
sidd	chr16:59246285-59246478	Olfr200-ps1	-	Distal Intergenic	miR-216b (1), miR-382 (1)	miR-129 (1), miR-668 (1), miR-670 (1)			LTR@IAPEy-int(-)	LINE/LTR
sidd	chr16:59246515-59246671	Olfr200-ps1	-	Distal Intergenic	miR-493 (1)	miR-183 (1), miR-223 (1), miR-96/1271 (1)			LTR@IAPEy-int(-)	LINE/LTR
sidd	chr16:59246759-59246890	Olfr200-ps1	-	Distal Intergenic	miR-124 (1), miR-129 (1)	miR-324 (1)			LTR@IAPEy-int(-)	LINE/LTR
sidd	chr16:59335632-59335732	Olfr205	-	Distal Intergenic	miR-203a (1), miR-431 (1)	miR-21/590 (1), miR-31 (1)			LINE@L1Md_A(+), LINE@L1Md_A(+)	LINE/LTR
sidd	chr16:59337499-59337670	Olfr205	-	Distal Intergenic	miR-376c (1), miR-382 (1), miR-495 (1)				LINE@L1Md_A(+)	LINE/LTR
sidd	chr16:59342865-59343005	Olfr206	-	Promoter (2-3kb)	miR-325 (1)	miR-203a (2)			LINE@Lx2(-), LTR@MTE-int(-)	LINE/LTR
sidd	chr16:59357427-59357618	Olfr209	-	Distal Intergenic	miR-203a (1)	miR-129 (1), miR-670 (1)			LINE@L1Md_F2(+), LINE@Lx2B(+)	LINE/LTR
sidd	chr16:59372355-59372518	Olfr209	-	Distal Intergenic	miR-410 (1)	miR-218 (1), miR-325 (1), miR-376ab (1)			LINE@L1Md_T(+)	LINE/LTR
sidd	chr16:59381406-59381525	Olfr209	-	Distal Intergenic		miR-496 (1)			LINE@Lx5(+)	LINE/LTR
sidd	chr16:59382844-59383013	Olfr209	-	Distal Intergenic	miR-202 (1), miR-361 (1), miR-448 (1), miR-670 (1), miR-96/1271 (1)	miR-186 (1), miR-203a (1)			LINE@L1M3(+), LINE@L1Md_F3(-)	LINE/LTR
sidd	chr16:59728799-59728945	Arl6	-	Intron	miR-101 (1), miR-203a (2), miR-544a (1), miR-655 (1)				LINE@L1_Mus1(-), LINE@Lx2B2(-), LINE@L1_Mus3(-)	LINE/LTR
sidd	chr16:59747305-59747479	Arl6	-	Intron	miR-203a (1)	miR-124 (1), miR-376c (1), miR-670 (1), miR-802 (1)			LINE@L1Md_F2(+), LINE@L1VL2(+)	LINE/LTR
sidd	chr16:60037047-60037196	Epha6	-	Intron	miR-19 (1), miR-223 (1), miR-374 (1), miR-433 (1), miR-670 (1)	miR-203a (1), miR-489 (1)			LINE@Lx5c(-), LINE@L1_Mus4(-)	LINE/LTR
sidd	chr16:60213048-60213203	Gm24755	-	Intron	miR-452 (1)	miR-203a (2), miR-31 (1)			LTR@RMER15(+), LINE@L1_Mus3(-)	LINE/LTR
sidd	chr16:60418577-60418717	Gm4660	-	Intron	miR-203a (2)	miR-17/20/93/106/519d (1)			LINE@L1_Mus2(+), LINE@L1_Mus2(-)	LINE/LTR
sidd	chr16:60530452-60530629	Gm9017	+	Intron	miR-146 (1), miR-26 (1), miR-329/362 (1)	miR-129 (1), miR-361 (1), miR-376ab (1)			LINE@Lx3C(+)	LINE/LTR
sidd	chr16:60562883-60563047	Gm9017	+	Intron	miR-129 (1), miR-146 (1), miR-186 (2)	miR-10 (1), miR-129 (1), miR-134 (1), miR-142 (1), miR-186 (1)	miR-129, miR-186		LTR@MTA_Mm(+), LINE@L1_Mus4(+)	LINE/LTR
sidd	chr16:60690457-60690598	Gm27784	-	Distal Intergenic	miR-203a (2)	miR-1/206 (1)			LINE@Lx(+), LTR@RMER13A1(-)	LINE/LTR
sidd	chr16:60691738-60691948	Gm27784	-	Distal Intergenic	miR-142 (1), miR-33 (1), miR-340 (1), miR-448 (1)	miR-186 (1)			LINE@L1M4b(-), LTR@RLTR10C(-)	LINE/LTR
sidd	chr16:60733604-60733772	Gm27784	-	Distal Intergenic	miR-409 (1)	miR-374 (1), miR-410 (1)			LINE@Lx(+), LINE@L1Md_A(+)	LINE/LTR
sidd	chr16:60781199-60781317	Gm27784	-	Distal Intergenic		miR-186 (1)			LINE@L1M2(-), LINE@Lx2B(-)	LINE/LTR
sidd	chr16:60787726-60787868	Gm27784	-	Distal Intergenic		miR-496 (1)			LINE@Lx4A(-)	LINE/LTR
sidd	chr16:60809856-60810015	Gm27784	-	Distal Intergenic	miR-340 (1)	miR-142 (1), miR-374 (1)			LINE@Lx2(+)	LINE/LTR
sidd	chr16:60832881-60833079	Gm27784	-	Distal Intergenic		miR-142 (1), miR-155 (1), miR-381 (1), miR-409 (1)			LINE@L1Md_T(-)	LINE/LTR
sidd	chr16:60907965-60908103	Gm17065	+	Distal Intergenic	miR-196 (1), miR-374 (1)	miR-214 (1), miR-655 (1)			LINE@L1_Mus3(+), LINE@L1_Mus3(+)	LINE/LTR
sidd	chr16:61025203-61025324	Gm17065	+	Distal Intergenic	miR-325 (1), miR-382 (1)	miR-203a (1), miR-30 (1), miR-543 (1), miR-873 (1)			LINE@MusHAL1(-), LINE@L1_Mus4(-)	LINE/LTR
sidd	chr16:61228763-61228921	Gm17054	+	Distal Intergenic	miR-203a (1), miR-493 (1)	miR-381 (1), miR-493 (1), miR-539 (1)	miR-493		LINE@L1Md_F3(+), LINE@L1_Mm(+)	LINE/LTR
sidd	chr16:62152190-62152334	Gm49615	+	Distal Intergenic	miR-186 (1), miR-224 (1), miR-27 (1)	miR-186 (1), miR-216a (1)	miR-186		LINE@L1Md_F2(+)	LINE/LTR
sidd	chr16:62244694-62244831	Gm49615	+	Distal Intergenic	miR-1306 (1), miR-203a (1)	miR-203a (2), miR-495 (1)	miR-203a		LINE@L1_Mus3(-)	LINE/LTR
sidd	chr16:62292073-62292191	CT010569.1	-	Distal Intergenic	miR-142 (1), miR-203a (2), miR-873 (1)	miR-409 (1)			LTR@ORR1D1(-), LINE@L1Md_T(+), LINE@L1_Mus3(+)	LINE/LTR
sidd	chr16:62394442-62394554	CT010569.1	-	Distal Intergenic	miR-30 (1), miR-495 (1)	miR-876 (1)			LINE@L1Md_F2(+), LINE@L1Md_F(+)	LINE/LTR
sidd	chr16:62400184-62400320	CT010569.1	-	Distal Intergenic		miR-23 (1)			LINE@L1Md_F2(+), LINE@L1Md_F2(+)	LINE/LTR
sidd	chr16:62544530-62544664	Gm24164	+	Distal Intergenic	miR-132/212 (1), miR-377 (1), miR-582 (1)	miR-134 (1), miR-488 (1), miR-758 (1)			LINE@Lx7(-), LTR@RLTR26_Mus(+)	LINE/LTR
sidd	chr16:62628270-62628391	Gm19000	+	Distal Intergenic	miR-203a (1), miR-873 (2)	miR-125 (1), miR-203a (1), miR-874 (1)	miR-203a		LINE@Lx3_Mus(-)	LINE/LTR
sidd	chr16:62628400-62628516	Gm19000	+	Distal Intergenic	miR-141/200a (1)	miR-199 (1)			LINE@Lx3_Mus(-)	LINE/LTR
sidd	chr16:62690150-62690269	Gm9816	+	Distal Intergenic	miR-203a (2), miR-30 (1)	miR-133 (1)			LINE@Lx2(+)	LINE/LTR
sidd	chr16:62751569-62751742	Nsun3	-	Intron	miR-203a (1)	miR-205 (1), miR-26 (1), miR-670 (1)			LTR@ORR1A4-int(+), LINE@L1Md_F2(+)	LINE/LTR
sidd	chr16:63114211-63114356	Gm49621	+	Promoter (2-3kb)		miR-203a (1)			LINE@L1Md_T(-)	LINE/LTR
sidd	chr16:63159089-63159329	Gm49621	+	Distal Intergenic	miR-144 (1), miR-214 (1), miR-873 (1)	miR-135 (1), miR-186 (1), miR-30 (1), miR-376c (1)		dELS@EM10E0626286	LTR@MTB_Mm(+)	cCRE & LINE/LTR
sidd	chr16:63189164-63189302	Gm33912	-	Distal Intergenic		miR-203a (2), miR-455 (1)			LINE@L1_Mus4(-)	LINE/LTR
sidd	chr16:63463483-63463651	Gm49622	-	Distal Intergenic	miR-204/211 (1), miR-216a (1)	miR-15/16/195/424/497 (1), miR-193 (1), miR-376ab (1)				
sidd	chr16:63558829-63558976	Gm49622	-	Intron	miR-494 (1), miR-653 (1)	miR-483 (1)			LINE@L1_Mus2(+)	LINE/LTR
sidd	chr16:63968365-63968571	Gm49627	-	Distal Intergenic	miR-21/590 (1), miR-490 (1), miR-493 (1)	miR-1/206 (1), miR-138 (1), miR-153 (1), miR-216b (1)			LINE@L1Md_T(+)	LINE/LTR
