Gene ID	Gene Name	Gene Type	g4	h-dna	sidd	z-dna	Flipon types
ENSMUSG00000032773.9	Chrm1	protein_coding	1.0				G
ENSMUSG00000032766.9	Gng11	protein_coding		1.0		1.0	HZ
ENSMUSG00000032744.4	Heyl	protein_coding	1.0	1.0			GH
ENSMUSG00000032726.12	Bmp8a	protein_coding				4.0	Z
ENSMUSG00000032537.15	Ephb1	protein_coding	1.0		1.0	3.0	GSZ
ENSMUSG00000033569.17	Adgrb3	protein_coding	2.0	1.0		2.0	GHZ
ENSMUSG00000033579.16	Fa2h	protein_coding	2.0				G
ENSMUSG00000042873.11	Lhfpl4	protein_coding	6.0			3.0	GZ
ENSMUSG00000042942.18	Greb1l	protein_coding	4.0			1.0	GZ
ENSMUSG00000042961.13	Egflam	protein_coding				1.0	Z
ENSMUSG00000042985.7	Upk3b	protein_coding	1.0				G
ENSMUSG00000042988.10	Notum	protein_coding	1.0			3.0	GZ
ENSMUSG00000043003.14	Rasef	protein_coding	1.0			3.0	GZ
ENSMUSG00000043013.10	Onecut1	protein_coding	2.0	1.0		5.0	GHZ
ENSMUSG00000042834.15	Nrep	protein_coding	2.0	1.0		3.0	GHZ
ENSMUSG00000034275.18	Igsf9b	protein_coding	1.0			2.0	GZ
ENSMUSG00000043068.6	Fam89a	protein_coding	2.0			3.0	GZ
ENSMUSG00000034265.8	Zdhhc14	protein_coding				1.0	Z
ENSMUSG00000034258.4	Flvcr2	protein_coding	1.0				G
ENSMUSG00000034224.14	Slc38a8	protein_coding	1.0				G
ENSMUSG00000034220.7	Gpc1	protein_coding	5.0	2.0	1.0	3.0	GHSZ
ENSMUSG00000034205.16	Loxl2	protein_coding	2.0	1.0		2.0	GHZ
ENSMUSG00000034185.9	6430628N08Rik	protein_coding	1.0				G
ENSMUSG00000043051.17	Disc1	protein_coding				1.0	Z
ENSMUSG00000042826.13	Fgf11	protein_coding	1.0			1.0	GZ
ENSMUSG00000042821.7	Snai1	protein_coding	1.0				G
ENSMUSG00000042812.5	Foxf1	protein_coding	4.0	1.0		3.0	GHZ
ENSMUSG00000034427.17	Myo15b	protein_coding	1.0				G
ENSMUSG00000034413.14	Neurl1b	protein_coding	5.0	1.0		6.0	GHZ
ENSMUSG00000034402.3	Kcnh5	protein_coding	1.0			1.0	GZ
ENSMUSG00000042793.13	Lgr6	protein_coding	1.0			2.0	GZ
ENSMUSG00000034394.14	Lif	protein_coding	1.0			3.0	GZ
ENSMUSG00000034384.11	Barhl2	protein_coding	2.0			4.0	GZ
ENSMUSG00000034382.14	AI661453	protein_coding	1.0	1.0		2.0	GHZ
ENSMUSG00000034361.10	Cpne2	protein_coding	1.0	1.0	1.0	2.0	GHSZ
ENSMUSG00000034353.14	Ramp1	protein_coding	2.0			1.0	GZ
ENSMUSG00000034336.3	Ina	protein_coding	1.0			2.0	GZ
ENSMUSG00000034324.16	Tmem132c	protein_coding	2.0	1.0		1.0	GHZ
ENSMUSG00000034312.15	Iqsec1	protein_coding	2.0			4.0	GZ
ENSMUSG00000034310.8	Tmem132d	protein_coding	1.0	1.0		7.0	GHZ
ENSMUSG00000034295.10	Fhod3	protein_coding	4.0	1.0		2.0	GHZ
ENSMUSG00000042804.13	Gpr153	protein_coding	4.0			1.0	GZ
ENSMUSG00000034282.3	Evpl	protein_coding	2.0			1.0	GZ
ENSMUSG00000042807.15	Hecw2	protein_coding	1.0			4.0	GZ
ENSMUSG00000043079.17	Synpo	protein_coding	1.0	1.0			GH
ENSMUSG00000034171.13	Faah	protein_coding	1.0			2.0	GZ
ENSMUSG00000034164.17	Emid1	protein_coding				1.0	Z
ENSMUSG00000034161.8	Scx	protein_coding				3.0	Z
ENSMUSG00000033768.17	Nrxn2	protein_coding	8.0	3.0		6.0	GHZ
ENSMUSG00000033763.14	Mtss2	protein_coding	3.0			3.0	GZ
ENSMUSG00000033737.14	Fndc3c1	protein_coding	2.0				G
ENSMUSG00000033726.8	Emx1	protein_coding	2.0			3.0	GZ
ENSMUSG00000033722.9	BC034090	protein_coding	2.0		1.0	3.0	GSZ
ENSMUSG00000033717.6	Adra2a	protein_coding		1.0		1.0	HZ
ENSMUSG00000033713.12	Foxn3	protein_coding	1.0				G
ENSMUSG00000033707.9	Lrrc24	protein_coding	1.0				G
ENSMUSG00000033697.16	Arhgap39	protein_coding	2.0			3.0	GZ
ENSMUSG00000033676.13	Gabrb3	protein_coding	5.0	1.0		3.0	GHZ
ENSMUSG00000033644.5	Piwil2	protein_coding		1.0			H
ENSMUSG00000033615.9	Cplx1	protein_coding	2.0	1.0		1.0	GHZ
ENSMUSG00000033597.9	Caskin1	protein_coding	8.0			3.0	GZ
ENSMUSG00000033594.11	Spata2l	protein_coding	1.0			2.0	GZ
ENSMUSG00000043110.2	Lrrn4	protein_coding				1.0	Z
ENSMUSG00000033590.8	Myo5c	protein_coding				2.0	Z
ENSMUSG00000033581.17	Igf2bp2	protein_coding	3.0			12.0	GZ
ENSMUSG00000033770.13	Clcnka	protein_coding	1.0				G
ENSMUSG00000033577.18	Myo6	protein_coding	2.0			2.0	GZ
ENSMUSG00000033774.4	Npbwr1	protein_coding				1.0	Z
ENSMUSG00000033882.15	Rbm46	protein_coding	1.0				G
ENSMUSG00000034145.14	Tmem63c	protein_coding		1.0			H
ENSMUSG00000034112.9	Atp2c2	protein_coding	1.0			1.0	GZ
ENSMUSG00000034040.16	Galnt17	protein_coding				2.0	Z
ENSMUSG00000034037.14	Fgd5	protein_coding	2.0	1.0		1.0	GHZ
ENSMUSG00000034031.5	Ccdc182	protein_coding				1.0	Z
ENSMUSG00000043085.14	Tmem82	protein_coding	1.0			1.0	GZ
ENSMUSG00000043099.4	Hic1	protein_coding	3.0	1.0		1.0	GHZ
ENSMUSG00000034006.17	Slc66a2	protein_coding				1.0	Z
ENSMUSG00000033998.9	Kcnk1	protein_coding	1.0	1.0		3.0	GHZ
ENSMUSG00000033981.14	Gria2	protein_coding				2.0	Z
ENSMUSG00000033966.8	Cdkl4	protein_coding	2.0			1.0	GZ
ENSMUSG00000033965.10	Slc16a2	protein_coding	1.0			1.0	GZ
ENSMUSG00000033960.6	Jcad	protein_coding	3.0			1.0	GZ
ENSMUSG00000033949.12	Trim36	protein_coding	2.0	2.0		1.0	GHZ
ENSMUSG00000033948.3	Zswim5	protein_coding		1.0		5.0	HZ
ENSMUSG00000033910.13	Gucy1a1	protein_coding				1.0	Z
ENSMUSG00000033900.13	Map9	protein_coding	1.0				G
ENSMUSG00000033805.12	Ephx4	protein_coding	3.0			1.0	GZ
ENSMUSG00000032532.7	Cck	protein_coding			1.0	1.0	SZ
ENSMUSG00000032531.15	Amotl2	protein_coding				2.0	Z
ENSMUSG00000032530.14	Lyzl4	protein_coding				1.0	Z
ENSMUSG00000031963.8	Bmper	protein_coding	3.0			5.0	GZ
ENSMUSG00000031955.10	Bcar1	protein_coding	5.0			2.0	GZ
ENSMUSG00000031952.5	Chst5	protein_coding	2.0				G
ENSMUSG00000031937.7	Vstm5	protein_coding		1.0			H
ENSMUSG00000031932.14	Gpr83	protein_coding	1.0			1.0	GZ
ENSMUSG00000031930.11	Wwp2	protein_coding	2.0				G
ENSMUSG00000031925.17	Maml2	protein_coding				1.0	Z
ENSMUSG00000043668.13	Tox3	protein_coding	8.0			3.0	GZ
ENSMUSG00000043673.11	Kcns3	protein_coding	1.0			3.0	GZ
ENSMUSG00000031906.9	Smpd3	protein_coding				1.0	Z
ENSMUSG00000031898.9	Dpep3	protein_coding				2.0	Z
ENSMUSG00000031891.6	Hsd11b2	protein_coding	1.0			1.0	GZ
ENSMUSG00000031883.13	Car7	protein_coding	3.0			3.0	GZ
ENSMUSG00000031872.14	Bean1	protein_coding	3.0			1.0	GZ
ENSMUSG00000043753.2	Dmrta1	protein_coding	1.0			2.0	GZ
ENSMUSG00000031853.5	Map3k21	protein_coding				4.0	Z
ENSMUSG00000043687.15	1190005I06Rik	protein_coding	1.0			2.0	GZ
ENSMUSG00000031970.16	Dbndd1	protein_coding	2.0			1.0	GZ
ENSMUSG00000031987.6	Egln1	protein_coding				1.0	Z
ENSMUSG00000043664.7	Tmem221	protein_coding				2.0	Z
ENSMUSG00000032060.10	Cryab	protein_coding		1.0			H
ENSMUSG00000032036.15	Kirrel3	protein_coding	2.0			2.0	GZ
ENSMUSG00000032033.11	Barx2	protein_coding	1.0			7.0	GZ
ENSMUSG00000032024.10	Clmp	protein_coding	1.0			2.0	GZ
ENSMUSG00000032023.7	Jhy	protein_coding	3.0			1.0	GZ
ENSMUSG00000032020.15	Ubash3b	protein_coding	1.0			1.0	GZ
ENSMUSG00000032017.14	Grik4	protein_coding	2.0	2.0	1.0	1.0	GHSZ
ENSMUSG00000032014.6	Oaf	protein_coding				2.0	Z
ENSMUSG00000032013.6	Trim29	protein_coding			1.0		S
ENSMUSG00000032012.9	Nectin1	protein_coding	1.0		1.0	2.0	GSZ
ENSMUSG00000043639.15	Rbm20	protein_coding				2.0	Z
ENSMUSG00000032010.15	Usp2	protein_coding	1.0			1.0	GZ
ENSMUSG00000032006.15	Pdgfd	protein_coding				1.0	Z
ENSMUSG00000043648.7	Pld6	protein_coding				1.0	Z
ENSMUSG00000031997.9	Trpc6	protein_coding				1.0	Z
ENSMUSG00000031996.17	Aplp2	protein_coding	1.0			2.0	GZ
ENSMUSG00000031994.13	Adamts8	protein_coding		1.0		2.0	HZ
ENSMUSG00000031849.9	Comp	protein_coding	1.0	1.0			GH
ENSMUSG00000043782.9	Bicdl2	protein_coding	2.0			1.0	GZ
ENSMUSG00000031844.8	Hsd17b2	protein_coding				1.0	Z
ENSMUSG00000043811.5	Rtn4r	protein_coding	4.0			6.0	GZ
ENSMUSG00000031772.17	Cntnap4	protein_coding	1.0	2.0		1.0	GHZ
ENSMUSG00000031760.9	Mt3	protein_coding				2.0	Z
ENSMUSG00000031748.16	Gnao1	protein_coding	3.0		1.0	3.0	GSZ
ENSMUSG00000031740.8	Mmp2	protein_coding	2.0	1.0			GH
ENSMUSG00000031738.14	Irx6	protein_coding	2.0			2.0	GZ
ENSMUSG00000031737.11	Irx5	protein_coding	5.0	2.0		3.0	GHZ
ENSMUSG00000031734.13	Irx3	protein_coding	2.0				G
ENSMUSG00000031722.10	Hp	protein_coding		1.0			H
ENSMUSG00000031714.9	Gab1	protein_coding	1.0			3.0	GZ
ENSMUSG00000031710.4	Ucp1	protein_coding	1.0				G
ENSMUSG00000031700.11	Gpt2	protein_coding	1.0				G
ENSMUSG00000031688.4	Pou4f2	protein_coding	1.0	2.0		4.0	GHZ
ENSMUSG00000031681.16	Smad1	protein_coding	1.0				G
ENSMUSG00000031673.6	Cdh11	protein_coding	1.0				G
ENSMUSG00000031665.7	Sall1	protein_coding	3.0	1.0			GH
ENSMUSG00000031661.12	Nkd1	protein_coding	3.0	1.0	1.0	4.0	GHSZ
ENSMUSG00000044005.13	Gls2	protein_coding	1.0	1.0		1.0	GHZ
ENSMUSG00000031775.5	Pllp	protein_coding	1.0				G
ENSMUSG00000032064.17	Dixdc1	protein_coding	2.0			4.0	GZ
ENSMUSG00000031788.14	Kifc3	protein_coding	2.0		1.0	4.0	GSZ
ENSMUSG00000031808.7	Slc27a1	protein_coding	2.0			1.0	GZ
ENSMUSG00000043822.18	Adamtsl5	protein_coding	3.0			3.0	GZ
ENSMUSG00000031842.15	Pde4c	protein_coding	1.0			1.0	GZ
ENSMUSG00000031841.19	Cdh13	protein_coding	2.0			1.0	GZ
ENSMUSG00000031840.12	Rab3a	protein_coding				5.0	Z
ENSMUSG00000043827.9	Olfr94	protein_coding				2.0	Z
ENSMUSG00000043843.17	Tmem145	protein_coding	1.0	1.0		2.0	GHZ
ENSMUSG00000043857.16	Mgat5b	protein_coding	2.0			5.0	GZ
ENSMUSG00000043885.14	Slc36a4	protein_coding		1.0			H
ENSMUSG00000043903.4	Zfp469	protein_coding	1.0				G
ENSMUSG00000031837.14	Necab2	protein_coding	1.0			3.0	GZ
ENSMUSG00000031833.10	Mast3	protein_coding	1.0			1.0	GZ
ENSMUSG00000043913.14	Ccdc60	protein_coding			1.0	1.0	SZ
ENSMUSG00000031828.9	Klhl36	protein_coding	1.0				G
ENSMUSG00000031824.15	6430548M08Rik	protein_coding	1.0			2.0	GZ
ENSMUSG00000043940.15	Wdfy3	protein_coding	3.0			4.0	GZ
ENSMUSG00000031822.20	Gse1	protein_coding	3.0			6.0	GZ
ENSMUSG00000043969.4	Emx2	protein_coding		3.0			H
ENSMUSG00000031790.8	Mmp15	protein_coding	2.0			3.0	GZ
ENSMUSG00000032076.20	Cadm1	protein_coding	3.0			3.0	GZ
ENSMUSG00000032081.10	Apoc3	protein_coding	1.0				G
ENSMUSG00000043635.12	Adamts3	protein_coding	3.0			2.0	GZ
ENSMUSG00000032392.11	Parp16	protein_coding	1.0				G
ENSMUSG00000032387.15	Rbpms2	protein_coding	2.0			4.0	GZ
ENSMUSG00000032380.9	Dapk2	protein_coding	1.0			1.0	GZ
ENSMUSG00000043410.16	Hfm1	protein_coding	1.0				G
ENSMUSG00000032377.8	Plscr4	protein_coding	1.0				G
ENSMUSG00000032374.14	Plod2	protein_coding	2.0			1.0	GZ
ENSMUSG00000032368.14	Zic1	protein_coding	1.0	6.0		2.0	GHZ
ENSMUSG00000032366.15	Tpm1	protein_coding		1.0		3.0	HZ
ENSMUSG00000032363.15	Adamts7	protein_coding	4.0	1.0		2.0	GHZ
ENSMUSG00000032358.12	Fam83b	protein_coding	2.0			2.0	GZ
ENSMUSG00000032356.12	Rasgrf1	protein_coding	1.0	1.0		5.0	GHZ
ENSMUSG00000032346.7	Ooep	protein_coding	1.0		1.0	1.0	GSZ
ENSMUSG00000043419.11	Rnf227	protein_coding	1.0				G
ENSMUSG00000032344.17	Cgas	protein_coding		1.0		1.0	HZ
ENSMUSG00000043429.7	Ccdc185	protein_coding	1.0				G
ENSMUSG00000032340.8	Neo1	protein_coding	4.0			5.0	GZ
ENSMUSG00000032338.9	Hcn4	protein_coding	1.0	1.0		3.0	GHZ
ENSMUSG00000032394.6	Igdcc3	protein_coding	3.0			4.0	GZ
ENSMUSG00000032334.10	Loxl1	protein_coding	1.0			2.0	GZ
ENSMUSG00000032418.15	Me1	protein_coding	1.0				G
ENSMUSG00000032420.8	Nt5e	protein_coding	2.0	1.0			GH
ENSMUSG00000032528.5	Vipr1	protein_coding				1.0	Z
ENSMUSG00000032523.11	Hhatl	protein_coding	3.0	1.0			GH
ENSMUSG00000032511.17	Scn5a	protein_coding	3.0			6.0	GZ
ENSMUSG00000043301.16	Kcnj6	protein_coding	3.0			1.0	GZ
ENSMUSG00000032503.18	Arpp21	protein_coding	2.0	2.0		1.0	GHZ
ENSMUSG00000032502.8	Stac	protein_coding				1.0	Z
ENSMUSG00000032500.10	Dclk3	protein_coding	2.0	4.0		1.0	GHZ
ENSMUSG00000032492.14	Pth1r	protein_coding	8.0	3.0		5.0	GHZ
ENSMUSG00000043323.17	Fbrsl1	protein_coding	1.0			4.0	GZ
ENSMUSG00000043342.9	Hoxd9	protein_coding	4.0	1.0			GH
ENSMUSG00000032482.9	Cspg5	protein_coding	5.0			4.0	GZ
ENSMUSG00000032470.17	Mras	protein_coding	1.0			2.0	GZ
ENSMUSG00000032462.14	Pik3cb	protein_coding	1.0			2.0	GZ
ENSMUSG00000043391.10	2510009E07Rik	protein_coding	3.0	2.0		4.0	GHZ
ENSMUSG00000032452.12	Clstn2	protein_coding				1.0	Z
ENSMUSG00000043398.5	Gpr135	protein_coding				2.0	Z
ENSMUSG00000032446.14	Eomes	protein_coding		2.0		4.0	HZ
ENSMUSG00000032419.8	Tbx18	protein_coding	1.0			3.0	GZ
ENSMUSG00000031654.16	Cbln1	protein_coding	2.0			1.0	GZ
ENSMUSG00000032332.17	Col12a1	protein_coding	4.0	1.0		2.0	GHZ
ENSMUSG00000032318.12	Isl2	protein_coding	2.0			3.0	GZ
ENSMUSG00000032224.15	Fam81a	protein_coding	1.0			5.0	GZ
ENSMUSG00000032194.9	Kank2	protein_coding	2.0				G
ENSMUSG00000032186.15	Tmod2	protein_coding				3.0	Z
ENSMUSG00000032184.5	Lysmd2	protein_coding	1.0	1.0		1.0	GHZ
ENSMUSG00000032181.7	Scg3	protein_coding	1.0			1.0	GZ
ENSMUSG00000032177.17	Pde4a	protein_coding	6.0	1.0		7.0	GHZ
ENSMUSG00000032172.8	Olfm2	protein_coding	2.0	1.0			GH
ENSMUSG00000043557.16	Mdga1	protein_coding	2.0	2.0		2.0	GHZ
ENSMUSG00000032135.15	Mcam	protein_coding	4.0			2.0	GZ
ENSMUSG00000032131.16	Abcg4	protein_coding	1.0			1.0	GZ
ENSMUSG00000032128.15	Robo3	protein_coding	1.0	1.0	1.0	3.0	GHSZ
ENSMUSG00000043587.15	Pxylp1	protein_coding	1.0			1.0	GZ
ENSMUSG00000043614.13	Vps37d	protein_coding				1.0	Z
ENSMUSG00000032118.16	Fez1	protein_coding				3.0	Z
ENSMUSG00000032101.6	Ddx25	protein_coding	1.0			2.0	GZ
ENSMUSG00000032087.11	Dscaml1	protein_coding	1.0			2.0	GZ
ENSMUSG00000043629.12	1700019D03Rik	protein_coding				1.0	Z
ENSMUSG00000032231.14	Anxa2	protein_coding	3.0				G
ENSMUSG00000043432.7	Leng9	protein_coding	1.0				G
ENSMUSG00000032232.14	Cgnl1	protein_coding	2.0	1.0		1.0	GHZ
ENSMUSG00000043531.16	Sorcs1	protein_coding	1.0			6.0	GZ
ENSMUSG00000043439.5	Epop	protein_coding	1.0			1.0	GZ
ENSMUSG00000032315.6	Cyp1a1	protein_coding				1.0	Z
ENSMUSG00000043456.17	Zfp536	protein_coding	7.0	3.0	1.0	11.0	GHSZ
ENSMUSG00000032303.8	Chrna3	protein_coding				1.0	Z
ENSMUSG00000032297.11	Celf6	protein_coding	4.0			1.0	GZ
ENSMUSG00000032291.8	Crabp1	protein_coding	1.0			1.0	GZ
ENSMUSG00000043460.7	Elfn2	protein_coding		1.0		4.0	HZ
ENSMUSG00000032285.15	Dnaja4	protein_coding	2.0			2.0	GZ
ENSMUSG00000043463.6	Rab9b	protein_coding				1.0	Z
ENSMUSG00000043496.7	Tril	protein_coding				1.0	Z
ENSMUSG00000032278.11	Paqr5	protein_coding			1.0	1.0	SZ
ENSMUSG00000043518.7	Rai2	protein_coding	4.0	1.0		1.0	GHZ
ENSMUSG00000032265.14	Tent5a	protein_coding	1.0			1.0	GZ
ENSMUSG00000032262.13	Elovl4	protein_coding	2.0		1.0	2.0	GSZ
ENSMUSG00000032259.8	Drd2	protein_coding	2.0			3.0	GZ
ENSMUSG00000032243.8	Itga11	protein_coding	1.0				G
ENSMUSG00000032238.17	Rora	protein_coding	6.0	1.0		7.0	GHZ
ENSMUSG00000043556.10	Fbxl7	protein_coding				3.0	Z
ENSMUSG00000042066.16	Tmcc2	protein_coding	2.0			1.0	GZ
ENSMUSG00000118642.1	CT010467.2	pseudogene	2.0	1.0		3.0	GHZ
ENSMUSG00000052779.4	4833418N17Rik	pseudogene				1.0	Z
ENSMUSG00000055958.3	Gm9987	pseudogene				1.0	Z
ENSMUSG00000073179.3	Gm10478	pseudogene		1.0			H
ENSMUSG00000096037.1	n-R5s136	rRNA	1.0				G
ENSMUSG00000106106.3	CT010467.1	rRNA	2.0			5.0	GZ
ENSMUSG00000094630.1	n-R5s92	rRNA				1.0	Z
ENSMUSG00000094270.1	Gm22291	rRNA	1.0	1.0			GH
ENSMUSG00000089363.1	Gm23821	rRNA		1.0		1.0	HZ
ENSMUSG00000070225.1	n-R5s33	rRNA		3.0			H
ENSMUSG00000084630.1	n-R5s159	rRNA				1.0	Z
ENSMUSG00000064959.1	n-R5s41	rRNA				1.0	Z
ENSMUSG00000064860.1	n-R5s220	rRNA			1.0		S
ENSMUSG00000064617.1	n-R5s176	rRNA				2.0	Z
ENSMUSG00000065055.1	n-R5s213	rRNA			1.0		S
ENSMUSG00000088707.1	Gm25551	rRNA				1.0	Z
ENSMUSG00000098657.1	Gm27675	sRNA	1.0				G
ENSMUSG00000097983.1	Gm26971	sense_intronic		1.0			H
ENSMUSG00000105565.1	Gm43566	sense_intronic	3.0	1.0		2.0	GHZ
ENSMUSG00000105753.1	Gm43847	sense_intronic			1.0		S
ENSMUSG00000116092.1	Gm49422	sense_intronic				2.0	Z
ENSMUSG00000087514.1	Gm16076	sense_intronic		1.0		2.0	HZ
ENSMUSG00000087042.1	Gm11611	sense_intronic	1.0				G
ENSMUSG00000114709.1	Gm47920	sense_intronic	1.0				G
ENSMUSG00000113886.1	Gm48905	sense_intronic		1.0			H
ENSMUSG00000086129.1	Gm13558	sense_intronic		3.0			H
ENSMUSG00000085228.1	Gm14376	sense_intronic	1.0				G
ENSMUSG00000118550.1	AC135859.1	sense_intronic				1.0	Z
ENSMUSG00000106212.1	Gm43112	sense_intronic				2.0	Z
ENSMUSG00000093436.6	Gm20646	sense_overlapping				3.0	Z
ENSMUSG00000047935.17	Sox1ot	sense_overlapping	2.0	1.0	1.0	5.0	GHSZ
ENSMUSG00000086753.1	Gm15751	sense_overlapping	2.0				G
ENSMUSG00000097342.1	Gm26618	sense_overlapping		1.0		2.0	HZ
ENSMUSG00000093394.1	Gm20621	sense_overlapping	3.0				G
ENSMUSG00000077248.1	Gm23275	snRNA			1.0		S
ENSMUSG00000064616.1	Gm26454	snRNA			1.0		S
ENSMUSG00000064779.1	Gm22997	snRNA				1.0	Z
ENSMUSG00000089487.1	Gm24736	snRNA			1.0		S
ENSMUSG00000064882.1	Gm24202	snRNA		1.0			H
ENSMUSG00000064982.1	Gm25259	snRNA				1.0	Z
ENSMUSG00000065027.1	Gm25201	snRNA	1.0				G
ENSMUSG00000065291.1	Gm26125	snRNA			1.0		S
ENSMUSG00000065825.1	Gm26314	snRNA			1.0		S
ENSMUSG00000065843.1	Gm25186	snRNA		1.0			H
ENSMUSG00000087812.1	Gm25115	snRNA			1.0		S
ENSMUSG00000087796.1	Gm25964	snRNA	1.0				G
ENSMUSG00000070249.1	Gm23520	snRNA			1.0		S
ENSMUSG00000095678.1	Gm25101	snRNA	1.0				G
ENSMUSG00000094906.1	Gm23573	snRNA			1.0		S
ENSMUSG00000077317.1	Gm25785	snRNA		1.0			H
ENSMUSG00000094440.1	Gm25453	snRNA			1.0		S
ENSMUSG00000094199.1	Gm25450	snRNA			1.0		S
ENSMUSG00000077541.1	Gm22021	snRNA	1.0		1.0		GS
ENSMUSG00000080524.1	Gm23879	snRNA	1.0				G
ENSMUSG00000064476.1	Gm23405	snRNA		1.0			H
ENSMUSG00000064386.1	Gm26449	snRNA	1.0				G
ENSMUSG00000092704.1	Gm24512	snRNA	1.0				G
ENSMUSG00000084476.1	Gm25781	snRNA	1.0				G
ENSMUSG00000089143.2	Gm25268	snRNA			1.0		S
ENSMUSG00000089124.1	Gm26402	snRNA	2.0	1.0	1.0		GHS
ENSMUSG00000089039.1	Gm22165	snRNA			1.0		S
ENSMUSG00000088972.2	Gm23761	snRNA			1.0		S
ENSMUSG00000088750.1	Gm24901	snRNA			1.0		S
ENSMUSG00000077230.1	Gm25097	snRNA			1.0		S
ENSMUSG00000088320.1	Gm25665	snoRNA				1.0	Z
ENSMUSG00000095314.1	Gm25462	snoRNA				1.0	Z
ENSMUSG00000088638.1	Gm25846	snoRNA				1.0	Z
ENSMUSG00000077279.1	Gm22777	snoRNA		1.0			H
ENSMUSG00000077314.1	Gm24171	snoRNA		1.0			H
ENSMUSG00000094599.1	Snord116l3	snoRNA			2.0		S
ENSMUSG00000094565.1	Gm25229	snoRNA			1.0		S
ENSMUSG00000084418.1	Gm22276	snoRNA	1.0	2.0	1.0		GHS
ENSMUSG00000088479.1	Gm23077	snoRNA	1.0	1.0			GH
ENSMUSG00000077399.1	Gm24335	snoRNA	1.0				G
ENSMUSG00000088684.1	Gm23994	snoRNA		1.0			H
ENSMUSG00000088558.1	Gm22506	snoRNA		1.0			H
ENSMUSG00000093974.1	Snord116l17	snoRNA			2.0		S
ENSMUSG00000093929.1	Gm23862	snoRNA			1.0		S
ENSMUSG00000077543.1	Gm22022	snoRNA			1.0		S
ENSMUSG00000077555.1	Gm23708	snoRNA				1.0	Z
ENSMUSG00000088495.1	Gm24398	snoRNA		1.0			H
ENSMUSG00000077587.1	Gm24376	snoRNA		1.0			H
ENSMUSG00000094287.1	Gm26433	snoRNA			1.0		S
ENSMUSG00000095796.1	Gm26297	snoRNA	1.0				G
ENSMUSG00000077264.1	Gm24429	snoRNA		2.0			H
ENSMUSG00000077171.1	Gm25761	snoRNA				1.0	Z
ENSMUSG00000089267.1	Gm22890	snoRNA		1.0			H
ENSMUSG00000089454.1	Gm24228	snoRNA		1.0			H
ENSMUSG00000064724.1	Gm25852	snoRNA			1.0	1.0	SZ
ENSMUSG00000077188.1	Gm25090	snoRNA				1.0	Z
ENSMUSG00000089252.1	Gm25715	snoRNA				1.0	Z
ENSMUSG00000077177.1	Gm25760	snoRNA		1.0			H
ENSMUSG00000065248.1	Gm22293	snoRNA	1.0				G
ENSMUSG00000096019.1	Gm26504	snoRNA			2.0		S
ENSMUSG00000088850.1	Gm24729	snoRNA			1.0		S
ENSMUSG00000088419.1	Gm24236	snoRNA	1.0		1.0		GS
ENSMUSG00000088060.1	Gm24475	snoRNA	1.0				G
ENSMUSG00000077223.1	Gm22271	snoRNA				1.0	Z
ENSMUSG00000088415.1	Gm24237	snoRNA			1.0		S
ENSMUSG00000088704.1	Gm25550	snoRNA			1.0		S
ENSMUSG00000087707.1	Gm22999	snoRNA		1.0			H
ENSMUSG00000089439.1	Gm23195	snoRNA		1.0			H
ENSMUSG00000118627.1	AC117663.2	transcribed_processed_pseudogene				4.0	Z
ENSMUSG00000117460.1	4921533I20Rik	transcribed_processed_pseudogene			1.0		S
ENSMUSG00000089645.3	Gm5766	transcribed_processed_pseudogene		1.0	1.0		HS
ENSMUSG00000091135.1	Lgals1-ps2	transcribed_processed_pseudogene				1.0	Z
ENSMUSG00000091577.2	Gm6211	transcribed_processed_pseudogene			1.0	1.0	SZ
ENSMUSG00000049881.13	2810025M15Rik	transcribed_processed_pseudogene	1.0			1.0	GZ
ENSMUSG00000049576.6	Zfa-ps	transcribed_processed_pseudogene				1.0	Z
ENSMUSG00000089775.1	Gm16270	transcribed_processed_pseudogene				1.0	Z
ENSMUSG00000092247.2	Gm20426	transcribed_processed_pseudogene	1.0	1.0	1.0		GHS
ENSMUSG00000080862.3	Gm14523	transcribed_processed_pseudogene				1.0	Z
ENSMUSG00000059229.7	Gm6802	transcribed_processed_pseudogene				3.0	Z
ENSMUSG00000109695.1	Gm31166	transcribed_processed_pseudogene	1.0				G
ENSMUSG00000086414.2	Gm15645	transcribed_processed_pseudogene				6.0	Z
ENSMUSG00000052912.7	Smarca5-ps	transcribed_processed_pseudogene				1.0	Z
ENSMUSG00000084399.2	Gm15666	transcribed_processed_pseudogene			1.0		S
ENSMUSG00000118074.1	Gm31907	transcribed_processed_pseudogene	1.0			2.0	GZ
ENSMUSG00000098065.1	Gm5177	transcribed_processed_pseudogene	1.0		1.0		GS
ENSMUSG00000063171.4	Rps4l	transcribed_processed_pseudogene				1.0	Z
ENSMUSG00000031998.5	1700128F08Rik	transcribed_processed_pseudogene	1.0				G
ENSMUSG00000072692.7	Rpl37rt	transcribed_processed_pseudogene	2.0				G
ENSMUSG00000071265.10	1700086L19Rik	transcribed_unitary_pseudogene				1.0	Z
ENSMUSG00000109143.1	Gm10046	transcribed_unprocessed_pseudogene	1.0		1.0		GS
ENSMUSG00000039339.4	Mfsd4b2	transcribed_unprocessed_pseudogene	1.0				G
ENSMUSG00000085998.8	AW822252	transcribed_unprocessed_pseudogene				2.0	Z
