Flipon	Coordinates	cCRE (+-200bp)
h-dna	chr2:31639501-31639522	pELS@EM10E0691233, pELS@EM10E0691234, pELS@EM10E0691235
h-dna	chr2:31639959-31639985	pELS@EM10E0691235, PLS@EM10E0691236, pELS@EM10E0691237
h-dna	chr2:31824207-31824230	dELS (CTCF-bound)@EM10E0691326
h-dna	chr2:32068865-32068884	dELS (CTCF-bound)@EM10E0691436
h-dna	chr2:32084787-32084816	pELS@EM10E0691454
h-dna	chr2:32741372-32741403	pELS@EM10E0691951
h-dna	chr2:32846475-32846494	PLS (CTCF-bound)@EM10E0692007, pELS (CTCF-bound)@EM10E0692008
h-dna	chr2:33543997-33544014	dELS@EM10E0692355, dELS@EM10E0692356
h-dna	chr2:33641414-33641432	PLS@EM10E0692430, pELS@EM10E0692431
h-dna	chr2:34638901-34638946	dELS@EM10E0692802, dELS@EM10E0692803
h-dna	chr2:34639700-34639721	dELS (CTCF-bound)@EM10E0692804
h-dna	chr2:35691651-35691681	pELS (CTCF-bound)@EM10E0693361, pELS@EM10E0693362
h-dna	chr2:36105463-36105489	PLS@EM10E0693514, PLS@EM10E0693515, pELS@EM10E0693516
h-dna	chr2:38351171-38351220	pELS@EM10E0693869, pELS@EM10E0693870
h-dna	chr2:38368769-38368792	dELS (CTCF-bound)@EM10E0693898
h-dna	chr2:39421129-39421149	dELS@EM10E0694197
h-dna	chr2:45191628-45191666	dELS@EM10E0694611
h-dna	chr2:51267601-51267660	dELS@EM10E0695293
h-dna	chr2:52676125-52676143	pELS@EM10E0695581, pELS@EM10E0695582
h-dna	chr2:54436739-54436761	PLS (CTCF-bound)@EM10E0695773, pELS@EM10E0695774
h-dna	chr2:58830732-58830757	dELS (CTCF-bound)@EM10E0696175
h-dna	chr2:58830824-58830851	dELS (CTCF-bound)@EM10E0696175
h-dna	chr2:58830867-58830883	dELS (CTCF-bound)@EM10E0696175
h-dna	chr2:60405754-60405777	dELS@EM10E0696716
h-dna	chr2:60405902-60405930	dELS@EM10E0696716
h-dna	chr2:60405956-60405980	dELS@EM10E0696716
h-dna	chr2:60962920-60962984	pELS (CTCF-bound)@EM10E0696913, PLS@EM10E0696914
h-dna	chr2:61815164-61815183	dELS (CTCF-bound)@EM10E0697081, dELS@EM10E0697082
h-dna	chr2:61815524-61815540	dELS@EM10E0697082, dELS (CTCF-bound)@EM10E0697083
h-dna	chr2:63702724-63702785	dELS (CTCF-bound)@EM10E0697266, dELS@EM10E0697267
h-dna	chr2:63702795-63702815	dELS (CTCF-bound)@EM10E0697266, dELS@EM10E0697267
h-dna	chr2:66123818-66123845	pELS@EM10E0697586
h-dna	chr2:66409672-66409716	PLS@EM10E0697621, PLS (CTCF-bound)@EM10E0697622
h-dna	chr2:69584922-69584969	pELS@EM10E0698020
h-dna	chr2:70221868-70221962	dELS@EM10E0698207
h-dna	chr2:70221968-70222030	dELS@EM10E0698207
h-dna	chr2:71661248-71661320	dELS@EM10E0698725
h-dna	chr2:71661332-71661386	dELS@EM10E0698725
h-dna	chr2:72474492-72474530	pELS@EM10E0699098, pELS@EM10E0699099
h-dna	chr2:72886614-72886642	dELS@EM10E0699219
h-dna	chr2:73273078-73273096	pELS (CTCF-bound)@EM10E0699364, pELS@EM10E0699365
h-dna	chr2:73654769-73654786	dELS@EM10E0699560, dELS@EM10E0699561
h-dna	chr2:74681927-74681946	pELS@EM10E0699785, PLS@EM10E0699786
h-dna	chr2:74698539-74698568	pELS@EM10E0699820
h-dna	chr2:74704594-74704618	PLS@EM10E0699832, PLS (CTCF-bound)@EM10E0699833
h-dna	chr2:74705130-74705149	PLS (CTCF-bound)@EM10E0699833, PLS@EM10E0699834
h-dna	chr2:74706131-74706158	pELS@EM10E0699836, pELS@EM10E0699837
h-dna	chr2:74711643-74711696	PLS@EM10E0699848
h-dna	chr2:74733280-74733315	dELS@EM10E0699883, dELS@EM10E0699884
h-dna	chr2:76512400-76512439	dELS@EM10E0700418
h-dna	chr2:79009612-79009695	dELS@EM10E0700855
h-dna	chr2:79120980-79121000	dELS@EM10E0700880
h-dna	chr2:79428419-79428452	pELS@EM10E0700976, PLS@EM10E0700977
h-dna	chr2:80447945-80447963	PLS (CTCF-bound)@EM10E0701178
h-dna	chr2:80447982-80448007	PLS (CTCF-bound)@EM10E0701178
h-dna	chr2:82053909-82053970	pELS@EM10E0701232, pELS@EM10E0701233
h-dna	chr2:83812914-83812933	PLS (CTCF-bound)@EM10E0701317, pELS@EM10E0701318
h-dna	chr2:84851054-84851071	dELS@EM10E0701609, dELS@EM10E0701610
h-dna	chr2:84883909-84883927	DNase-H3K4me3@EM10E0701629
h-dna	chr2:90885771-90885788	PLS@EM10E0702013
h-dna	chr2:92388851-92388870	pELS@EM10E0702656, pELS (CTCF-bound)@EM10E0702657
h-dna	chr2:92389295-92389314	pELS (CTCF-bound)@EM10E0702657, dELS (CTCF-bound)@EM10E0702658
h-dna	chr2:92599834-92599889	PLS@EM10E0702779, pELS@EM10E0702780
h-dna	chr2:92750063-92750084	dELS@EM10E0702834
h-dna	chr2:92750159-92750196	dELS@EM10E0702834
h-dna	chr2:93226550-93226568	pELS@EM10E0703044, pELS (CTCF-bound)@EM10E0703045
h-dna	chr2:93642454-93642537	pELS@EM10E0703256, pELS (CTCF-bound)@EM10E0703257
h-dna	chr2:94242885-94242913	DNase-H3K4me3 (CTCF-bound)@EM10E0703473
h-dna	chr2:97466622-97466642	pELS (CTCF-bound)@EM10E0703598, pELS (CTCF-bound)@EM10E0703599
h-dna	chr2:99763532-99763617	DNase-H3K4me3@EM10E0703617
h-dna	chr2:102451891-102451917	pELS@EM10E0704025, pELS@EM10E0704026, pELS@EM10E0704027
h-dna	chr2:102658553-102658578	pELS@EM10E0704064, PLS (CTCF-bound)@EM10E0704065
h-dna	chr2:105122686-105122719	PLS@EM10E0704889
h-dna	chr2:105675887-105675913	PLS@EM10E0705038
h-dna	chr2:105683676-105683756	dELS@EM10E0705056
h-dna	chr2:105683771-105683798	dELS@EM10E0705056
h-dna	chr2:106693849-106693873	pELS@EM10E0705167
h-dna	chr2:110229756-110229773	dELS (CTCF-bound)@EM10E0705553
h-dna	chr2:113217083-113217119	PLS@EM10E0705749, PLS (CTCF-bound)@EM10E0705750
h-dna	chr2:113217568-113217633	PLS (CTCF-bound)@EM10E0705750
h-dna	chr2:113328241-113328335	PLS@EM10E0705757
h-dna	chr2:114052626-114052644	pELS (CTCF-bound)@EM10E0705909, PLS@EM10E0705910
h-dna	chr2:116063571-116063616	pELS (CTCF-bound)@EM10E0706287, pELS@EM10E0706288
h-dna	chr2:116067533-116067556	PLS (CTCF-bound)@EM10E0706297, pELS@EM10E0706298
h-dna	chr2:116067568-116067599	PLS (CTCF-bound)@EM10E0706297, pELS@EM10E0706298
h-dna	chr2:116934298-116934357	dELS@EM10E0706381
h-dna	chr2:119324507-119324604	DNase-H3K4me3@EM10E0707279, pELS@EM10E0707280
h-dna	chr2:122764897-122764921	pELS (CTCF-bound)@EM10E0708271, pELS@EM10E0708272
h-dna	chr2:125506512-125506531	PLS (CTCF-bound)@EM10E0708599, pELS@EM10E0708600
h-dna	chr2:130577001-130577032	DNase-H3K4me3@EM10E0710174, DNase-H3K4me3@EM10E0710175
h-dna	chr2:131063373-131063403	DNase-H3K4me3@EM10E0710339
h-dna	chr2:131514833-131514863	dELS@EM10E0710566
h-dna	chr2:136402619-136402643	pELS@EM10E0711499
h-dna	chr2:137116628-137116644	pELS@EM10E0711654, PLS@EM10E0711655
h-dna	chr2:139370480-139370499	CTCF-only (CTCF-bound)@EM10E0711812
h-dna	chr2:139678167-139678190	PLS (CTCF-bound)@EM10E0711833, pELS@EM10E0711834
h-dna	chr2:139678979-139679000	pELS (CTCF-bound)@EM10E0711835
h-dna	chr2:144086677-144086704	dELS@EM10E0712310
h-dna	chr2:144431385-144431402	dELS@EM10E0712484
h-dna	chr2:145167829-145167855	PLS@EM10E0712572, PLS (CTCF-bound)@EM10E0712573, pELS (CTCF-bound)@EM10E0712574
h-dna	chr2:145900280-145900309	dELS@EM10E0712750
h-dna	chr2:147186457-147186473	PLS@EM10E0713044, pELS@EM10E0713045
h-dna	chr2:148046297-148046317	PLS (CTCF-bound)@EM10E0713184, pELS (CTCF-bound)@EM10E0713185
h-dna	chr2:148732650-148732675	PLS (CTCF-bound)@EM10E0713365
h-dna	chr2:152049562-152049578	dELS@EM10E0713866, dELS@EM10E0713867
h-dna	chr2:152081435-152081466	PLS@EM10E0713880
h-dna	chr2:152081522-152081597	PLS@EM10E0713880, pELS@EM10E0713881
h-dna	chr2:152739296-152739312	dELS@EM10E0714155, dELS@EM10E0714156
h-dna	chr2:153444729-153444746	PLS@EM10E0714513, pELS (CTCF-bound)@EM10E0714514
h-dna	chr2:153444793-153444817	PLS@EM10E0714513, pELS (CTCF-bound)@EM10E0714514
h-dna	chr2:153483451-153483468	dELS (CTCF-bound)@EM10E0714539
h-dna	chr2:153522406-153522433	dELS@EM10E0714568
h-dna	chr2:153530252-153530274	PLS@EM10E0714581, pELS (CTCF-bound)@EM10E0714582
h-dna	chr2:158121928-158121973	dELS@EM10E0716391, dELS@EM10E0716392
h-dna	chr2:158223957-158224015	dELS@EM10E0716471
h-dna	chr2:160369646-160369691	DNase-H3K4me3@EM10E0716869
h-dna	chr2:162661672-162661701	pELS (CTCF-bound)@EM10E0717182
h-dna	chr2:163204806-163204822	pELS@EM10E0717329
h-dna	chr2:163438513-163438530	PLS (CTCF-bound)@EM10E0717433
h-dna	chr2:163547194-163547214	PLS@EM10E0717483
h-dna	chr2:164389407-164389427	dELS (CTCF-bound)@EM10E0717807, dELS (CTCF-bound)@EM10E0717808
h-dna	chr2:164961012-164961033	PLS@EM10E0718128, pELS@EM10E0718129
h-dna	chr2:164968492-164968522	PLS (CTCF-bound)@EM10E0718138, pELS (CTCF-bound)@EM10E0718139
h-dna	chr2:164970747-164970768	dELS@EM10E0718143
h-dna	chr2:165701035-165701054	dELS@EM10E0718477
h-dna	chr2:166472084-166472100	dELS@EM10E0719036
h-dna	chr2:166472153-166472175	dELS@EM10E0719036
h-dna	chr2:167189516-167189561	PLS@EM10E0719458
h-dna	chr2:167564087-167564146	dELS@EM10E0719712
h-dna	chr2:168525004-168525021	dELS@EM10E0720289
h-dna	chr2:169360834-169360850	CTCF-only (CTCF-bound)@EM10E0720590
h-dna	chr2:170497699-170497715	DNase-H3K4me3 (CTCF-bound)@EM10E0721054
h-dna	chr2:172115623-172115639	dELS@EM10E0721237
h-dna	chr2:172263031-172263051	dELS@EM10E0721262
h-dna	chr2:172263059-172263158	dELS@EM10E0721262
h-dna	chr2:172270143-172270192	dELS@EM10E0721263
h-dna	chr2:172289882-172289937	pELS@EM10E0721274
h-dna	chr2:172547742-172547762	dELS (CTCF-bound)@EM10E0721394, pELS (CTCF-bound)@EM10E0721395
h-dna	chr2:172550277-172550302	pELS@EM10E0721401, PLS (CTCF-bound)@EM10E0721402
h-dna	chr2:173777931-173777958	dELS@EM10E0721997
h-dna	chr2:174127265-174127283	dELS@EM10E0722099, dELS@EM10E0722100
h-dna	chr2:178258543-178258559	dELS@EM10E0722411
h-dna	chr2:180385868-180385937	PLS@EM10E0722916, PLS@EM10E0722917
h-dna	chr2:181932461-181932514	CTCF-only (CTCF-bound)@EM10E0723558
h-dna	chr2:181932528-181932589	CTCF-only (CTCF-bound)@EM10E0723558
h-dna	chr3:3508462-3508489	pELS@EM10E0723572
h-dna	chr3:3508490-3508510	pELS@EM10E0723572
h-dna	chr3:5215217-5215238	dELS@EM10E0723622, dELS@EM10E0723623
h-dna	chr3:5219502-5219521	pELS@EM10E0723629, pELS@EM10E0723630
h-dna	chr3:9570049-9570092	DNase-H3K4me3@EM10E0724133
h-dna	chr3:13471980-13471998	PLS@EM10E0724509, pELS@EM10E0724510
h-dna	chr3:13472015-13472044	PLS@EM10E0724509, pELS@EM10E0724510
h-dna	chr3:14951433-14951513	dELS@EM10E0724644
h-dna	chr3:18054608-18054633	PLS@EM10E0724864, pELS@EM10E0724865, pELS (CTCF-bound)@EM10E0724866
h-dna	chr3:18056057-18056077	pELS@EM10E0724869, dELS@EM10E0724870
h-dna	chr3:29082513-29082534	pELS@EM10E0726163
h-dna	chr3:30509556-30509601	pELS (CTCF-bound)@EM10E0726390, PLS@EM10E0726391
h-dna	chr3:30509648-30509671	pELS (CTCF-bound)@EM10E0726390, PLS@EM10E0726391
h-dna	chr3:30514842-30514872	dELS@EM10E0726404, dELS (CTCF-bound)@EM10E0726405
h-dna	chr3:31310448-31310474	PLS@EM10E0726642, pELS (CTCF-bound)@EM10E0726643
h-dna	chr3:32818236-32818289	pELS (CTCF-bound)@EM10E0726831, pELS@EM10E0726832
h-dna	chr3:32818316-32818344	pELS (CTCF-bound)@EM10E0726831, pELS@EM10E0726832
h-dna	chr3:34661495-34661519	dELS@EM10E0727080
h-dna	chr3:37146293-37146382	dELS@EM10E0727463
h-dna	chr3:45377450-45377466	pELS@EM10E0728472, pELS (CTCF-bound)@EM10E0728473
h-dna	chr3:45379867-45379902	pELS@EM10E0728478, pELS@EM10E0728479
h-dna	chr3:49757592-49757611	PLS (CTCF-bound)@EM10E0728544, pELS@EM10E0728545
h-dna	chr3:52857910-52857937	dELS@EM10E0729490
h-dna	chr3:53775119-53775141	CTCF-only (CTCF-bound)@EM10E0729732
h-dna	chr3:55542743-55542768	dELS (CTCF-bound)@EM10E0730106, dELS@EM10E0730107
h-dna	chr3:55788001-55788024	dELS@EM10E0730190, dELS@EM10E0730189
h-dna	chr3:57137069-57137091	PLS@EM10E0730299
h-dna	chr3:57429109-57429132	dELS@EM10E0730341, dELS@EM10E0730342
h-dna	chr3:57429134-57429151	dELS@EM10E0730341, dELS@EM10E0730342
h-dna	chr3:57574684-57574709	pELS@EM10E0730403, pELS (CTCF-bound)@EM10E0730404
h-dna	chr3:58636974-58637000	pELS@EM10E0730650, PLS@EM10E0730651
h-dna	chr3:66292235-66292261	dELS@EM10E0731647
h-dna	chr3:66981335-66981364	PLS (CTCF-bound)@EM10E0731755, PLS (CTCF-bound)@EM10E0731756
h-dna	chr3:68494788-68494808	pELS@EM10E0731912, pELS (CTCF-bound)@EM10E0731913
h-dna	chr3:73057203-73057226	PLS@EM10E0732376, pELS@EM10E0732377
h-dna	chr3:73057823-73057892	PLS@EM10E0732378
h-dna	chr3:73057949-73058010	PLS@EM10E0732378
h-dna	chr3:81037440-81037459	pELS@EM10E0732983
h-dna	chr3:87174662-87174681	PLS (CTCF-bound)@EM10E0734475
h-dna	chr3:87174846-87174867	PLS (CTCF-bound)@EM10E0734475
h-dna	chr3:87411669-87411690	dELS (CTCF-bound)@EM10E0734536, dELS (CTCF-bound)@EM10E0734537
h-dna	chr3:88023410-88023428	DNase-H3K4me3 (CTCF-bound)@EM10E0734789, DNase-H3K4me3 (CTCF-bound)@EM10E0734790
h-dna	chr3:88532305-88532347	pELS@EM10E0735169, PLS@EM10E0735170
h-dna	chr3:88547579-88547616	pELS@EM10E0735193
h-dna	chr3:89317258-89317311	pELS (CTCF-bound)@EM10E0735574
h-dna	chr3:89349607-89349630	pELS@EM10E0735612, pELS@EM10E0735613
h-dna	chr3:89394819-89394837	pELS (CTCF-bound)@EM10E0735657, pELS (CTCF-bound)@EM10E0735658
h-dna	chr3:89520240-89520257	PLS (CTCF-bound)@EM10E0735731
h-dna	chr3:90465924-90465944	pELS@EM10E0736138, PLS@EM10E0736139, pELS@EM10E0736140
h-dna	chr3:94399230-94399247	pELS (CTCF-bound)@EM10E0736463, pELS@EM10E0736464
h-dna	chr3:94757414-94757434	DNase-H3K4me3@EM10E0736581, DNase-H3K4me3@EM10E0736582
h-dna	chr3:95160950-95160970	pELS@EM10E0736786, pELS@EM10E0736787
h-dna	chr3:96334421-96334441	dELS@EM10E0737441, dELS@EM10E0737442, dELS@EM10E0737443
h-dna	chr3:96335085-96335101	DNase-H3K4me3@EM10E0737444, DNase-H3K4me3@EM10E0737445
h-dna	chr3:96807979-96808029	dELS@EM10E0737728
h-dna	chr3:96939173-96939191	CTCF-only (CTCF-bound)@EM10E0737773
h-dna	chr3:99253508-99253551	pELS@EM10E0738424, PLS (CTCF-bound)@EM10E0738425
h-dna	chr3:101110190-101110208	PLS (CTCF-bound)@EM10E0738739, PLS@EM10E0738740
h-dna	chr3:101387899-101387923	dELS@EM10E0738888
h-dna	chr3:102023549-102023568	dELS@EM10E0739185
h-dna	chr3:103576037-103576061	pELS@EM10E0739634, pELS (CTCF-bound)@EM10E0739635
h-dna	chr3:107458987-107459006	pELS (CTCF-bound)@EM10E0740663, pELS@EM10E0740664, pELS@EM10E0740665
h-dna	chr3:108185911-108185931	pELS@EM10E0741033, pELS@EM10E0741034
h-dna	chr3:108392365-108392381	dELS@EM10E0741160
h-dna	chr3:108536510-108536546	PLS (CTCF-bound)@EM10E0741227
h-dna	chr3:109782920-109782943	dELS@EM10E0741560
h-dna	chr3:110142238-110142257	pELS (CTCF-bound)@EM10E0741579, pELS (CTCF-bound)@EM10E0741580
h-dna	chr3:110143225-110143248	PLS@EM10E0741582, pELS (CTCF-bound)@EM10E0741583
h-dna	chr3:118434213-118434280	PLS@EM10E0742286, pELS@EM10E0742287
h-dna	chr3:121532760-121532807	PLS (CTCF-bound)@EM10E0742621
h-dna	chr3:121847634-121847695	dELS@EM10E0742806, dELS@EM10E0742807
h-dna	chr3:121847706-121847741	dELS@EM10E0742806, dELS@EM10E0742807
h-dna	chr3:122618813-122618835	pELS (CTCF-bound)@EM10E0743170, pELS (CTCF-bound)@EM10E0743171
h-dna	chr3:122618860-122618917	pELS (CTCF-bound)@EM10E0743170, pELS (CTCF-bound)@EM10E0743171
h-dna	chr3:122619727-122619760	PLS@EM10E0743173, pELS@EM10E0743174
h-dna	chr3:124320710-124320769	pELS@EM10E0743509, PLS@EM10E0743510
h-dna	chr3:126243061-126243109	CTCF-only (CTCF-bound)@EM10E0743563
h-dna	chr3:127634553-127634576	pELS (CTCF-bound)@EM10E0743931, pELS (CTCF-bound)@EM10E0743932, pELS (CTCF-bound)@EM10E0743933
h-dna	chr3:127896672-127896693	PLS@EM10E0744048, pELS@EM10E0744049
h-dna	chr3:130946519-130946582	dELS@EM10E0744617
h-dna	chr3:132085582-132085601	PLS@EM10E0744935, pELS@EM10E0744936
h-dna	chr3:134236088-134236121	pELS@EM10E0745238, pELS@EM10E0745239
h-dna	chr3:134236418-134236463	pELS@EM10E0745239, PLS@EM10E0745240
h-dna	chr3:134236470-134236491	pELS@EM10E0745239, PLS@EM10E0745240
h-dna	chr3:134240051-134240072	pELS (CTCF-bound)@EM10E0745248, PLS (CTCF-bound)@EM10E0745249
h-dna	chr3:134240513-134240531	PLS (CTCF-bound)@EM10E0745249
h-dna	chr3:138752756-138752798	dELS@EM10E0746164
h-dna	chr3:145758383-145758400	PLS@EM10E0747202
h-dna	chr3:149087300-149087385	dELS@EM10E0747880
h-dna	chr3:153085046-153085068	dELS@EM10E0748478
h-dna	chr3:153724654-153724670	pELS (CTCF-bound)@EM10E0748625
h-dna	chr3:156561219-156561238	pELS (CTCF-bound)@EM10E0748943
h-dna	chr3:156562073-156562093	PLS (CTCF-bound)@EM10E0748944, PLS (CTCF-bound)@EM10E0748945
h-dna	chr3:157848799-157848832	dELS@EM10E0749081
h-dna	chr3:158561797-158561815	pELS (CTCF-bound)@EM10E0749162
h-dna	chr4:3937866-3937888	pELS@EM10E0749338, pELS (CTCF-bound)@EM10E0749339
h-dna	chr4:6990069-6990087	pELS@EM10E0749666, pELS (CTCF-bound)@EM10E0749667
h-dna	chr4:6990530-6990555	pELS (CTCF-bound)@EM10E0749667, PLS@EM10E0749668
h-dna	chr4:6990560-6990576	pELS (CTCF-bound)@EM10E0749667, PLS@EM10E0749668
h-dna	chr4:6990671-6990695	PLS@EM10E0749668
h-dna	chr4:9290827-9290843	dELS@EM10E0750072
h-dna	chr4:12113565-12113585	DNase-H3K4me3 (CTCF-bound)@EM10E0750718
h-dna	chr4:12124460-12124488	DNase-H3K4me3 (CTCF-bound)@EM10E0750719
h-dna	chr4:12124520-12124541	DNase-H3K4me3 (CTCF-bound)@EM10E0750719
h-dna	chr4:12124568-12124588	DNase-H3K4me3 (CTCF-bound)@EM10E0750719
h-dna	chr4:13751178-13751203	pELS@EM10E0750900, PLS@EM10E0750901
h-dna	chr4:15149306-15149332	PLS (CTCF-bound)@EM10E0751061
h-dna	chr4:15881565-15881583	PLS (CTCF-bound)@EM10E0751135, DNase-H3K4me3@EM10E0751136
h-dna	chr4:21689314-21689352	dELS (CTCF-bound)@EM10E0751418, dELS@EM10E0751419
h-dna	chr4:22477762-22477780	dELS (CTCF-bound)@EM10E0751515, dELS (CTCF-bound)@EM10E0751516
h-dna	chr4:22488234-22488273	PLS (CTCF-bound)@EM10E0751533, pELS@EM10E0751534
h-dna	chr4:22488378-22488398	PLS (CTCF-bound)@EM10E0751533, pELS@EM10E0751534
h-dna	chr4:31938007-31938027	dELS@EM10E0751882, dELS@EM10E0751883
h-dna	chr4:34049832-34049855	PLS@EM10E0752489
h-dna	chr4:34050199-34050216	PLS@EM10E0752489
h-dna	chr4:43382087-43382105	PLS (CTCF-bound)@EM10E0753633, pELS (CTCF-bound)@EM10E0753634
h-dna	chr4:43382487-43382503	pELS (CTCF-bound)@EM10E0753634, pELS@EM10E0753635
h-dna	chr4:43406972-43407022	pELS@EM10E0753660, pELS@EM10E0753661
h-dna	chr4:43631322-43631350	pELS@EM10E0753816, PLS@EM10E0753817
h-dna	chr4:45381174-45381192	dELS@EM10E0754340
h-dna	chr4:46665019-46665072	dELS@EM10E0754970
h-dna	chr4:46665076-46665101	dELS@EM10E0754970
h-dna	chr4:48030019-48030042	CTCF-only (CTCF-bound)@EM10E0755287
h-dna	chr4:48030051-48030077	CTCF-only (CTCF-bound)@EM10E0755287
h-dna	chr4:53158590-53158616	pELS (CTCF-bound)@EM10E0755684
h-dna	chr4:54515840-54515889	dELS@EM10E0756006
h-dna	chr4:54515941-54515958	dELS@EM10E0756006
h-dna	chr4:54947426-54947449	pELS (CTCF-bound)@EM10E0756059, PLS (CTCF-bound)@EM10E0756060
h-dna	chr4:54948632-54948685	pELS@EM10E0756062, pELS@EM10E0756063
h-dna	chr4:54948980-54949035	pELS@EM10E0756063, pELS@EM10E0756064
h-dna	chr4:55999497-55999590	dELS@EM10E0756343
h-dna	chr4:55999598-55999623	dELS@EM10E0756343
h-dna	chr4:55999625-55999646	dELS@EM10E0756343
h-dna	chr4:57637924-57637987	PLS@EM10E0756729, pELS@EM10E0756730
h-dna	chr4:63486378-63486401	dELS@EM10E0758177
h-dna	chr4:66404399-66404419	pELS@EM10E0758521, PLS@EM10E0758522
h-dna	chr4:76450676-76450723	pELS@EM10E0758921, pELS@EM10E0758922
h-dna	chr4:76450777-76450816	pELS@EM10E0758921, pELS@EM10E0758922, PLS@EM10E0758923
h-dna	chr4:77310799-77310823	dELS@EM10E0758934
h-dna	chr4:80911713-80911731	pELS (CTCF-bound)@EM10E0759005, pELS (CTCF-bound)@EM10E0759006
h-dna	chr4:81179126-81179144	dELS (CTCF-bound)@EM10E0759047
h-dna	chr4:81442342-81442363	pELS@EM10E0759074, PLS@EM10E0759075
h-dna	chr4:82505985-82506009	PLS@EM10E0759340, pELS (CTCF-bound)@EM10E0759341
h-dna	chr4:86021015-86021078	dELS@EM10E0760028
h-dna	chr4:91371499-91371518	pELS (CTCF-bound)@EM10E0760867, pELS (CTCF-bound)@EM10E0760868
h-dna	chr4:91400362-91400406	PLS@EM10E0760883, pELS@EM10E0760884
h-dna	chr4:97777535-97777559	pELS@EM10E0761488, PLS@EM10E0761489
h-dna	chr4:97777874-97777891	PLS@EM10E0761489, pELS@EM10E0761490
h-dna	chr4:98736778-98736823	dELS@EM10E0761799
h-dna	chr4:99651265-99651287	dELS (CTCF-bound)@EM10E0761994, dELS@EM10E0761995
h-dna	chr4:100095648-100095665	PLS (CTCF-bound)@EM10E0762088
h-dna	chr4:101551108-101551129	pELS@EM10E0762506
h-dna	chr4:102978367-102978401	PLS@EM10E0762789
h-dna	chr4:102978846-102978866	PLS@EM10E0762789, DNase-H3K4me3@EM10E0762790
h-dna	chr4:104369069-104369091	pELS (CTCF-bound)@EM10E0762971, pELS (CTCF-bound)@EM10E0762972
h-dna	chr4:104369105-104369130	pELS (CTCF-bound)@EM10E0762971, pELS (CTCF-bound)@EM10E0762972
h-dna	chr4:105113513-105113532	dELS@EM10E0763114
h-dna	chr4:109983143-109983161	dELS@EM10E0764787
h-dna	chr4:114822080-114822100	PLS (CTCF-bound)@EM10E0765149, pELS (CTCF-bound)@EM10E0765150
h-dna	chr4:114842946-114843033	dELS@EM10E0765154, dELS@EM10E0765155
h-dna	chr4:115056996-115057012	pELS@EM10E0765233, pELS@EM10E0765234
h-dna	chr4:116878282-116878335	pELS@EM10E0765711, pELS@EM10E0765712, pELS@EM10E0765713
h-dna	chr4:117495667-117495723	pELS@EM10E0765984
h-dna	chr4:117495729-117495752	pELS@EM10E0765985
h-dna	chr4:117849245-117849266	pELS@EM10E0766098
h-dna	chr4:119414763-119414785	pELS@EM10E0766740
h-dna	chr4:119492266-119492283	pELS@EM10E0766771, PLS@EM10E0766772
h-dna	chr4:119786680-119786742	dELS@EM10E0766852
h-dna	chr4:119786753-119786773	dELS@EM10E0766852
h-dna	chr4:120359952-120359981	dELS@EM10E0767073
h-dna	chr4:120360000-120360037	dELS@EM10E0767073
h-dna	chr4:123233751-123233771	PLS@EM10E0767535
h-dna	chr4:124575636-124575654	dELS@EM10E0767914, dELS@EM10E0767915
h-dna	chr4:124652846-124652867	dELS (CTCF-bound)@EM10E0767944
h-dna	chr4:124659169-124659193	dELS@EM10E0767952
h-dna	chr4:124882403-124882426	pELS@EM10E0768087, pELS@EM10E0768088
h-dna	chr4:124987332-124987407	PLS@EM10E0768130
h-dna	chr4:125493061-125493109	dELS@EM10E0768287, dELS (CTCF-bound)@EM10E0768288
h-dna	chr4:127474668-127474698	PLS@EM10E0768943
h-dna	chr4:127987967-127987997	PLS (CTCF-bound)@EM10E0768988
h-dna	chr4:128671227-128671250	dELS@EM10E0769101
h-dna	chr4:128671273-128671293	dELS@EM10E0769101
h-dna	chr4:128709765-128709785	CTCF-only (CTCF-bound)@EM10E0769125
h-dna	chr4:128841797-128841814	dELS@EM10E0769215
h-dna	chr4:129121868-129121885	PLS@EM10E0769395
h-dna	chr4:130168058-130168092	dELS@EM10E0770004, dELS@EM10E0770005
h-dna	chr4:131915534-131915553	dELS@EM10E0770548, dELS@EM10E0770549, dELS@EM10E0770550
h-dna	chr4:133012516-133012538	pELS@EM10E0771122, pELS@EM10E0771123
h-dna	chr4:133012613-133012630	pELS@EM10E0771122, pELS@EM10E0771123
h-dna	chr4:133039817-133039903	PLS@EM10E0771165, pELS@EM10E0771166
h-dna	chr4:133553265-133553281	PLS@EM10E0771546
h-dna	chr4:133553366-133553383	PLS@EM10E0771546
h-dna	chr4:135184690-135184713	dELS@EM10E0772580
h-dna	chr4:138395185-138395209	PLS (CTCF-bound)@EM10E0774274
h-dna	chr4:138454357-138454374	PLS@EM10E0774311, pELS@EM10E0774312
h-dna	chr4:138454556-138454583	PLS@EM10E0774311, pELS@EM10E0774312
h-dna	chr4:138454643-138454664	pELS@EM10E0774312
h-dna	chr4:138456971-138457004	dELS (CTCF-bound)@EM10E0774318
h-dna	chr4:139811473-139811550	dELS@EM10E0774922, dELS@EM10E0774923
h-dna	chr4:139833765-139833784	PLS (CTCF-bound)@EM10E0774957, pELS@EM10E0774958
h-dna	chr4:140244604-140244628	dELS (CTCF-bound)@EM10E0775109, dELS (CTCF-bound)@EM10E0775110, pELS@EM10E0775111
