"Flipon"	"Coordinates"	"miRNA (+)"	"miRNA (-)"	"miRNA (intersection)"
"z-dna"	"chr8:108704427-108704443"	""	""	""
"z-dna"	"chr8:108704615-108704628"	""	""	""
"z-dna"	"chr8:108704841-108704857"	""	""	""
"z-dna"	"chr8:108714710-108714733"	""	""	""
"z-dna"	"chr8:108714895-108714908"	""	""	""
"z-dna"	"chr8:108715110-108715124"	""	""	""
"z-dna"	"chr8:108856817-108856832"	""	""	""
"z-dna"	"chr8:108950418-108950433"	""	""	""
"z-dna"	"chr8:109458751-109458768"	""	""	""
"z-dna"	"chr8:109926407-109926443"	""	"miR-342 (1), miR-377 (2)"	""
"z-dna"	"chr8:109926493-109926516"	""	""	""
"z-dna"	"chr8:109926539-109926567"	""	"miR-342 (1), miR-377 (1)"	""
"z-dna"	"chr8:109961824-109961839"	""	""	""
"z-dna"	"chr8:110047385-110047398"	""	""	""
"z-dna"	"chr8:110079721-110079740"	""	""	""
"z-dna"	"chr8:110079937-110079954"	""	""	""
"z-dna"	"chr8:110080136-110080151"	""	""	""
"z-dna"	"chr8:110146092-110146108"	""	""	""
"z-dna"	"chr8:110177204-110177270"	""	"miR-124 (2)"	""
"z-dna"	"chr8:110291892-110291921"	""	""	""
"z-dna"	"chr8:110291957-110291975"	""	""	""
"z-dna"	"chr8:110365615-110365646"	"miR-744 (1)"	""	""
"z-dna"	"chr8:110433724-110433806"	""	"miR-329/362 (2)"	""
"z-dna"	"chr8:110433808-110433865"	""	"miR-329/362 (1), miR-377 (1)"	""
"z-dna"	"chr8:110433867-110433883"	""	"miR-377 (1)"	""
"z-dna"	"chr8:110433899-110433924"	""	""	""
"z-dna"	"chr8:110433926-110433964"	""	"miR-377 (1)"	""
"z-dna"	"chr8:110433979-110434027"	""	"miR-329/362 (1)"	""
"z-dna"	"chr8:110434029-110434045"	""	"miR-377 (1)"	""
"z-dna"	"chr8:110434065-110434126"	""	"miR-329/362 (3)"	""
"z-dna"	"chr8:110434130-110434151"	""	""	""
"z-dna"	"chr8:110434166-110434188"	""	"miR-377 (1)"	""
"z-dna"	"chr8:110434208-110434279"	""	"miR-329/362 (2)"	""
"z-dna"	"chr8:110455999-110456035"	""	""	""
"z-dna"	"chr8:110456191-110456211"	""	""	""
"z-dna"	"chr8:110721418-110721433"	""	""	""
"z-dna"	"chr8:110721474-110721487"	""	""	""
"z-dna"	"chr8:110721701-110721716"	""	""	""
"z-dna"	"chr8:110727135-110727161"	""	""	""
"z-dna"	"chr8:111064475-111064496"	""	""	""
"z-dna"	"chr8:111637899-111637942"	"miR-329/362 (1)"	"miR-210 (1)"	""
"z-dna"	"chr8:111714161-111714179"	""	""	""
"z-dna"	"chr8:111743756-111743769"	""	""	""
"z-dna"	"chr8:111743860-111743875"	""	""	""
"z-dna"	"chr8:111745782-111745798"	""	""	""
"z-dna"	"chr8:11188082-11188097"	""	""	""
"z-dna"	"chr8:11188267-11188280"	""	""	""
"z-dna"	"chr8:11188286-11188305"	""	"miR-491 (1)"	""
"z-dna"	"chr8:111890037-111890055"	""	""	""
"z-dna"	"chr8:11203718-11203766"	""	""	""
"z-dna"	"chr8:112122784-112122800"	""	""	""
"z-dna"	"chr8:112122895-112122922"	""	""	""
"z-dna"	"chr8:112122988-112123011"	"miR-342 (1), miR-377 (1)"	""	""
"z-dna"	"chr8:112123104-112123125"	"miR-329/362 (1)"	""	""
"z-dna"	"chr8:112306404-112306418"	"miR-210 (1)"	""	""
"z-dna"	"chr8:11232783-11232804"	"miR-329/362 (1)"	""	""
"z-dna"	"chr8:11232826-11232851"	""	"miR-448 (1)"	""
"z-dna"	"chr8:112396891-112396908"	""	"miR-377 (1)"	""
"z-dna"	"chr8:112569982-112570002"	""	""	""
"z-dna"	"chr8:11312176-11312190"	""	""	""
"z-dna"	"chr8:11312803-11312819"	""	""	""
"z-dna"	"chr8:11313078-11313099"	""	""	""
"z-dna"	"chr8:11313718-11313733"	""	""	""
"z-dna"	"chr8:11313784-11313801"	"miR-210 (1)"	""	""
"z-dna"	"chr8:113297242-113297293"	""	"miR-210 (2)"	""
"z-dna"	"chr8:113848500-113848515"	""	""	""
"z-dna"	"chr8:11399572-11399585"	""	""	""
"z-dna"	"chr8:114205685-114205702"	""	"miR-744 (1)"	""
"z-dna"	"chr8:114330310-114330325"	""	"miR-455 (1)"	""
"z-dna"	"chr8:114346323-114346355"	""	""	""
"z-dna"	"chr8:114488051-114488131"	""	""	""
"z-dna"	"chr8:114488161-114488205"	""	""	""
"z-dna"	"chr8:114814981-114814994"	""	""	""
"z-dna"	"chr8:115150749-115150764"	""	""	""
"z-dna"	"chr8:115257311-115257371"	""	""	""
"z-dna"	"chr8:115257560-115257585"	""	""	""
"z-dna"	"chr8:115257634-115257647"	""	""	""
"z-dna"	"chr8:115634071-115634149"	""	""	""
"z-dna"	"chr8:115707015-115707032"	"miR-329/362 (1)"	""	""
"z-dna"	"chr8:115707348-115707369"	"miR-744 (1)"	""	""
"z-dna"	"chr8:115707509-115707531"	""	""	""
"z-dna"	"chr8:115737324-115737340"	""	""	""
"z-dna"	"chr8:115926344-115926373"	""	""	""
"z-dna"	"chr8:116007149-116007247"	"miR-210 (2)"	""	""
"z-dna"	"chr8:116007263-116007293"	""	""	""
"z-dna"	"chr8:116206914-116206983"	""	"miR-329/362 (1), miR-377 (1)"	""
"z-dna"	"chr8:116207062-116207077"	""	""	""
"z-dna"	"chr8:116207147-116207170"	""	""	""
"z-dna"	"chr8:116617258-116617281"	""	""	""
"z-dna"	"chr8:116943768-116943784"	""	""	""
"z-dna"	"chr8:116943848-116943865"	""	""	""
"z-dna"	"chr8:117093243-117093256"	""	""	""
"z-dna"	"chr8:11727245-11727261"	""	""	""
"z-dna"	"chr8:11727585-11727599"	""	""	""
"z-dna"	"chr8:11727657-11727673"	""	""	""
"z-dna"	"chr8:11727723-11727737"	"miR-210 (1)"	""	""
"z-dna"	"chr8:11727764-11727779"	""	""	""
"z-dna"	"chr8:11727860-11727880"	""	""	""
"z-dna"	"chr8:11727923-11727948"	""	""	""
"z-dna"	"chr8:11728019-11728034"	""	""	""
"z-dna"	"chr8:11728069-11728093"	""	""	""
"z-dna"	"chr8:11728128-11728157"	""	""	""
"z-dna"	"chr8:11728201-11728237"	""	""	""
"z-dna"	"chr8:11728472-11728527"	"miR-744 (1)"	"miR-296 (1), miR-615 (1)"	""
"z-dna"	"chr8:11728530-11728553"	""	""	""
"z-dna"	"chr8:117494357-117494387"	"miR-329/362 (1)"	""	""
"z-dna"	"chr8:117494451-117494470"	""	""	""
"z-dna"	"chr8:117494483-117494529"	""	"miR-210 (2)"	""
"z-dna"	"chr8:117660859-117660884"	""	"miR-448 (1)"	""
"z-dna"	"chr8:117660901-117660943"	""	""	""
"z-dna"	"chr8:117701685-117701753"	""	""	""
"z-dna"	"chr8:117970003-117970021"	""	""	""
"z-dna"	"chr8:118132854-118132869"	""	"miR-377 (1)"	""
"z-dna"	"chr8:118132994-118133011"	""	"miR-377 (1)"	""
"z-dna"	"chr8:118133019-118133040"	""	"miR-377 (1)"	""
"z-dna"	"chr8:118284092-118284143"	""	""	""
"z-dna"	"chr8:118379604-118379688"	"miR-210 (3)"	""	""
"z-dna"	"chr8:11868702-11868729"	"miR-448 (1)"	""	""
"z-dna"	"chr8:11891543-11891581"	""	""	""
"z-dna"	"chr8:118937580-118937593"	""	""	""
"z-dna"	"chr8:118937687-118937709"	"miR-329/362 (1)"	"miR-448 (1)"	""
"z-dna"	"chr8:119275441-119275462"	""	""	""
"z-dna"	"chr8:119275472-119275510"	""	""	""
"z-dna"	"chr8:119275563-119275583"	"miR-329/362 (1)"	""	""
"z-dna"	"chr8:119275603-119275624"	"miR-329/362 (1)"	""	""
"z-dna"	"chr8:119275642-119275660"	"miR-501/502 (1)"	""	""
"z-dna"	"chr8:119309477-119309507"	""	""	""
"z-dna"	"chr8:119309610-119309627"	""	""	""
"z-dna"	"chr8:119405405-119405418"	""	"miR-147 (1)"	""
"z-dna"	"chr8:119405496-119405526"	""	""	""
"z-dna"	"chr8:119407875-119407888"	""	""	""
"z-dna"	"chr8:119446982-119447031"	""	""	""
"z-dna"	"chr8:119447067-119447101"	""	""	""
"z-dna"	"chr8:119447266-119447280"	""	""	""
"z-dna"	"chr8:119647104-119647121"	""	""	""
"z-dna"	"chr8:119700058-119700071"	""	""	""
"z-dna"	"chr8:119713097-119713150"	""	"miR-210 (1)"	""
"z-dna"	"chr8:119713192-119713236"	""	""	""
"z-dna"	"chr8:119713240-119713260"	""	""	""
"z-dna"	"chr8:119755509-119755522"	""	""	""
"z-dna"	"chr8:11976573-11976619"	""	"miR-181 (1), miR-377 (1)"	""
"z-dna"	"chr8:11976731-11976758"	""	"miR-342 (1), miR-377 (1)"	""
"z-dna"	"chr8:11976777-11976792"	""	"miR-377 (1)"	""
"z-dna"	"chr8:11985606-11985658"	"miR-329/362 (1)"	""	""
"z-dna"	"chr8:119870233-119870246"	""	""	""
"z-dna"	"chr8:119876772-119876785"	""	""	""
"z-dna"	"chr8:119999902-119999925"	""	""	""
"z-dna"	"chr8:120032182-120032203"	""	""	""
"z-dna"	"chr8:120061106-120061119"	""	""	""
"z-dna"	"chr8:120114598-120114615"	""	"miR-147 (1)"	""
"z-dna"	"chr8:120114647-120114660"	""	""	""
"z-dna"	"chr8:120172190-120172205"	""	""	""
"z-dna"	"chr8:120198407-120198424"	""	""	""
"z-dna"	"chr8:120228499-120228514"	""	""	""
"z-dna"	"chr8:120228655-120228681"	""	""	""
"z-dna"	"chr8:120228705-120228723"	""	""	""
"z-dna"	"chr8:120228735-120228761"	"miR-744 (1)"	""	""
"z-dna"	"chr8:120228861-120228876"	""	""	""
"z-dna"	"chr8:120228951-120228969"	""	""	""
"z-dna"	"chr8:120229038-120229080"	""	""	""
"z-dna"	"chr8:120229146-120229163"	""	""	""
"z-dna"	"chr8:120229289-120229305"	""	""	""
"z-dna"	"chr8:120265845-120265860"	""	""	""
"z-dna"	"chr8:120265953-120265969"	""	""	""
"z-dna"	"chr8:120265976-120265994"	""	""	""
"z-dna"	"chr8:120280625-120280644"	""	""	""
"z-dna"	"chr8:120288304-120288323"	""	""	""
"z-dna"	"chr8:120295381-120295398"	""	"miR-501/502 (1)"	""
"z-dna"	"chr8:120323607-120323620"	""	""	""
"z-dna"	"chr8:120347542-120347562"	""	""	""
"z-dna"	"chr8:120356543-120356560"	""	""	""
"z-dna"	"chr8:120410053-120410096"	""	""	""
"z-dna"	"chr8:120412939-120412956"	""	""	""
"z-dna"	"chr8:120413053-120413077"	""	""	""
"z-dna"	"chr8:120416635-120416653"	""	""	""
"z-dna"	"chr8:120446349-120446388"	""	"miR-210 (2)"	""
"z-dna"	"chr8:120446424-120446452"	""	""	""
"z-dna"	"chr8:120446548-120446578"	""	"miR-493 (1)"	""
"z-dna"	"chr8:120514042-120514061"	""	""	""
"z-dna"	"chr8:120514134-120514147"	""	""	""
"z-dna"	"chr8:120514247-120514270"	"miR-329/362 (1)"	""	""
"z-dna"	"chr8:120535766-120535779"	""	""	""
"z-dna"	"chr8:120535917-120535933"	""	""	""
"z-dna"	"chr8:120536037-120536060"	""	"miR-744 (1)"	""
"z-dna"	"chr8:120536138-120536155"	""	""	""
"z-dna"	"chr8:120536201-120536219"	""	""	""
"z-dna"	"chr8:120536222-120536236"	""	""	""
"z-dna"	"chr8:120634240-120634266"	""	""	""
"z-dna"	"chr8:120634285-120634298"	""	""	""
"z-dna"	"chr8:120860890-120860911"	""	""	""
"z-dna"	"chr8:120861233-120861260"	""	""	""
"z-dna"	"chr8:120879091-120879118"	""	""	""
"z-dna"	"chr8:121016785-121016803"	""	""	""
"z-dna"	"chr8:121016953-121016968"	""	""	""
"z-dna"	"chr8:121073705-121073722"	""	""	""
"z-dna"	"chr8:121082923-121082951"	"miR-187 (1)"	""	""
"z-dna"	"chr8:121083179-121083197"	""	""	""
"z-dna"	"chr8:121083510-121083560"	""	""	""
"z-dna"	"chr8:121083695-121083709"	""	""	""
"z-dna"	"chr8:121083929-121083945"	""	""	""
"z-dna"	"chr8:121084929-121084947"	""	""	""
"z-dna"	"chr8:121116336-121116353"	""	""	""
"z-dna"	"chr8:121116472-121116489"	""	""	""
"z-dna"	"chr8:121116573-121116593"	""	""	""
"z-dna"	"chr8:121116612-121116626"	""	""	""
"z-dna"	"chr8:121117478-121117497"	""	""	""
"z-dna"	"chr8:121117553-121117571"	""	""	""
"z-dna"	"chr8:121117640-121117671"	"miR-210 (1)"	""	""
"z-dna"	"chr8:121125798-121125818"	""	""	""
"z-dna"	"chr8:121128497-121128520"	""	""	""
"z-dna"	"chr8:121128871-121128888"	""	""	""
"z-dna"	"chr8:121129088-121129101"	""	""	""
"z-dna"	"chr8:121141192-121141205"	"miR-210 (1)"	""	""
"z-dna"	"chr8:121200804-121200827"	""	""	""
"z-dna"	"chr8:121204422-121204443"	""	"miR-329/362 (1)"	""
"z-dna"	"chr8:121206254-121206311"	""	""	""
"z-dna"	"chr8:121206342-121206359"	""	""	""
"z-dna"	"chr8:121206468-121206485"	""	""	""
"z-dna"	"chr8:121206598-121206625"	""	""	""
"z-dna"	"chr8:121267532-121267583"	"miR-210 (1)"	""	""
"z-dna"	"chr8:121267687-121267712"	""	""	""
"z-dna"	"chr8:121267773-121267797"	""	""	""
"z-dna"	"chr8:121272905-121272937"	""	"miR-377 (1)"	""
"z-dna"	"chr8:12130741-12130756"	""	""	""
"z-dna"	"chr8:121384328-121384355"	""	""	""
"z-dna"	"chr8:121384370-121384387"	""	""	""
"z-dna"	"chr8:121384408-121384429"	""	""	""
"z-dna"	"chr8:121384533-121384552"	""	""	""
"z-dna"	"chr8:121454889-121454902"	""	""	""
"z-dna"	"chr8:121466876-121466897"	""	"miR-342 (1), miR-377 (1)"	""
"z-dna"	"chr8:121466934-121466950"	""	"miR-377 (1)"	""
"z-dna"	"chr8:121468375-121468388"	""	""	""
"z-dna"	"chr8:121484936-121484991"	"miR-210 (2)"	""	""
"z-dna"	"chr8:121522837-121522898"	""	"miR-218 (1)"	""
"z-dna"	"chr8:121651398-121651420"	""	"miR-187 (1)"	""
"z-dna"	"chr8:121651440-121651455"	""	""	""
"z-dna"	"chr8:121651703-121651721"	""	""	""
"z-dna"	"chr8:121651762-121651775"	""	""	""
"z-dna"	"chr8:121651922-121651935"	""	""	""
"z-dna"	"chr8:121651981-121651996"	""	""	""
"z-dna"	"chr8:121652368-121652384"	""	""	""
"z-dna"	"chr8:121652418-121652440"	""	""	""
"z-dna"	"chr8:121652446-121652466"	""	""	""
"z-dna"	"chr8:121652572-121652588"	""	""	""
"z-dna"	"chr8:121652668-121652683"	""	""	""
"z-dna"	"chr8:121729901-121729916"	""	""	""
"z-dna"	"chr8:121729931-121729949"	""	""	""
"z-dna"	"chr8:121730065-121730097"	""	""	""
"z-dna"	"chr8:121730108-121730121"	""	""	""
"z-dna"	"chr8:121730183-121730211"	""	""	""
"z-dna"	"chr8:121730256-121730269"	""	""	""
"z-dna"	"chr8:121730439-121730470"	""	""	""
"z-dna"	"chr8:12202197-12202212"	""	""	""
"z-dna"	"chr8:12202273-12202290"	""	""	""
"z-dna"	"chr8:12202294-12202315"	""	""	""
"z-dna"	"chr8:122086223-122086240"	""	""	""
"z-dna"	"chr8:122118825-122118847"	""	""	""
"z-dna"	"chr8:122139600-122139631"	"miR-329/362 (1)"	""	""
"z-dna"	"chr8:122139674-122139689"	""	""	""
"z-dna"	"chr8:122154938-122154959"	""	"miR-210 (1)"	""
"z-dna"	"chr8:122175256-122175271"	""	""	""
"z-dna"	"chr8:122187983-122188002"	""	""	""
"z-dna"	"chr8:122188006-122188038"	""	""	""
"z-dna"	"chr8:122188047-122188077"	""	"miR-342 (1), miR-377 (1)"	""
"z-dna"	"chr8:122188080-122188099"	""	""	""
"z-dna"	"chr8:122188109-122188141"	""	""	""
"z-dna"	"chr8:122210166-122210198"	""	""	""
"z-dna"	"chr8:122230203-122230218"	""	""	""
"z-dna"	"chr8:122230353-122230376"	""	"miR-744 (1)"	""
"z-dna"	"chr8:122336049-122336064"	""	""	""
"z-dna"	"chr8:122336102-122336125"	""	""	""
"z-dna"	"chr8:122336441-122336465"	""	""	""
"z-dna"	"chr8:122456200-122456214"	""	""	""
"z-dna"	"chr8:122460803-122460820"	""	""	""
"z-dna"	"chr8:122709942-122709959"	"miR-324 (1)"	""	""
"z-dna"	"chr8:122716961-122716977"	"miR-218 (1)"	""	""
"z-dna"	"chr8:122752442-122752475"	"miR-342 (1), miR-377 (1)"	""	""
"z-dna"	"chr8:122862634-122862667"	""	""	""
"z-dna"	"chr8:122862721-122862736"	""	"miR-210 (1)"	""
"z-dna"	"chr8:123117392-123117427"	""	"miR-187 (1)"	""
"z-dna"	"chr8:123148967-123148982"	""	""	""
"z-dna"	"chr8:123235719-123235734"	""	""	""
"z-dna"	"chr8:123235744-123235765"	""	""	""
"z-dna"	"chr8:123332337-123332358"	""	""	""
"z-dna"	"chr8:123332360-123332390"	""	""	""
"z-dna"	"chr8:123332729-123332751"	""	""	""
"z-dna"	"chr8:123332799-123332824"	""	""	""
"z-dna"	"chr8:123333225-123333260"	""	""	""
"z-dna"	"chr8:123333290-123333331"	""	""	""
"z-dna"	"chr8:123354278-123354295"	""	""	""
"z-dna"	"chr8:123356603-123356618"	""	"miR-210 (1)"	""
"z-dna"	"chr8:123411906-123411923"	"miR-329/362 (1)"	""	""
"z-dna"	"chr8:123421280-123421293"	""	""	""
"z-dna"	"chr8:123424334-123424351"	""	""	""
"z-dna"	"chr8:123514732-123514746"	""	"miR-501/502 (1)"	""
"z-dna"	"chr8:123650038-123650064"	""	"miR-377 (1)"	""
"z-dna"	"chr8:123653735-123653759"	""	""	""
"z-dna"	"chr8:123653852-123653878"	""	""	""
"z-dna"	"chr8:123654035-123654057"	"miR-744 (1)"	""	""
"z-dna"	"chr8:123654067-123654087"	""	""	""
"z-dna"	"chr8:123783073-123783096"	""	""	""
"z-dna"	"chr8:12385200-12385217"	""	""	""
"z-dna"	"chr8:12385758-12385785"	"miR-210 (1)"	""	""
"z-dna"	"chr8:12385825-12385869"	"miR-210 (1)"	"miR-342 (1)"	""
"z-dna"	"chr8:12385909-12385927"	""	""	""
"z-dna"	"chr8:12386044-12386062"	""	""	""
"z-dna"	"chr8:123891996-123892009"	""	""	""
"z-dna"	"chr8:123892169-123892184"	""	""	""
"z-dna"	"chr8:12390650-12390665"	""	""	""
"z-dna"	"chr8:12391607-12391620"	""	""	""
"z-dna"	"chr8:12395298-12395315"	""	""	""
"z-dna"	"chr8:12395364-12395387"	""	""	""
"z-dna"	"chr8:12395485-12395498"	""	""	""
"z-dna"	"chr8:12395636-12395655"	""	""	""
"z-dna"	"chr8:12395855-12395874"	""	""	""
"z-dna"	"chr8:12396154-12396169"	"miR-218 (1)"	"miR-330 (1)"	""
"z-dna"	"chr8:12396236-12396251"	"miR-329/362 (1)"	"miR-147 (1)"	""
"z-dna"	"chr8:12396403-12396420"	""	""	""
"z-dna"	"chr8:12396676-12396697"	""	""	""
"z-dna"	"chr8:12397009-12397080"	""	"miR-210 (1)"	""
"z-dna"	"chr8:12397108-12397121"	""	""	""
"z-dna"	"chr8:12397487-12397506"	""	""	""
"z-dna"	"chr8:124161312-124161364"	"miR-342 (1), miR-377 (1)"	""	""
"z-dna"	"chr8:124231849-124231876"	"miR-744 (1)"	""	""
"z-dna"	"chr8:12430539-12430554"	""	""	""
"z-dna"	"chr8:12431304-12431329"	""	""	""
"z-dna"	"chr8:124434058-124434073"	""	""	""
"z-dna"	"chr8:124434136-124434156"	""	""	""
"z-dna"	"chr8:124434238-124434261"	""	"miR-744 (1)"	""
"z-dna"	"chr8:124434285-124434301"	""	""	""
"z-dna"	"chr8:124434414-124434432"	""	""	""
"z-dna"	"chr8:124439588-124439625"	""	""	""
"z-dna"	"chr8:124475419-124475434"	""	""	""
"z-dna"	"chr8:124751335-124751352"	""	""	""
"z-dna"	"chr8:124751760-124751773"	""	""	""
"z-dna"	"chr8:124751821-124751844"	""	""	""
"z-dna"	"chr8:124793042-124793060"	""	""	""
"z-dna"	"chr8:124793063-124793079"	""	""	""
"z-dna"	"chr8:124793324-124793341"	""	""	""
"z-dna"	"chr8:124793885-124793900"	""	""	""
"z-dna"	"chr8:124793983-124794001"	""	""	""
"z-dna"	"chr8:124795054-124795089"	""	""	""
"z-dna"	"chr8:124948839-124948867"	""	""	""
"z-dna"	"chr8:12500120-12500200"	""	""	""
"z-dna"	"chr8:12500215-12500286"	""	""	""
"z-dna"	"chr8:12500291-12500381"	"miR-493 (1)"	"miR-493 (1)"	"miR-493"
"z-dna"	"chr8:12502798-12502813"	""	""	""
"z-dna"	"chr8:125054053-125054075"	""	""	""
"z-dna"	"chr8:125080711-125080756"	""	"miR-210 (1)"	""
"z-dna"	"chr8:125192016-125192031"	""	""	""
"z-dna"	"chr8:125192267-125192282"	""	""	""
"z-dna"	"chr8:125192325-125192340"	""	""	""
"z-dna"	"chr8:125192364-125192381"	""	""	""
"z-dna"	"chr8:125290181-125290196"	""	""	""
"z-dna"	"chr8:125290211-125290228"	""	""	""
"z-dna"	"chr8:125453676-125453695"	""	""	""
"z-dna"	"chr8:125478096-125478117"	""	"miR-539 (1)"	""
"z-dna"	"chr8:125478171-125478189"	""	"miR-539 (1)"	""
"z-dna"	"chr8:125478212-125478247"	""	"miR-539 (2)"	""
"z-dna"	"chr8:125478278-125478299"	""	"miR-539 (1)"	""
"z-dna"	"chr8:125478304-125478334"	""	""	""
"z-dna"	"chr8:125478337-125478353"	""	""	""
"z-dna"	"chr8:125570357-125570374"	""	""	""
"z-dna"	"chr8:125644437-125644451"	"miR-455 (1)"	""	""
"z-dna"	"chr8:125680075-125680107"	""	""	""
"z-dna"	"chr8:125680184-125680205"	""	""	""
"z-dna"	"chr8:125844390-125844410"	""	""	""
"z-dna"	"chr8:125844809-125844828"	""	"miR-210 (1)"	""
"z-dna"	"chr8:125865219-125865243"	"miR-342 (2), miR-377 (2)"	""	""
"z-dna"	"chr8:125898156-125898177"	""	""	""
"z-dna"	"chr8:125898278-125898291"	""	""	""
"z-dna"	"chr8:125905995-125906022"	"miR-329/362 (1)"	""	""
"z-dna"	"chr8:125910421-125910438"	""	""	""
"z-dna"	"chr8:125910977-125910992"	""	""	""
"z-dna"	"chr8:125911235-125911256"	""	""	""
"z-dna"	"chr8:125911304-125911323"	""	""	""
"z-dna"	"chr8:125995109-125995139"	""	""	""
"z-dna"	"chr8:125995440-125995453"	""	""	""
"z-dna"	"chr8:125995481-125995500"	""	""	""
"z-dna"	"chr8:126138678-126138697"	""	""	""
"z-dna"	"chr8:126138827-126138864"	""	""	""
"z-dna"	"chr8:126139008-126139022"	""	""	""
"z-dna"	"chr8:126160025-126160052"	""	""	""
"z-dna"	"chr8:126160101-126160125"	""	""	""
"z-dna"	"chr8:126230133-126230183"	""	""	""
"z-dna"	"chr8:126275540-126275558"	""	""	""
"z-dna"	"chr8:126275613-126275636"	""	""	""
"z-dna"	"chr8:126275666-126275703"	""	""	""
"z-dna"	"chr8:126284646-126284736"	""	""	""
"z-dna"	"chr8:126284741-126284768"	""	""	""
"z-dna"	"chr8:126284773-126284798"	""	""	""
"z-dna"	"chr8:126284803-126284863"	""	""	""
"z-dna"	"chr8:126284899-126284914"	"miR-329/362 (1)"	""	""
"z-dna"	"chr8:126284945-126284995"	"miR-329/362 (1)"	""	""
"z-dna"	"chr8:126299220-126299262"	""	""	""
"z-dna"	"chr8:126364339-126364354"	""	""	""
"z-dna"	"chr8:126482085-126482112"	"miR-342 (1), miR-377 (1)"	""	""
"z-dna"	"chr8:12687538-12687600"	""	"miR-493 (1)"	""
"z-dna"	"chr8:126992447-126992463"	""	""	""
"z-dna"	"chr8:127039679-127039694"	""	""	""
"z-dna"	"chr8:127064002-127064018"	""	""	""
"z-dna"	"chr8:127064260-127064279"	""	""	""
"z-dna"	"chr8:127064485-127064498"	""	""	""
"z-dna"	"chr8:127064971-127064988"	""	""	""
"z-dna"	"chr8:127082107-127082152"	"miR-210 (1), miR-448 (1)"	""	""
"z-dna"	"chr8:127082239-127082256"	""	"miR-377 (1)"	""
"z-dna"	"chr8:127082296-127082368"	"miR-210 (1)"	"miR-342 (2), miR-377 (3)"	""
"z-dna"	"chr8:127234407-127234431"	""	""	""
"z-dna"	"chr8:127234476-127234517"	""	""	""
"z-dna"	"chr8:127299442-127299455"	""	""	""
"z-dna"	"chr8:12736571-12736588"	""	""	""
"z-dna"	"chr8:12736594-12736611"	""	"miR-210 (1)"	""
"z-dna"	"chr8:127437384-127437428"	""	""	""
"z-dna"	"chr8:127774641-127774709"	"miR-329/362 (1)"	"miR-210 (1)"	""
"z-dna"	"chr8:128077205-128077251"	""	""	""
"z-dna"	"chr8:128357119-128357132"	""	""	""
"z-dna"	"chr8:128359736-128359756"	""	""	""
"z-dna"	"chr8:128568288-128568304"	""	""	""
"z-dna"	"chr8:12874012-12874029"	""	""	""
"z-dna"	"chr8:129102867-129102883"	""	""	""
"z-dna"	"chr8:12915643-12915657"	""	""	""
"z-dna"	"chr8:12915708-12915724"	""	""	""
"z-dna"	"chr8:13018807-13018824"	""	"miR-128 (1)"	""
"z-dna"	"chr8:13200237-13200252"	""	""	""
"z-dna"	"chr8:13200450-13200471"	""	""	""
"z-dna"	"chr8:13200498-13200518"	""	""	""
"z-dna"	"chr8:13200601-13200620"	""	""	""
"z-dna"	"chr8:13317474-13317489"	""	""	""
"z-dna"	"chr8:13317706-13317720"	""	""	""
"z-dna"	"chr8:13493831-13493846"	""	""	""
"z-dna"	"chr8:13493989-13494006"	""	""	""
"z-dna"	"chr8:13494407-13494420"	""	""	""
"z-dna"	"chr8:13889996-13890024"	""	""	""
"z-dna"	"chr8:13890042-13890062"	""	""	""
"z-dna"	"chr8:13904231-13904246"	""	""	""
"z-dna"	"chr8:13974524-13974537"	""	""	""
"z-dna"	"chr8:14090686-14090701"	""	"miR-423 (1)"	""
"z-dna"	"chr8:14095685-14095700"	""	""	""
"z-dna"	"chr8:14095857-14095870"	""	""	""
"z-dna"	"chr8:14096147-14096164"	"miR-744 (1)"	""	""
"z-dna"	"chr8:14157567-14157626"	""	""	""
"z-dna"	"chr8:14157630-14157656"	""	""	""
"z-dna"	"chr8:14157687-14157721"	"miR-210 (1)"	""	""
"z-dna"	"chr8:14604880-14604906"	"miR-342 (1), miR-377 (1)"	""	""
"z-dna"	"chr8:14605090-14605112"	"miR-342 (1), miR-377 (1)"	""	""
"z-dna"	"chr8:14605260-14605283"	"miR-342 (1), miR-377 (1)"	""	""
"z-dna"	"chr8:14911688-14911721"	"miR-744 (2)"	""	""
"z-dna"	"chr8:14936168-14936207"	"miR-329/362 (1)"	""	""
"z-dna"	"chr8:15008669-15008744"	"miR-210 (2)"	""	""
"z-dna"	"chr8:15011152-15011172"	""	""	""
"z-dna"	"chr8:15011241-15011260"	"miR-96/1271 (1)"	""	""
"z-dna"	"chr8:15011307-15011322"	""	""	""
"z-dna"	"chr8:15011349-15011388"	""	""	""
"z-dna"	"chr8:15011926-15011942"	""	""	""
"z-dna"	"chr8:15027691-15027711"	""	"miR-483 (1)"	""
"z-dna"	"chr8:15027744-15027766"	""	""	""
"z-dna"	"chr8:15027910-15027932"	"miR-324 (1)"	""	""
"z-dna"	"chr8:15027997-15028022"	""	""	""
"z-dna"	"chr8:15028043-15028060"	""	""	""
"z-dna"	"chr8:15028379-15028396"	""	""	""
"z-dna"	"chr8:15028450-15028478"	""	""	""
"z-dna"	"chr8:15028537-15028558"	""	""	""
"z-dna"	"chr8:15029057-15029074"	""	""	""
"z-dna"	"chr8:15064925-15064941"	"miR-329/362 (1)"	""	""
"z-dna"	"chr8:15065013-15065039"	""	""	""
