Gene ID	Transcript ID	Gene Name	Gene Type	Flipon	Flipons per promoter
ENSMUSG00000043664.7	ENSMUST00000052072.7	Tmem221	protein_coding	z-dna	1
ENSMUSG00000042655.5	ENSMUST00000043061.4	Shisal2b	protein_coding	g4	1
ENSMUSG00000043673.11	ENSMUST00000055673.1	Kcns3	protein_coding	g4	1
ENSMUSG00000044217.17	ENSMUST00000229728.1	Aqp5	protein_coding	z-dna	1
ENSMUSG00000044217.17	ENSMUST00000088200.12	Aqp5	protein_coding	g4	1
ENSMUSG00000044216.7	ENSMUST00000057801.7	Kcnj4	protein_coding	z-dna	1
ENSMUSG00000044072.14	ENSMUST00000058902.5	Eml6	protein_coding	sidd	1
ENSMUSG00000044071.9	ENSMUST00000238972.1	Tafa2	protein_coding	sidd	1
ENSMUSG00000044005.13	ENSMUST00000044776.12	Gls2	protein_coding	z-dna	1
ENSMUSG00000043993.6	ENSMUST00000139014.1	2900052L18Rik	processed_transcript	g4	1
ENSMUSG00000043993.6	ENSMUST00000139014.1	2900052L18Rik	processed_transcript	h-dna	1
ENSMUSG00000043940.15	ENSMUST00000174698.1	Wdfy3	protein_coding	g4	1
ENSMUSG00000043940.15	ENSMUST00000053177.13	Wdfy3	protein_coding	g4	1
ENSMUSG00000043913.14	ENSMUST00000086483.3	Ccdc60	protein_coding	sidd	1
ENSMUSG00000043903.4	ENSMUST00000055537.2	Zfp469	protein_coding	g4	1
ENSMUSG00000043889.6	ENSMUST00000082300.4	Gm8399	processed_pseudogene	sidd	1
ENSMUSG00000043857.16	ENSMUST00000103027.9	Mgat5b	protein_coding	g4	1
ENSMUSG00000043843.17	ENSMUST00000119703.7	Tmem145	protein_coding	g4	1
ENSMUSG00000043822.18	ENSMUST00000105352.1	Adamtsl5	protein_coding	z-dna	1
ENSMUSG00000043782.9	ENSMUST00000232760.1	Bicdl2	protein_coding	g4	1
ENSMUSG00000043753.2	ENSMUST00000052478.2	Dmrta1	protein_coding	z-dna	1
ENSMUSG00000043673.11	ENSMUST00000055673.1	Kcns3	protein_coding	z-dna	1
ENSMUSG00000043456.17	ENSMUST00000056338.12	Zfp536	protein_coding	g4	1
ENSMUSG00000043439.5	ENSMUST00000052281.5	Epop	protein_coding	g4	1
ENSMUSG00000043439.5	ENSMUST00000052281.5	Epop	protein_coding	z-dna	1
ENSMUSG00000043419.11	ENSMUST00000129321.1	Rnf227	protein_coding	g4	1
ENSMUSG00000042873.11	ENSMUST00000162280.1	Lhfpl4	protein_coding	z-dna	1
ENSMUSG00000042834.15	ENSMUST00000168890.1	Nrep	protein_coding	g4	1
ENSMUSG00000042834.15	ENSMUST00000051087.15	Nrep	protein_coding	g4	1
ENSMUSG00000042834.15	ENSMUST00000051087.15	Nrep	protein_coding	h-dna	1
ENSMUSG00000042826.13	ENSMUST00000011285.10	Fgf11	protein_coding	g4	1
ENSMUSG00000042807.15	ENSMUST00000087659.10	Hecw2	protein_coding	g4	1
ENSMUSG00000042807.15	ENSMUST00000087659.10	Hecw2	protein_coding	z-dna	1
ENSMUSG00000042804.13	ENSMUST00000105651.7	Gpr153	protein_coding	g4	1
ENSMUSG00000042804.13	ENSMUST00000105650.7	Gpr153	protein_coding	g4	1
ENSMUSG00000042804.13	ENSMUST00000055754.7	Gpr153	protein_coding	z-dna	1
ENSMUSG00000042793.13	ENSMUST00000044828.13	Lgr6	protein_coding	z-dna	1
ENSMUSG00000042763.9	ENSMUST00000064444.7	Maneal	protein_coding	z-dna	1
ENSMUSG00000042761.14	ENSMUST00000179313.2	Mrap2	protein_coding	g4	1
ENSMUSG00000042751.14	ENSMUST00000043313.14	Nmnat2	protein_coding	z-dna	1
ENSMUSG00000042743.13	ENSMUST00000044385.13	Sgtb	protein_coding	g4	1
ENSMUSG00000042734.6	ENSMUST00000218362.1	Ttc9	protein_coding	g4	1
ENSMUSG00000042724.8	ENSMUST00000222322.1	Map3k9	protein_coding	h-dna	1
ENSMUSG00000042724.8	ENSMUST00000035987.8	Map3k9	protein_coding	z-dna	1
ENSMUSG00000042671.12	ENSMUST00000041776.11	Rgs8	protein_coding	g4	1
ENSMUSG00000042976.6	ENSMUST00000151816.2	9930038B18Rik	lincRNA	g4	1
ENSMUSG00000042988.10	ENSMUST00000106177.7	Notum	protein_coding	z-dna	1
ENSMUSG00000043003.14	ENSMUST00000058292.12	Rasef	protein_coding	z-dna	1
ENSMUSG00000043301.16	ENSMUST00000095873.11	Kcnj6	protein_coding	z-dna	1
ENSMUSG00000043398.5	ENSMUST00000050649.5	Gpr135	protein_coding	z-dna	1
ENSMUSG00000043391.10	ENSMUST00000053336.7	2510009E07Rik	protein_coding	g4	1
ENSMUSG00000043391.10	ENSMUST00000053336.7	2510009E07Rik	protein_coding	h-dna	1
ENSMUSG00000043391.10	ENSMUST00000053336.7	2510009E07Rik	protein_coding	z-dna	1
ENSMUSG00000043342.9	ENSMUST00000059272.9	Hoxd9	protein_coding	h-dna	1
ENSMUSG00000043323.17	ENSMUST00000198834.1	Fbrsl1	protein_coding	g4	1
ENSMUSG00000043323.17	ENSMUST00000198834.1	Fbrsl1	protein_coding	z-dna	1
ENSMUSG00000043301.16	ENSMUST00000099508.3	Kcnj6	protein_coding	g4	1
ENSMUSG00000043289.12	ENSMUST00000057067.9	Mei4	protein_coding	g4	1
ENSMUSG00000043003.14	ENSMUST00000222414.1	Rasef	protein_coding	g4	1
ENSMUSG00000043259.15	ENSMUST00000173042.8	Fam13c	protein_coding	z-dna	1
ENSMUSG00000043259.15	ENSMUST00000062883.6	Fam13c	protein_coding	g4	1
ENSMUSG00000043219.9	ENSMUST00000062829.8	Hoxa6	protein_coding	g4	1
ENSMUSG00000043110.2	ENSMUST00000049787.2	Lrrn4	protein_coding	z-dna	1
ENSMUSG00000043085.14	ENSMUST00000053263.8	Tmem82	protein_coding	g4	1
ENSMUSG00000043079.17	ENSMUST00000143275.2	Synpo	protein_coding	g4	1
ENSMUSG00000043051.17	ENSMUST00000074562.10	Disc1	protein_coding	z-dna	1
ENSMUSG00000043013.10	ENSMUST00000056006.10	Onecut1	protein_coding	g4	1
ENSMUSG00000037541.22	ENSMUST00000105900.8	Shank2	protein_coding	z-dna	1
ENSMUSG00000037541.22	ENSMUST00000097929.3	Shank2	protein_coding	g4	1
ENSMUSG00000037490.5	ENSMUST00000042261.4	Slc2a12	protein_coding	g4	1
ENSMUSG00000031849.9	ENSMUST00000003659.8	Comp	protein_coding	g4	1
ENSMUSG00000031842.15	ENSMUST00000224874.1	Pde4c	protein_coding	g4	1
ENSMUSG00000031841.19	ENSMUST00000117160.1	Cdh13	protein_coding	g4	1
ENSMUSG00000031840.12	ENSMUST00000110090.7	Rab3a	protein_coding	z-dna	1
ENSMUSG00000031828.9	ENSMUST00000034287.9	Klhl36	protein_coding	g4	1
ENSMUSG00000031824.15	ENSMUST00000108951.7	6430548M08Rik	protein_coding	z-dna	1
ENSMUSG00000031822.20	ENSMUST00000120493.7	Gse1	protein_coding	g4	1
ENSMUSG00000031822.20	ENSMUST00000120493.7	Gse1	protein_coding	z-dna	1
ENSMUSG00000031808.7	ENSMUST00000212889.1	Slc27a1	protein_coding	g4	1
ENSMUSG00000031808.7	ENSMUST00000034267.4	Slc27a1	protein_coding	z-dna	1
ENSMUSG00000031790.8	ENSMUST00000034243.6	Mmp15	protein_coding	g4	1
ENSMUSG00000031788.14	ENSMUST00000169748.8	Kifc3	protein_coding	z-dna	1
ENSMUSG00000031788.14	ENSMUST00000169353.2	Kifc3	protein_coding	sidd	1
ENSMUSG00000031788.14	ENSMUST00000034240.14	Kifc3	protein_coding	g4	1
ENSMUSG00000031772.17	ENSMUST00000034225.6	Cntnap4	protein_coding	g4	1
ENSMUSG00000031772.17	ENSMUST00000034225.6	Cntnap4	protein_coding	h-dna	1
ENSMUSG00000031772.17	ENSMUST00000034225.6	Cntnap4	protein_coding	z-dna	1
ENSMUSG00000031760.9	ENSMUST00000211930.1	Mt3	protein_coding	z-dna	1
ENSMUSG00000031760.9	ENSMUST00000034211.9	Mt3	protein_coding	z-dna	1
ENSMUSG00000031748.16	ENSMUST00000138659.8	Gnao1	protein_coding	sidd	1
ENSMUSG00000031842.15	ENSMUST00000224874.1	Pde4c	protein_coding	z-dna	1
ENSMUSG00000031853.5	ENSMUST00000034316.5	Map3k21	protein_coding	z-dna	1
ENSMUSG00000031738.14	ENSMUST00000167261.2	Irx6	protein_coding	g4	1
ENSMUSG00000031872.14	ENSMUST00000167633.7	Bean1	protein_coding	g4	1
ENSMUSG00000032010.15	ENSMUST00000177054.7	Usp2	protein_coding	g4	1
ENSMUSG00000031998.5	ENSMUST00000034483.4	1700128F08Rik	transcribed_processed_pseudogene	g4	1
ENSMUSG00000031997.9	ENSMUST00000214596.1	Trpc6	protein_coding	z-dna	1
ENSMUSG00000031996.17	ENSMUST00000079758.8	Aplp2	protein_coding	g4	1
ENSMUSG00000031970.16	ENSMUST00000177240.7	Dbndd1	protein_coding	g4	1
ENSMUSG00000031970.16	ENSMUST00000177240.7	Dbndd1	protein_coding	z-dna	1
ENSMUSG00000031970.16	ENSMUST00000176155.1	Dbndd1	protein_coding	g4	1
ENSMUSG00000031963.8	ENSMUST00000071982.6	Bmper	protein_coding	z-dna	1
ENSMUSG00000031955.10	ENSMUST00000212349.1	Bcar1	protein_coding	g4	1
ENSMUSG00000031955.10	ENSMUST00000166232.3	Bcar1	protein_coding	z-dna	1
ENSMUSG00000031937.7	ENSMUST00000034413.7	Vstm5	protein_coding	h-dna	1
ENSMUSG00000031932.14	ENSMUST00000115624.2	Gpr83	protein_coding	g4	1
ENSMUSG00000031925.17	ENSMUST00000034401.14	Maml2	protein_coding	z-dna	1
ENSMUSG00000031906.9	ENSMUST00000067512.7	Smpd3	protein_coding	z-dna	1
ENSMUSG00000031898.9	ENSMUST00000034371.8	Dpep3	protein_coding	z-dna	1
ENSMUSG00000031891.6	ENSMUST00000034363.6	Hsd11b2	protein_coding	g4	1
ENSMUSG00000031891.6	ENSMUST00000034363.6	Hsd11b2	protein_coding	z-dna	1
ENSMUSG00000031883.13	ENSMUST00000056051.10	Car7	protein_coding	g4	1
ENSMUSG00000031872.14	ENSMUST00000213077.1	Bean1	protein_coding	z-dna	1
ENSMUSG00000031738.14	ENSMUST00000167261.2	Irx6	protein_coding	z-dna	1
ENSMUSG00000031737.11	ENSMUST00000034184.11	Irx5	protein_coding	g4	1
ENSMUSG00000031442.21	ENSMUST00000095456.9	Mcf2l	protein_coding	g4	1
ENSMUSG00000031586.17	ENSMUST00000033995.13	Rbpms	protein_coding	g4	1
ENSMUSG00000031563.8	ENSMUST00000057561.8	Wwc2	protein_coding	z-dna	1
ENSMUSG00000031558.15	ENSMUST00000174421.7	Slit2	protein_coding	z-dna	1
ENSMUSG00000031558.15	ENSMUST00000173107.7	Slit2	protein_coding	sidd	1
ENSMUSG00000031558.15	ENSMUST00000173107.7	Slit2	protein_coding	z-dna	1
ENSMUSG00000031548.7	ENSMUST00000033952.7	Sfrp1	protein_coding	g4	1
ENSMUSG00000031548.7	ENSMUST00000033952.7	Sfrp1	protein_coding	sidd	1
ENSMUSG00000031543.18	ENSMUST00000173248.7	Ank1	protein_coding	g4	1
ENSMUSG00000031543.18	ENSMUST00000141784.8	Ank1	protein_coding	g4	1
ENSMUSG00000031543.18	ENSMUST00000121802.8	Ank1	protein_coding	g4	1
ENSMUSG00000031543.18	ENSMUST00000117270.8	Ank1	protein_coding	g4	1
ENSMUSG00000031543.18	ENSMUST00000110688.8	Ank1	protein_coding	g4	1
ENSMUSG00000031543.18	ENSMUST00000033947.14	Ank1	protein_coding	h-dna	1
ENSMUSG00000031523.16	ENSMUST00000033923.13	Dlc1	protein_coding	z-dna	1
ENSMUSG00000031520.6	ENSMUST00000033919.5	Vegfc	protein_coding	z-dna	1
ENSMUSG00000031511.16	ENSMUST00000110909.8	Arhgef7	protein_coding	g4	1
ENSMUSG00000031503.13	ENSMUST00000033899.13	Col4a2	protein_coding	g4	1
ENSMUSG00000031481.8	ENSMUST00000077194.1	Tpte	protein_coding	g4	1
ENSMUSG00000031458.8	ENSMUST00000209371.1	Coprs	protein_coding	g4	1
ENSMUSG00000031458.8	ENSMUST00000209371.1	Coprs	protein_coding	z-dna	1
ENSMUSG00000031565.18	ENSMUST00000117179.8	Fgfr1	protein_coding	z-dna	1
ENSMUSG00000031586.17	ENSMUST00000053251.11	Rbpms	protein_coding	g4	1
ENSMUSG00000031737.11	ENSMUST00000034184.11	Irx5	protein_coding	h-dna	1
ENSMUSG00000031596.15	ENSMUST00000098816.9	Slc7a2	protein_coding	h-dna	1
ENSMUSG00000031737.11	ENSMUST00000034184.11	Irx5	protein_coding	z-dna	1
ENSMUSG00000031736.11	ENSMUST00000180102.7	Crnde	processed_transcript	sidd	1
ENSMUSG00000031736.11	ENSMUST00000180102.7	Crnde	processed_transcript	z-dna	1
ENSMUSG00000031734.13	ENSMUST00000093312.5	Irx3	protein_coding	g4	1
ENSMUSG00000031722.10	ENSMUST00000074898.7	Hp	protein_coding	h-dna	1
ENSMUSG00000031710.4	ENSMUST00000034146.4	Ucp1	protein_coding	g4	1
ENSMUSG00000031700.11	ENSMUST00000034136.11	Gpt2	protein_coding	g4	1
ENSMUSG00000031688.4	ENSMUST00000034115.4	Pou4f2	protein_coding	z-dna	1
ENSMUSG00000031681.16	ENSMUST00000109885.7	Smad1	protein_coding	g4	1
ENSMUSG00000031673.6	ENSMUST00000075190.4	Cdh11	protein_coding	g4	1
ENSMUSG00000031661.12	ENSMUST00000034086.12	Nkd1	protein_coding	sidd	1
ENSMUSG00000031659.13	ENSMUST00000169037.8	Adcy7	protein_coding	g4	1
ENSMUSG00000031659.13	ENSMUST00000169037.8	Adcy7	protein_coding	z-dna	1
ENSMUSG00000031654.16	ENSMUST00000034076.15	Cbln1	protein_coding	g4	1
ENSMUSG00000031618.13	ENSMUST00000109913.8	Nr3c2	protein_coding	g4	1
ENSMUSG00000031618.13	ENSMUST00000109911.7	Nr3c2	protein_coding	g4	1
ENSMUSG00000031618.13	ENSMUST00000109911.7	Nr3c2	protein_coding	h-dna	1
ENSMUSG00000031616.7	ENSMUST00000034029.7	Ednra	protein_coding	z-dna	1
ENSMUSG00000031596.15	ENSMUST00000098816.9	Slc7a2	protein_coding	z-dna	1
ENSMUSG00000032010.15	ENSMUST00000177054.7	Usp2	protein_coding	z-dna	1
ENSMUSG00000032012.9	ENSMUST00000034510.8	Nectin1	protein_coding	z-dna	1
ENSMUSG00000032012.9	ENSMUST00000239313.1	Nectin1	protein_coding	g4	1
ENSMUSG00000032363.15	ENSMUST00000113059.7	Adamts7	protein_coding	z-dna	1
ENSMUSG00000032356.12	ENSMUST00000034912.5	Rasgrf1	protein_coding	z-dna	1
ENSMUSG00000032346.7	ENSMUST00000034900.7	Ooep	protein_coding	g4	1
ENSMUSG00000032346.7	ENSMUST00000034900.7	Ooep	protein_coding	sidd	1
ENSMUSG00000032340.8	ENSMUST00000068664.6	Neo1	protein_coding	g4	1
ENSMUSG00000032340.8	ENSMUST00000068664.6	Neo1	protein_coding	z-dna	1
ENSMUSG00000032338.9	ENSMUST00000034889.9	Hcn4	protein_coding	z-dna	1
ENSMUSG00000032334.10	ENSMUST00000061799.9	Loxl1	protein_coding	g4	1
ENSMUSG00000032334.10	ENSMUST00000061799.9	Loxl1	protein_coding	z-dna	1
ENSMUSG00000032332.17	ENSMUST00000071750.12	Col12a1	protein_coding	g4	1
ENSMUSG00000032332.17	ENSMUST00000071750.12	Col12a1	protein_coding	h-dna	1
ENSMUSG00000032318.12	ENSMUST00000034869.10	Isl2	protein_coding	g4	1
ENSMUSG00000032315.6	ENSMUST00000034865.5	Cyp1a1	protein_coding	z-dna	1
ENSMUSG00000032297.11	ENSMUST00000118549.7	Celf6	protein_coding	g4	1
ENSMUSG00000032297.11	ENSMUST00000118549.7	Celf6	protein_coding	z-dna	1
ENSMUSG00000032291.8	ENSMUST00000034830.8	Crabp1	protein_coding	g4	1
ENSMUSG00000032291.8	ENSMUST00000034830.8	Crabp1	protein_coding	z-dna	1
ENSMUSG00000032285.15	ENSMUST00000120452.7	Dnaja4	protein_coding	g4	1
ENSMUSG00000032285.15	ENSMUST00000120452.7	Dnaja4	protein_coding	z-dna	1
ENSMUSG00000032285.15	ENSMUST00000070070.7	Dnaja4	protein_coding	g4	1
ENSMUSG00000032356.12	ENSMUST00000189545.1	Rasgrf1	protein_coding	z-dna	1
ENSMUSG00000032363.15	ENSMUST00000113060.2	Adamts7	protein_coding	g4	1
ENSMUSG00000032012.9	ENSMUST00000239313.1	Nectin1	protein_coding	sidd	1
ENSMUSG00000032366.15	ENSMUST00000113707.8	Tpm1	protein_coding	h-dna	1
ENSMUSG00000032482.9	ENSMUST00000197850.4	Cspg5	protein_coding	g4	1
ENSMUSG00000032482.9	ENSMUST00000197850.4	Cspg5	protein_coding	z-dna	1
ENSMUSG00000032470.17	ENSMUST00000122384.8	Mras	protein_coding	g4	1
ENSMUSG00000032462.14	ENSMUST00000035037.13	Pik3cb	protein_coding	g4	1
ENSMUSG00000032462.14	ENSMUST00000035037.13	Pik3cb	protein_coding	z-dna	1
ENSMUSG00000032446.14	ENSMUST00000035020.14	Eomes	protein_coding	h-dna	1
ENSMUSG00000032446.14	ENSMUST00000035020.14	Eomes	protein_coding	z-dna	1
ENSMUSG00000032420.8	ENSMUST00000034992.7	Nt5e	protein_coding	g4	1
ENSMUSG00000032419.8	ENSMUST00000034991.7	Tbx18	protein_coding	g4	1
ENSMUSG00000032418.15	ENSMUST00000034989.14	Me1	protein_coding	g4	1
ENSMUSG00000032392.11	ENSMUST00000213396.1	Parp16	protein_coding	g4	1
ENSMUSG00000032387.15	ENSMUST00000055844.9	Rbpms2	protein_coding	g4	1
ENSMUSG00000032380.9	ENSMUST00000034944.8	Dapk2	protein_coding	g4	1
ENSMUSG00000032377.8	ENSMUST00000034941.8	Plscr4	protein_coding	g4	1
ENSMUSG00000032374.14	ENSMUST00000070522.13	Plod2	protein_coding	g4	1
ENSMUSG00000032374.14	ENSMUST00000070522.13	Plod2	protein_coding	z-dna	1
ENSMUSG00000032368.14	ENSMUST00000065360.4	Zic1	protein_coding	z-dna	1
ENSMUSG00000032368.14	ENSMUST00000034927.12	Zic1	protein_coding	h-dna	1
ENSMUSG00000032368.14	ENSMUST00000034927.12	Zic1	protein_coding	z-dna	1
ENSMUSG00000032278.11	ENSMUST00000034817.10	Paqr5	protein_coding	sidd	1
ENSMUSG00000032278.11	ENSMUST00000034817.10	Paqr5	protein_coding	z-dna	1
ENSMUSG00000032265.14	ENSMUST00000034802.14	Tent5a	protein_coding	g4	1
ENSMUSG00000032262.13	ENSMUST00000034796.13	Elovl4	protein_coding	g4	1
ENSMUSG00000032101.6	ENSMUST00000034612.6	Ddx25	protein_coding	g4	1
ENSMUSG00000032087.11	ENSMUST00000239429.1	Dscaml1	protein_coding	z-dna	1
ENSMUSG00000032081.10	ENSMUST00000121916.7	Apoc3	protein_coding	g4	1
ENSMUSG00000032076.20	ENSMUST00000152459.7	Cadm1	protein_coding	g4	1
ENSMUSG00000032076.20	ENSMUST00000114548.7	Cadm1	protein_coding	g4	1
ENSMUSG00000032076.20	ENSMUST00000114548.7	Cadm1	protein_coding	z-dna	1
ENSMUSG00000032076.20	ENSMUST00000034581.3	Cadm1	protein_coding	g4	1
ENSMUSG00000032064.17	ENSMUST00000118707.1	Dixdc1	protein_coding	g4	1
ENSMUSG00000032036.15	ENSMUST00000187182.6	Kirrel3	protein_coding	z-dna	1
ENSMUSG00000032033.11	ENSMUST00000116615.4	Barx2	protein_coding	g4	1
ENSMUSG00000032024.10	ENSMUST00000034522.7	Clmp	protein_coding	g4	1
ENSMUSG00000032024.10	ENSMUST00000034522.7	Clmp	protein_coding	z-dna	1
ENSMUSG00000032020.15	ENSMUST00000044155.14	Ubash3b	protein_coding	g4	1
ENSMUSG00000032020.15	ENSMUST00000044155.14	Ubash3b	protein_coding	z-dna	1
ENSMUSG00000032017.14	ENSMUST00000114865.7	Grik4	protein_coding	g4	1
ENSMUSG00000032017.14	ENSMUST00000114865.7	Grik4	protein_coding	h-dna	1
ENSMUSG00000032017.14	ENSMUST00000114865.7	Grik4	protein_coding	sidd	1
ENSMUSG00000032014.6	ENSMUST00000034512.6	Oaf	protein_coding	z-dna	1
ENSMUSG00000032012.9	ENSMUST00000239313.1	Nectin1	protein_coding	z-dna	1
ENSMUSG00000032118.16	ENSMUST00000034630.14	Fez1	protein_coding	z-dna	1
ENSMUSG00000032128.15	ENSMUST00000034643.11	Robo3	protein_coding	z-dna	1
ENSMUSG00000032128.15	ENSMUST00000115038.2	Robo3	protein_coding	h-dna	1
ENSMUSG00000032186.15	ENSMUST00000215614.1	Tmod2	protein_coding	z-dna	1
ENSMUSG00000032262.13	ENSMUST00000034796.13	Elovl4	protein_coding	sidd	1
ENSMUSG00000032262.13	ENSMUST00000034796.13	Elovl4	protein_coding	z-dna	1
ENSMUSG00000032259.8	ENSMUST00000075764.7	Drd2	protein_coding	z-dna	1
ENSMUSG00000032238.17	ENSMUST00000034766.13	Rora	protein_coding	z-dna	1
ENSMUSG00000032231.14	ENSMUST00000034756.14	Anxa2	protein_coding	g4	1
ENSMUSG00000032224.15	ENSMUST00000034749.15	Fam81a	protein_coding	g4	1
ENSMUSG00000032224.15	ENSMUST00000034749.15	Fam81a	protein_coding	z-dna	1
ENSMUSG00000032194.9	ENSMUST00000034717.6	Kank2	protein_coding	g4	1
ENSMUSG00000032186.15	ENSMUST00000215462.1	Tmod2	protein_coding	z-dna	1
ENSMUSG00000032128.15	ENSMUST00000115038.2	Robo3	protein_coding	sidd	1
ENSMUSG00000032184.5	ENSMUST00000034702.5	Lysmd2	protein_coding	g4	1
ENSMUSG00000032184.5	ENSMUST00000034702.5	Lysmd2	protein_coding	h-dna	1
ENSMUSG00000032184.5	ENSMUST00000034702.5	Lysmd2	protein_coding	z-dna	1
ENSMUSG00000032177.17	ENSMUST00000039413.14	Pde4a	protein_coding	h-dna	1
ENSMUSG00000032177.17	ENSMUST00000003395.9	Pde4a	protein_coding	g4	1
ENSMUSG00000032172.8	ENSMUST00000217198.1	Olfm2	protein_coding	g4	1
ENSMUSG00000032135.15	ENSMUST00000034650.14	Mcam	protein_coding	g4	1
ENSMUSG00000032131.16	ENSMUST00000161354.8	Abcg4	protein_coding	g4	1
ENSMUSG00000031451.6	ENSMUST00000033828.6	Gas6	protein_coding	z-dna	1
ENSMUSG00000031438.11	ENSMUST00000113026.1	Rnf128	protein_coding	z-dna	1
ENSMUSG00000032492.14	ENSMUST00000166716.7	Pth1r	protein_coding	g4	1
ENSMUSG00000029822.15	ENSMUST00000071728.10	Osbpl3	protein_coding	z-dna	1
ENSMUSG00000029814.10	ENSMUST00000031838.8	Igf2bp3	protein_coding	g4	1
ENSMUSG00000029814.10	ENSMUST00000031838.8	Igf2bp3	protein_coding	z-dna	1
ENSMUSG00000029781.7	ENSMUST00000031795.7	Fkbp9	protein_coding	g4	1
ENSMUSG00000029765.12	ENSMUST00000115096.3	Plxna4	protein_coding	g4	1
ENSMUSG00000029761.16	ENSMUST00000031775.12	Cald1	protein_coding	sidd	1
ENSMUSG00000029757.16	ENSMUST00000115555.7	Dync1i1	protein_coding	g4	1
ENSMUSG00000029757.16	ENSMUST00000115554.3	Dync1i1	protein_coding	z-dna	1
ENSMUSG00000029755.10	ENSMUST00000142635.1	Dlx5	protein_coding	g4	1
ENSMUSG00000029755.10	ENSMUST00000142635.1	Dlx5	protein_coding	h-dna	1
ENSMUSG00000029755.10	ENSMUST00000052609.8	Dlx5	protein_coding	h-dna	1
ENSMUSG00000029754.13	ENSMUST00000171311.7	Dlx6	protein_coding	g4	1
ENSMUSG00000029754.13	ENSMUST00000171311.7	Dlx6	protein_coding	h-dna	1
ENSMUSG00000029754.13	ENSMUST00000171311.7	Dlx6	protein_coding	sidd	1
ENSMUSG00000029754.13	ENSMUST00000171311.7	Dlx6	protein_coding	z-dna	1
ENSMUSG00000029711.13	ENSMUST00000031723.13	Epo	protein_coding	z-dna	1
ENSMUSG00000029710.15	ENSMUST00000111054.1	Ephb4	protein_coding	z-dna	1
ENSMUSG00000029705.17	ENSMUST00000004097.15	Cux1	protein_coding	z-dna	1
ENSMUSG00000029697.6	ENSMUST00000031709.6	Fezf1	protein_coding	h-dna	1
ENSMUSG00000029675.12	ENSMUST00000015138.12	Eln	protein_coding	g4	1
ENSMUSG00000029821.15	ENSMUST00000170142.7	Gsdme	protein_coding	g4	1
ENSMUSG00000029828.4	ENSMUST00000031852.4	4921507P07Rik	protein_coding	sidd	1
ENSMUSG00000029673.17	ENSMUST00000178555.1	Auts2	protein_coding	h-dna	1
ENSMUSG00000029832.16	ENSMUST00000160133.1	Nfe2l3	protein_coding	g4	1
ENSMUSG00000030093.7	ENSMUST00000032180.6	Wnt7a	protein_coding	g4	1
ENSMUSG00000030093.7	ENSMUST00000032180.6	Wnt7a	protein_coding	z-dna	1
ENSMUSG00000030089.15	ENSMUST00000044019.15	Slc41a3	protein_coding	g4	1
ENSMUSG00000030087.11	ENSMUST00000203039.2	Klf15	protein_coding	z-dna	1
ENSMUSG00000030087.11	ENSMUST00000032174.11	Klf15	protein_coding	z-dna	1
ENSMUSG00000030084.11	ENSMUST00000163139.7	Plxna1	protein_coding	g4	1
ENSMUSG00000030074.9	ENSMUST00000032157.8	Gxylt2	protein_coding	z-dna	1
ENSMUSG00000030069.15	ENSMUST00000203738.1	Prok2	protein_coding	z-dna	1
ENSMUSG00000030069.15	ENSMUST00000032152.13	Prok2	protein_coding	z-dna	1
ENSMUSG00000030067.17	ENSMUST00000176565.7	Foxp1	protein_coding	g4	1
ENSMUSG00000030064.16	ENSMUST00000113355.8	Frmd4b	protein_coding	z-dna	1
ENSMUSG00000030029.14	ENSMUST00000032105.10	Lrig1	protein_coding	g4	1
ENSMUSG00000030000.10	ENSMUST00000203366.2	Add2	protein_coding	z-dna	1
ENSMUSG00000030000.10	ENSMUST00000203196.2	Add2	protein_coding	h-dna	1
ENSMUSG00000029875.5	ENSMUST00000031914.5	Ccdc184	protein_coding	g4	1
ENSMUSG00000029869.7	ENSMUST00000114732.2	Ephb6	protein_coding	g4	1
ENSMUSG00000029869.7	ENSMUST00000114732.2	Ephb6	protein_coding	z-dna	1
ENSMUSG00000029859.6	ENSMUST00000073387.4	Epha1	protein_coding	g4	1
ENSMUSG00000029832.16	ENSMUST00000160133.1	Nfe2l3	protein_coding	h-dna	1
ENSMUSG00000029675.12	ENSMUST00000015138.12	Eln	protein_coding	z-dna	1
ENSMUSG00000029673.17	ENSMUST00000178555.1	Auts2	protein_coding	sidd	1
ENSMUSG00000031434.15	ENSMUST00000033811.13	Morc4	protein_coding	g4	1
ENSMUSG00000029420.14	ENSMUST00000196085.4	Rimbp2	protein_coding	h-dna	1
ENSMUSG00000029420.14	ENSMUST00000111346.5	Rimbp2	protein_coding	h-dna	1
ENSMUSG00000029419.8	ENSMUST00000188161.1	Ajm1	protein_coding	g4	1
ENSMUSG00000029381.16	ENSMUST00000113054.8	Shroom3	protein_coding	z-dna	1
ENSMUSG00000029381.16	ENSMUST00000113051.8	Shroom3	protein_coding	g4	1
ENSMUSG00000029379.10	ENSMUST00000031326.9	Cxcl3	protein_coding	z-dna	1
ENSMUSG00000029361.18	ENSMUST00000142742.8	Nos1	protein_coding	g4	1
ENSMUSG00000029361.18	ENSMUST00000142742.8	Nos1	protein_coding	sidd	1
ENSMUSG00000029361.18	ENSMUST00000142742.8	Nos1	protein_coding	z-dna	1
ENSMUSG00000029360.3	ENSMUST00000031305.3	Gm9754	antisense	z-dna	1
